"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"AMBUJACEM","01-Jun-2022","30-Jun-2022","CE","370","5.35","7.3","5.1","6.45","6.4","6.45","5170","29183.18","489.68","5383500","-40500","371.65"
"AMBUJACEM","02-Jun-2022","30-Jun-2022","CE","370","6.4","9","6","7.25","7.2","7.25","6130","34715.69","694.19","4300500","-1083000","373.5"
"AMBUJACEM","03-Jun-2022","30-Jun-2022","CE","370","8","8.15","4.5","4.75","5.05","4.75","6590","37091.82","517.32","5484000","1183500","-"
"AMBUJACEM","06-Jun-2022","30-Jun-2022","CE","370","5.05","5.4","3.3","3.75","3.6","3.75","6848","38457.58","451.18","6693000","1209000","-"
"AMBUJACEM","07-Jun-2022","30-Jun-2022","CE","370","3.95","4.9","2.8","3","2.9","3","4461","24987.82","229.27","7372500","679500","363.35"
"AMBUJACEM","08-Jun-2022","30-Jun-2022","CE","370","2.9","3.2","2.35","2.75","2.8","2.75","3138","17540.11","124.21","7773000","400500","363.05"
"AMBUJACEM","09-Jun-2022","30-Jun-2022","CE","370","2.75","3.85","2.55","3.15","2.9","3.15","3868","21651.55","184.15","7765500","-7500","365.3"
"AMBUJACEM","10-Jun-2022","30-Jun-2022","CE","370","2.85","3.2","2.4","2.7","2.7","2.7","3150","17618.22","135.72","8248500","483000","-"
"AMBUJACEM","13-Jun-2022","30-Jun-2022","CE","370","2.35","2.55","1.55","1.75","1.8","1.75","3008","16776.27","81.87","8560500","312000","362.7"
"AMBUJACEM","14-Jun-2022","30-Jun-2022","CE","370","1.9","2.15","1.05","1.4","1.55","1.4","5024","28001.17","117.97","8151000","-409500","-"
"AMBUJACEM","15-Jun-2022","30-Jun-2022","CE","370","1.7","1.75","1.2","1.45","1.45","1.45","1950","10866.81","44.31","8355000","204000","361.95"
"AMBUJACEM","16-Jun-2022","30-Jun-2022","CE","370","1.55","1.7","0.85","0.95","1.05","0.95","2584","14386.84","45.64","8407500","52500","-"
"AMBUJACEM","17-Jun-2022","30-Jun-2022","CE","370","0.95","1","0.6","0.7","0.6","0.7","3136","17444.08","39.28","8398500","-9000","-"
"AMBUJACEM","20-Jun-2022","30-Jun-2022","CE","370","0.6","0.7","0.35","0.4","0.4","0.4","1672","9292.79","13.19","7855500","-543000","357.3"
"AMBUJACEM","21-Jun-2022","30-Jun-2022","CE","370","0.4","0.5","0.35","0.4","0.35","0.4","1950","10835.05","12.55","7719000","-136500","358.9"
"AMBUJACEM","22-Jun-2022","30-Jun-2022","CE","370","0.35","0.5","0.25","0.3","0.25","0.3","1491","8282.07","7.02","7539000","-180000","357.95"
"AMBUJACEM","23-Jun-2022","30-Jun-2022","CE","370","0.3","0.35","0.2","0.25","0.25","0.25","1238","6876.23","5.33","7236000","-303000","-"
"AMBUJACEM","24-Jun-2022","30-Jun-2022","CE","370","0.3","0.3","0.2","0.25","0.2","0.25","1143","6347.97","4.32","6906000","-330000","-"
"AMBUJACEM","27-Jun-2022","30-Jun-2022","CE","370","0.25","0.75","0.25","0.65","0.65","0.65","3342","18570.68","22.58","6828000","-78000","-"
"AMBUJACEM","28-Jun-2022","30-Jun-2022","CE","370","0.55","1.3","0.25","0.95","0.8","0.95","8521","47395.29","103.74","7012500","184500","366.45"
"AMBUJACEM","29-Jun-2022","30-Jun-2022","CE","370","0.6","1.05","0.05","0.15","0.1","0.15","5494","30523.75","32.05","6201000","-811500","365.5"
"AMBUJACEM","30-Jun-2022","30-Jun-2022","CE","370","0.1","0.1","0.05","0.05","0.05","363","2461","13660.71","2.16","3196500","-3004500","-"
