"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2019","    30537.60","    30648.10","    30218.35","    30326.50","      224440509","         5594.91"
"02-Apr-2019","    30450.10","    30452.90","    30155.85","    30354.25","      196482019","         5205.38"
"03-Apr-2019","    30440.85","    30602.55","    30036.25","    30093.30","      193071867","         5203.95"
"04-Apr-2019","    30147.30","    30245.70","    29809.90","    29904.90","      199631082","         5460.27"
"05-Apr-2019","    30002.85","    30174.00","    29850.00","    30084.65","      154141037","         4130.84"
"08-Apr-2019","    30201.50","    30232.05","    29716.60","    29845.30","      147201421","         3687.89"
"09-Apr-2019","    29901.50","    30165.05","    29703.55","    30113.85","      165462138","         4788.34"
"10-Apr-2019","    29916.60","    30155.75","    29768.10","    29803.50","      165250173","         9946.96"
"11-Apr-2019","    29841.85","    29852.25","    29640.25","    29786.10","      108247929","         3168.46"
"12-Apr-2019","    29780.55","    30000.95","    29707.00","    29938.55","      104858970","         3137.74"
"15-Apr-2019","    29983.50","    30163.10","    29919.10","    30104.25","       90613632","         3071.18"
"16-Apr-2019","    30236.25","    30590.95","    30228.20","    30531.35","      117822281","         4223.74"
"18-Apr-2019","    30656.50","    30669.80","    30142.20","    30223.40","      141697748","         4610.68"
"22-Apr-2019","    30282.50","    30289.90","    29647.55","    29687.95","      132778018","         4647.04"
"23-Apr-2019","    29761.95","    29906.50","    29455.45","    29479.70","      145857126","         4502.93"
"24-Apr-2019","    29550.50","    29914.85","    29435.05","    29860.80","      129529258","         4477.27"
"25-Apr-2019","    29927.05","    30057.70","    29511.95","    29561.35","      201016367","         6526.09"
