"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"03-Sep-2019","    27239.20","    27247.05","    26742.60","    26824.15","      392427883","         6171.33"
"04-Sep-2019","    26785.95","    27278.70","    26641.35","    27123.85","      309520214","         5990.87"
"05-Sep-2019","    27086.95","    27243.95","    26815.40","    26919.70","      327083693","         5826.31"
"06-Sep-2019","    26986.50","    27311.05","    26950.55","    27247.90","      251986487","         4874.57"
"09-Sep-2019","    27240.35","    27565.55","    26993.90","    27504.65","      286110458","         5197.20"
"11-Sep-2019","    27639.05","    27829.65","    27551.65","    27776.20","      467414755","         6677.77"
"12-Sep-2019","    27870.80","    28062.30","    27764.70","    27818.50","      377820739","         6469.22"
"13-Sep-2019","    27772.00","    28126.85","    27573.45","    28098.75","      438497830","         6752.69"
"16-Sep-2019","    27868.00","    28066.70","    27798.85","    27855.00","      234062573","         4463.98"
"17-Sep-2019","    27765.10","    27851.40","    27047.95","    27131.75","      277762547","         5449.45"
"18-Sep-2019","    27304.70","    27414.45","    27088.80","    27172.65","      307775512","         5314.41"
"19-Sep-2019","    27175.45","    27175.45","    26643.00","    26757.65","      450436905","         6050.19"
"20-Sep-2019","    26878.65","    29418.95","    26727.55","    28981.55","      844582360","        18185.99"
"23-Sep-2019","    30039.40","    30801.30","    29776.30","    30566.20","      552171387","        14401.90"
"24-Sep-2019","    30432.00","    30668.10","    29889.55","    30183.10","      348810197","         8157.62"
"25-Sep-2019","    30029.05","    30067.60","    29470.10","    29586.05","      352814285","         8112.37"
"26-Sep-2019","    29640.55","    30718.35","    29627.00","    30002.60","      540435004","        11367.60"
