"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Oct-2019","    29226.15","    29526.40","    28077.35","    28725.50","     1187313940","        15321.69"
"03-Oct-2019","    28606.70","    28769.10","    28240.80","    28414.10","      825756750","        10519.65"
"04-Oct-2019","    28681.90","    28730.30","    27653.70","    27731.85","      732719135","         9504.35"
"07-Oct-2019","    27909.90","    28185.15","    27568.35","    27767.55","      554307096","         8314.79"
"09-Oct-2019","    27901.65","    28857.70","    27702.05","    28785.85","      574832720","         8826.87"
"10-Oct-2019","    28542.95","    28552.75","    27914.15","    28013.45","      381151128","         6867.09"
"11-Oct-2019","    28245.55","    28604.05","    27736.80","    28042.50","      558917279","         8470.43"
"14-Oct-2019","    28238.50","    28553.40","    28043.25","    28181.95","      387660772","         5919.07"
"15-Oct-2019","    28257.85","    28694.85","    28186.25","    28555.10","      350926458","         5599.17"
"16-Oct-2019","    28689.45","    28759.35","    28305.40","    28538.80","      400383734","         6136.08"
"17-Oct-2019","    28596.35","    29049.05","    28487.95","    28989.45","      617849861","         7434.75"
"18-Oct-2019","    28954.80","    29249.50","    28864.10","    29120.25","      605170183","         7459.77"
"22-Oct-2019","    29416.25","    29690.00","    29231.20","    29411.15","      582221306","         8753.58"
"23-Oct-2019","    29478.85","    29643.80","    29214.05","    29459.60","      497765615","         8082.30"
"24-Oct-2019","    29604.35","    29693.25","    28994.20","    29107.95","      439980796","         7551.17"
"25-Oct-2019","    29228.65","    29452.10","    28923.80","    29395.95","-","-"
"27-Oct-2019","    29605.40","    29644.45","    29446.80","    29516.30","      110013856","         1489.52"
"29-Oct-2019","    29527.60","    29997.65","    29385.45","    29873.05","      567556033","         8794.15"
"30-Oct-2019","    30005.70","    30151.10","    29753.00","    29987.50","      448802636","         7242.26"
"31-Oct-2019","    30168.65","    30415.65","    29987.15","    30066.25","     1186433992","        15535.72"
