"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-Dec-2019","    32008.30","    32024.10","    31720.60","    31871.45","      495997384","         6878.37"
"03-Dec-2019","    31920.10","    31936.60","    31502.95","    31613.35","      431512247","         6262.52"
"04-Dec-2019","    31549.30","    32017.75","    31444.00","    31979.30","      516797101","         7977.93"
"05-Dec-2019","    32083.80","    32126.95","    31628.30","    31712.95","      393274720","         7477.51"
"06-Dec-2019","    31797.15","    31883.70","    31250.65","    31341.55","      485386658","         8458.57"
"09-Dec-2019","    31321.40","    31537.65","    31122.05","    31316.65","      494482008","         7409.06"
"10-Dec-2019","    31386.40","    31412.80","    31126.00","    31160.35","      505390598","         6959.37"
"11-Dec-2019","    31151.65","    31337.85","    30996.40","    31256.75","      815353303","         8323.63"
"12-Dec-2019","    31356.80","    31711.45","    31352.10","    31665.45","      529686754","         6543.15"
"13-Dec-2019","    31775.55","    32105.05","    31770.50","    32014.25","      390513196","         7416.72"
"16-Dec-2019","    32159.00","    32186.95","    31897.75","    31974.20","      306021290","         5773.52"
"17-Dec-2019","    32082.40","    32213.35","    31987.35","    32140.25","      259934353","         5360.57"
"18-Dec-2019","    32292.25","    32293.65","    32017.30","    32244.25","      258844226","         5720.31"
"19-Dec-2019","    32281.65","    32328.35","    32085.05","    32241.45","      436934080","         6160.59"
"20-Dec-2019","    32266.85","    32443.35","    32199.45","    32384.95","      535239232","         8520.45"
"23-Dec-2019","    32381.00","    32502.80","    32196.85","    32339.45","      391458232","         5677.31"
"24-Dec-2019","    32337.80","    32390.35","    32246.05","    32280.75","      330830416","         4598.44"
"26-Dec-2019","    32276.15","    32314.60","    31963.25","    31997.70","      339790478","         5214.14"
