"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Sep-2020","    23893.80","    24199.65","    23473.15","    23812.00","      484334092","        11653.99"
"02-Sep-2020","    23769.00","    23926.15","    23482.55","    23874.55","      293508250","         7341.21"
"03-Sep-2020","    23986.15","    24051.60","    23451.65","    23530.85","      214818095","         5849.15"
"04-Sep-2020","    23119.15","    23394.80","    22876.90","    23011.50","      341042607","         8634.33"
"07-Sep-2020","    23036.25","    23109.10","    22716.25","    22945.05","      245264124","         5986.14"
"08-Sep-2020","    22971.20","    23064.15","    22641.40","    22744.40","      231451727","         5907.64"
"09-Sep-2020","    22486.70","    22554.60","    22080.40","    22267.00","      305088443","         7212.74"
"10-Sep-2020","    22466.55","    22678.65","    22225.25","    22466.20","      278551123","         7079.21"
"11-Sep-2020","    22509.95","    22668.75","    22205.95","    22479.95","      214789265","         5767.58"
"14-Sep-2020","    22683.35","    22757.30","    22028.15","    22101.25","      265397711","         6512.78"
"15-Sep-2020","    22202.80","    22514.15","    22062.35","    22465.65","      248826760","         6131.93"
"16-Sep-2020","    22476.30","    22659.40","    22216.50","    22573.55","      245862302","         6180.56"
"17-Sep-2020","    22352.00","    22504.45","    22267.05","    22320.35","      216408615","         5116.72"
"18-Sep-2020","    22439.35","    22469.40","    21784.90","    22031.05","      320585881","         8691.08"
"21-Sep-2020","    21983.40","    22098.85","    21274.30","    21366.80","      283525089","         6846.44"
"22-Sep-2020","    21445.25","    21473.35","    20958.45","    21139.10","      325400312","         7324.61"
"23-Sep-2020","    21350.80","    21365.05","    20821.00","    21178.50","      299197195","         5766.31"
"24-Sep-2020","    20898.80","    20955.60","    20404.90","    20456.85","      276420580","         6218.63"
"25-Sep-2020","    20740.80","    21064.30","    20430.70","    20982.35","      280646576","         5902.57"
"28-Sep-2020","    21152.05","    21708.85","    21055.10","    21665.50","      240223120","         5550.96"
"29-Sep-2020","    21770.90","    21811.50","    21280.60","    21411.30","      242993739","         5129.99"
"30-Sep-2020","    21405.25","    21549.35","    21128.50","    21451.80","      240051659","         5310.13"
"01-Oct-2020","    21685.25","    22293.75","    21664.15","    22246.00","      348728050","         8207.06"
"05-Oct-2020","    22352.10","    22768.55","    22247.25","    22370.95","      325414639","         8208.78"
"06-Oct-2020","    22673.05","    22893.50","    22521.05","    22853.70","      247980470","         6221.25"
"07-Oct-2020","    22836.95","    23036.20","    22607.80","    22964.80","      236098777","         6222.31"
"08-Oct-2020","    23150.25","    23450.90","    23063.60","    23191.35","      280136398","         7944.80"
"09-Oct-2020","    23312.60","    23904.10","    23132.45","    23846.80","      350978943","        10261.14"
"12-Oct-2020","    23955.60","    24190.35","    23552.60","    23712.80","      280694619","         6988.65"
"13-Oct-2020","    23663.05","    23775.15","    23431.50","    23492.20","      190829083","         5350.73"
"14-Oct-2020","    23353.15","    23962.70","    23149.45","    23874.65","      225363576","         5907.41"
"15-Oct-2020","    23920.35","    24087.85","    22970.95","    23072.40","      270328079","         7770.96"
"16-Oct-2020","    23219.85","    23646.20","    23148.95","    23533.25","      229438006","         5931.29"
"19-Oct-2020","    23902.90","    24320.95","    23754.85","    24266.75","      388154335","         9824.72"
"20-Oct-2020","    24117.35","    24410.90","    24039.85","    24311.80","      254147636","         6616.57"
"21-Oct-2020","    24444.20","    24823.60","    24099.85","    24635.05","      335657280","        10064.33"
"22-Oct-2020","    24447.35","    24691.15","    24250.20","    24484.15","      241407252","         7287.40"
"23-Oct-2020","    24669.20","    24764.15","    24360.85","    24478.30","      196845852","         5406.45"
"26-Oct-2020","    24525.80","    24577.30","    23867.75","    24075.45","      260452297","         6949.90"
"27-Oct-2020","    24288.05","    24809.65","    23924.20","    24769.50","      299009849","        11790.32"
"28-Oct-2020","    24737.85","    24780.70","    24057.95","    24232.50","      272722955","         7509.50"
"29-Oct-2020","    24063.50","    24339.10","    23822.05","    24092.00","      340550442","         9542.81"
