"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"04-May-2020","    20514.75","    20530.45","    19643.60","    19743.75","      328804506","         7635.19"
"05-May-2020","    20147.30","    20223.15","    19212.35","    19271.75","      381269938","         9095.40"
"06-May-2020","    19302.45","    19806.60","    18941.00","    19694.55","      395557269","         9797.35"
"07-May-2020","    19536.05","    19757.25","    19332.15","    19491.80","      300140979","         7706.31"
"08-May-2020","    19844.00","    19969.60","    19285.05","    19352.90","      330610646","         7983.74"
"11-May-2020","    19610.45","    19733.40","    18900.90","    18950.50","      342556509","         8610.25"
"12-May-2020","    18751.40","    18993.40","    18287.00","    18862.85","      395412970","        10402.20"
"13-May-2020","    20017.75","    20122.25","    19429.90","    19634.95","      520830667","        12055.56"
"14-May-2020","    19197.70","    19380.10","    19024.75","    19068.50","      333038859","         7758.17"
"15-May-2020","    19098.80","    19119.10","    18683.65","    18833.95","      240590869","         5598.32"
"18-May-2020","    18795.10","    18795.10","    17514.20","    17573.20","      434763906","         9980.50"
"19-May-2020","    18037.15","    18175.30","    17390.65","    17486.25","      415466049","         9541.76"
"20-May-2020","    17486.50","    18002.65","    17407.70","    17840.20","      326225920","         7525.24"
"21-May-2020","    17901.95","    18200.70","    17658.55","    17735.10","      347575113","         7748.12"
"22-May-2020","    17554.25","    17952.25","    17105.00","    17278.90","      484792159","         9991.95"
"26-May-2020","    17537.65","    17681.70","    17311.25","    17440.35","      336758208","         6854.37"
"27-May-2020","    17603.40","    18874.25","    17560.35","    18710.55","      538003230","        12905.82"
"28-May-2020","    18924.45","    19455.55","    18818.95","    19169.80","      561124154","        14381.40"
"29-May-2020","    18962.00","    19358.05","    18729.90","    19297.25","      581732090","        10922.76"
"01-Jun-2020","    19728.90","    20225.35","    19632.90","    19959.90","      558065113","        10263.32"
"02-Jun-2020","    20120.60","    20615.75","    19852.55","    20530.20","      448324616","        11334.54"
"03-Jun-2020","    20966.60","    21619.55","    20822.00","    20940.70","      616871764","        14189.77"
"04-Jun-2020","    20932.35","    21141.80","    20316.20","    20390.45","      587859629","        11840.17"
"05-Jun-2020","    20516.40","    21198.70","    20425.05","    21034.50","      637447046","        11950.42"
"08-Jun-2020","    21636.10","    21807.40","    20911.25","    21187.35","      748110342","        14784.22"
"09-Jun-2020","    21295.50","    21568.85","    20629.70","    20724.90","      641246103","        14242.32"
"10-Jun-2020","    20760.95","    21251.45","    20671.55","    21100.10","      582992179","        12121.73"
"11-Jun-2020","    21084.70","    21244.45","    20458.30","    20525.15","      747065326","        15002.14"
"12-Jun-2020","    19529.30","    20747.70","    19526.10","    20654.55","      599190078","        13935.65"
"15-Jun-2020","    20457.15","    20470.85","    19740.20","    19912.90","      465009106","        10707.30"
"16-Jun-2020","    20500.65","    20638.85","    19507.05","    20296.70","      552448328","        13903.52"
"17-Jun-2020","    20137.45","    20627.90","    19978.15","    20201.75","      453526032","        11014.55"
"18-Jun-2020","    20137.60","    21028.35","    20030.35","    20956.30","      362837078","         9472.12"
"19-Jun-2020","    20970.10","    21467.65","    20878.25","    21338.10","      523371321","        13175.29"
"22-Jun-2020","    21491.55","    22078.25","    21425.55","    21708.35","      664606529","        12224.92"
"23-Jun-2020","    21859.25","    22322.30","    21647.80","    22264.90","      527935624","        10872.51"
"24-Jun-2020","    22479.35","    22479.55","    21336.35","    21426.80","      684574815","        14467.17"
"25-Jun-2020","    21218.05","    21703.50","    20926.45","    21506.15","      586179820","        15602.68"
