Date,Expiry,Strike Price,Returns,Alpha,Alpha-Mean,Ratio
20-Jan-2020,27-Feb-2020,32000,-4.645608628659473,-0.7970091027308179,-0.30746015403972415,2.592235423871685
11-May-2020,25-Jun-2020,20000,-12.827797202797203,-0.5330116810563738,-0.19055429776580854,2.7971643112004
05-Jun-2020,25-Jun-2020,20000,22.53947368421052,2.049123502030306,1.0048544844190928,2.039224120311217
08-Jul-2020,27-Aug-2020,22000,-8.697802197802195,0.5993336750384434,0.23263580875300768,2.57627438463166
09-Jul-2020,27-Aug-2020,22000,17.91770357080849,1.09189384365409,0.4681825117738188,2.332196987702926
22-Jul-2020,27-Aug-2020,22000,-18.131001863265013,1.285183836912994,0.48549233510879336,2.647176369169657
23-Jul-2020,27-Aug-2020,22000,9.607407407407411,1.8975840336134477,0.9238916182684941,2.0539032891864455
03-Aug-2020,27-Aug-2020,22000,-18.57027136492507,-0.7076453765490955,-0.19658508205277458,3.599690114629977
21-Aug-2020,27-Aug-2020,22000,-54.23497267759563,1.8324159021406639,0.5656600963654487,3.239429321450348
04-Sep-2020,29-Oct-2020,24000,-2.368801439570494,-0.5992906726484586,-0.19207005829464743,3.120167078457952
15-Oct-2020,29-Oct-2020,24000,-25.47906976744186,-0.8269222197459314,-0.3692416174187177,2.2395152137149448
06-Nov-2020,31-Dec-2020,25000,-17.45998752858034,3.073289484923551,1.083157051364631,2.8373442992884765
09-Nov-2020,31-Dec-2020,25000,-6.534181240063597,6.381515990934269,1.9043544482053862,3.3510127260962594
10-Nov-2020,31-Dec-2020,25000,-17.36554238833182,12.267392413675795,3.7690372886799306,3.254781386886287
01-Dec-2020,31-Dec-2020,25000,15.840220385674932,116.37318840579707,58.211297188052754,1.9991512649142857
04-Dec-2020,31-Dec-2020,25000,-9.701492537313436,325.96129032258074,130.02450459133055,2.5069219940278424
07-Dec-2020,31-Dec-2020,25000,-18.939393939393938,430.7066115702479,199.88720523025844,2.1547482795314434
24-Dec-2020,31-Dec-2020,25000,-28.749999999999996,1038.8846153846155,411.7184468666,2.523288969175632
28-Dec-2020,31-Dec-2020,25000,2.77777777777778,2063.4912280701756,625.9703556985088,3.2964679705440103
29-Dec-2020,31-Dec-2020,25000,-54.05405405405405,3417.5675675675675,1196.0921136557429,2.8572779040588223
30-Dec-2020,31-Dec-2020,25000,-40.0,7415.35294117647,2173.314470340786,3.412001825954671
