"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-Nov-2020","    24367.60","    25139.00","    24120.60","    24892.50","      437217701","        11765.16"
"03-Nov-2020","    25108.00","    25760.70","    25085.70","    25682.80","      407591534","        10859.93"
"04-Nov-2020","    25539.55","    25891.00","    25142.00","    25771.60","      409247572","        11400.19"
"05-Nov-2020","    26174.80","    26375.20","    26000.05","    26313.10","      385307914","        10710.40"
"06-Nov-2020","    26274.10","    26853.45","    26135.30","    26798.95","      357689528","        11267.81"
"09-Nov-2020","    27088.95","    27595.00","    27068.95","    27534.10","      365124397","        11074.82"
"10-Nov-2020","    28039.45","    28802.50","    27916.90","    28606.00","      595796701","        19532.63"
"11-Nov-2020","    28713.15","    29030.90","    28211.10","    28845.00","      497507807","        18059.30"
"12-Nov-2020","    28633.75","    28672.90","    28066.05","    28278.80","      308960319","        11278.51"
"13-Nov-2020","    28108.70","    28520.55","    27703.30","    28465.70","      330891449","        10723.25"
"14-Nov-2020","    28685.70","    28752.45","    28431.85","    28594.30","       43672347","         1154.51"
"17-Nov-2020","    28792.25","    29239.25","    28722.90","    29181.30","      317307486","        10924.63"
"18-Nov-2020","    29107.90","    29784.75","    29056.75","    29749.85","      487620929","        12538.44"
"19-Nov-2020","    29302.60","    29627.20","    28819.55","    28903.05","      358602987","        12189.20"
"20-Nov-2020","    28935.75","    29406.70","    28580.90","    29236.00","      320010076","        11614.19"
"23-Nov-2020","    29432.80","    29492.30","    28852.90","    29024.20","      395630008","        12745.71"
"24-Nov-2020","    29265.60","    29827.80","    29206.75","    29737.25","      348058801","        12279.24"
"25-Nov-2020","    30021.90","    30197.85","    29132.30","    29196.40","      546078327","        13653.17"
"26-Nov-2020","    29370.40","    29623.00","    28923.10","    29549.75","      369368245","        11338.89"
"27-Nov-2020","    29622.00","    29716.85","    29368.70","    29609.05","      494394896","        24378.12"
"01-Dec-2020","    29844.80","    29919.75","    29511.00","    29817.85","      325606521","         8780.83"
"02-Dec-2020","    29876.70","    29886.25","    29149.90","    29463.15","      374276909","         9206.91"
"03-Dec-2020","    29728.90","    29813.00","    29379.40","    29448.75","      419239179","        10366.32"
"04-Dec-2020","    29573.40","    30162.30","    29473.50","    30052.40","      466911596","        11145.32"
"07-Dec-2020","    30062.60","    30354.20","    29950.60","    30211.55","      431765351","        12039.30"
"08-Dec-2020","    30300.30","    30363.80","    30025.20","    30261.90","      586847601","        10141.82"
"09-Dec-2020","    30335.05","    30807.25","    30326.70","    30709.40","      542515807","         9755.38"
"10-Dec-2020","    30545.35","    30610.00","    30202.10","    30510.35","      335772472","         8165.97"
"11-Dec-2020","    30555.30","    30811.80","    30328.45","    30604.85","      409937035","         9588.80"
"14-Dec-2020","    30735.15","    30845.80","    30624.25","    30745.90","      269034727","         7156.20"
"15-Dec-2020","    30805.40","    30805.85","    30345.75","    30691.05","      279367757","         8180.08"
"16-Dec-2020","    30920.35","    30932.25","    30587.10","    30698.40","      380587654","         6817.74"
"17-Dec-2020","    30791.20","    30945.20","    30643.90","    30847.05","      260660598","         7563.24"
"18-Dec-2020","    30841.85","    30854.05","    30374.50","    30714.65","      278144935","         8187.34"
"21-Dec-2020","    30595.80","    30607.50","    29201.20","    29456.45","      390941877","        10052.59"
"22-Dec-2020","    29607.50","    29711.15","    28976.75","    29625.95","      464415052","        10784.06"
"23-Dec-2020","    29560.75","    29941.40","    29446.00","    29883.30","      379383537","         6857.33"
"24-Dec-2020","    30071.65","    30545.85","    30007.80","    30402.20","      300013358","         6589.67"
"28-Dec-2020","    30558.85","    30929.05","    30538.15","    30880.95","      317207023","         5536.43"
"29-Dec-2020","    31006.90","    31359.35","    31002.60","    31322.50","      389215378","         8558.46"
"30-Dec-2020","    31479.80","    31510.25","    31007.15","    31303.05","      267799744","         6588.98"
"31-Dec-2020","    31295.90","    31409.50","    31088.10","    31264.05","      364121772","         7398.90"
