"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2020","    32237.90","    32348.00","    32057.20","    32102.90","      184671555","         3183.97"
"02-Jan-2020","    32133.15","    32465.45","    32121.40","    32443.85","      253558509","         4310.34"
"03-Jan-2020","    32326.95","    32329.80","    31960.40","    32069.25","      217584385","         4537.65"
"06-Jan-2020","    31910.45","    31914.45","    31170.55","    31237.15","      256236748","         5048.53"
"07-Jan-2020","    31598.05","    31851.45","    31200.90","    31399.40","      294368120","         6636.37"
"08-Jan-2020","    30995.50","    31451.85","    30899.55","    31373.65","      304484779","         6150.28"
"09-Jan-2020","    31748.25","    32172.70","    31667.15","    32092.40","      307977487","         6013.85"
"10-Jan-2020","    32215.70","    32347.20","    31953.40","    32097.40","      444709730","         6362.46"
"13-Jan-2020","    32139.10","    32322.65","    32074.05","    32177.65","      291441682","         4403.11"
"14-Jan-2020","    32196.45","    32196.45","    31989.20","    32071.65","      438912100","         7185.00"
"15-Jan-2020","    31994.75","    32000.90","    31670.35","    31824.90","      545708720","         7722.68"
"16-Jan-2020","    31810.55","    31988.90","    31692.40","    31853.90","      253715802","         5618.01"
"17-Jan-2020","    31571.65","    31773.55","    31445.50","    31590.65","      308136774","         7404.95"
"20-Jan-2020","    31923.95","    31923.95","    31050.95","    31080.65","      282225576","         7796.06"
"21-Jan-2020","    30978.85","    31171.25","    30858.60","    30947.55","      227481016","         6114.46"
"22-Jan-2020","    31061.60","    31149.05","    30614.00","    30701.45","      200582131","         6087.35"
"23-Jan-2020","    30742.20","    31087.25","    30621.35","    31004.05","      343817897","         7242.49"
"24-Jan-2020","    31040.10","    31375.45","    30879.05","    31241.75","      424623379","         6538.81"
"27-Jan-2020","    31110.55","    31227.05","    30808.55","    30837.40","      309934514","         7207.69"
"28-Jan-2020","    30922.00","    31048.45","    30656.35","    30761.40","      239604935","         5707.39"
"29-Jan-2020","    30915.10","    31082.85","    30835.80","    30877.00","      268788386","         5105.28"
"30-Jan-2020","    30889.25","    30909.50","    30521.30","    30647.40","      328858847","         5410.61"
"31-Jan-2020","    30950.50","    31033.45","    30691.80","    30833.60","      333435455","         8892.15"
"01-Feb-2020","    30726.20","    30918.60","    29753.00","    29820.90","      255295791","         5451.95"
"03-Feb-2020","    29811.75","    30105.80","    29612.55","    30023.25","      337112135","         7123.19"
"04-Feb-2020","    30235.30","    30776.95","    30182.45","    30686.70","      336610481","         6719.43"
"05-Feb-2020","    30761.95","    31065.85","    30630.85","    31001.95","      427604425","         6380.13"
"06-Feb-2020","    31070.75","    31470.65","    30917.25","    31304.05","      334000323","         7041.81"
"07-Feb-2020","    31367.05","    31368.20","    31111.05","    31201.95","      254381768","         4762.96"
"10-Feb-2020","    31248.65","    31248.80","    30957.20","    31058.15","      239696426","         4087.30"
"11-Feb-2020","    31230.20","    31505.95","    31225.90","    31300.60","      198887095","         4532.51"
"12-Feb-2020","    31441.15","    31588.60","    31398.15","    31492.90","      225958605","         5411.53"
"13-Feb-2020","    31586.55","    31649.45","    31180.60","    31230.25","      303030451","         5780.04"
"14-Feb-2020","    31281.85","    31436.65","    30776.10","    30834.80","      341366207","         6732.23"
"17-Feb-2020","    30873.85","    30998.15","    30630.50","    30680.70","      251931924","         5100.18"
"18-Feb-2020","    30661.50","    30692.75","    30252.45","    30562.50","      398866924","         6353.48"
"19-Feb-2020","    30905.00","    30947.15","    30606.15","    30838.20","      268822099","         5918.93"
"20-Feb-2020","    30862.30","    31085.30","    30702.45","    30942.85","      273065120","         6647.05"
"24-Feb-2020","    30666.35","    30702.15","    30428.00","    30455.10","      254235861","         6006.34"
"25-Feb-2020","    30517.00","    30610.70","    30329.95","    30432.70","      215913422","         5070.95"
"26-Feb-2020","    30279.95","    30515.35","    30131.75","    30306.85","      290964252","         5885.09"
"27-Feb-2020","    30270.00","    30271.95","    29914.15","    30187.00","      358020830","         7321.45"
