"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jul-2020","    21354.10","    22061.60","    21281.85","    21977.60","      385956486","        10267.97"
"02-Jul-2020","    22133.80","    22344.85","    21890.50","    21953.20","      398994350","        11077.87"
"03-Jul-2020","    22101.75","    22130.30","    21768.00","    21852.40","      256179957","         7084.50"
"06-Jul-2020","    22270.95","    22399.25","    22171.05","    22198.95","      290921694","         7884.54"
"07-Jul-2020","    22254.30","    22674.50","    22040.35","    22628.00","      455766093","        11652.55"
"08-Jul-2020","    22700.90","    23080.60","    22499.50","    22584.65","      673130542","        16312.40"
"09-Jul-2020","    22753.15","    22998.30","    22673.40","    22907.20","      355982560","         8998.85"
"10-Jul-2020","    22720.95","    22835.20","    22320.05","    22398.45","      457099610","         8969.63"
"13-Jul-2020","    22613.25","    22657.40","    21981.65","    22089.25","      293704011","         7516.64"
"14-Jul-2020","    21877.60","    21909.70","    21222.45","    21392.20","      338499620","         8134.81"
"15-Jul-2020","    21634.25","    21935.50","    21230.55","    21340.75","      359145119","         8748.15"
"16-Jul-2020","    21453.25","    21671.25","    21027.85","    21597.15","      348563989","         7838.97"
"17-Jul-2020","    21608.05","    22065.00","    21550.80","    21966.80","      294921788","         7404.45"
"20-Jul-2020","    22307.30","    22520.45","    22187.80","    22321.85","      349653489","        10172.45"
"21-Jul-2020","    22639.85","    22861.90","    22597.95","    22782.00","      316649600","         9744.39"
"22-Jul-2020","    23159.00","    23211.35","    22658.20","    22882.60","      412721326","        11349.74"
"23-Jul-2020","    22854.85","    23122.35","    22734.90","    23083.90","      307580829","         8038.76"
"24-Jul-2020","    22853.20","    22854.05","    22417.20","    22662.05","      436264876","         9908.17"
"27-Jul-2020","    22664.60","    22668.05","    21801.35","    21848.75","      340888880","         9407.53"
"28-Jul-2020","    21940.15","    22233.00","    21611.40","    22105.20","      379785455","        11478.58"
"29-Jul-2020","    22075.00","    22346.40","    21906.35","    22076.60","      400357048","        10163.56"
"30-Jul-2020","    22195.05","    22252.60","    21580.15","    21646.85","      299568955","         7662.27"
"31-Jul-2020","    21730.55","    21806.95","    21375.00","    21640.05","      397341689","         9345.20"
"03-Aug-2020","    21543.80","    21543.80","    21031.45","    21072.10","      431029295","        11151.87"
"04-Aug-2020","    21248.25","    21576.35","    21057.75","    21490.50","      297019822","         9152.34"
"05-Aug-2020","    21686.85","    21936.50","    21448.40","    21509.95","      338829581","         8818.01"
"06-Aug-2020","    21644.25","    21926.55","    21370.30","    21642.60","      386597915","         9575.39"
"07-Aug-2020","    21620.25","    21787.25","    21451.30","    21754.00","      378616471","         7686.14"
"10-Aug-2020","    21824.90","    22071.95","    21795.10","    21900.25","      261796164","         5943.76"
"11-Aug-2020","    22050.20","    22277.60","    22039.85","    22227.20","      377912975","         8137.50"
"12-Aug-2020","    22135.95","    22326.55","    21990.20","    22264.00","      507472323","         9323.94"
"13-Aug-2020","    22395.20","    22439.95","    22139.60","    22196.35","      289096635","         6479.17"
"14-Aug-2020","    22334.95","    22334.95","    21459.10","    21679.40","      318837489","         7137.99"
"17-Aug-2020","    21906.95","    21909.40","    21403.15","    21700.85","      263359893","         6133.05"
"18-Aug-2020","    21702.00","    22227.75","    21629.40","    22170.60","      311809274","         6815.59"
"19-Aug-2020","    22315.40","    22419.35","    22234.25","    22285.90","      348005901","         6826.17"
"20-Aug-2020","    21989.90","    22079.90","    21886.70","    21999.45","      314838525","         7200.49"
"21-Aug-2020","    22190.70","    22344.05","    22165.05","    22299.60","      347083160","         7452.15"
"24-Aug-2020","    22436.85","    22897.50","    22410.05","    22833.00","      346273118","         8022.91"
"25-Aug-2020","    22973.40","    23180.30","    22857.90","    23092.15","      422190044","        10281.89"
"26-Aug-2020","    23175.55","    23453.40","    23093.15","    23414.20","      337920632","         9538.81"
"27-Aug-2020","    23511.45","    23704.05","    23464.15","    23600.35","      430926732","        11647.67"
