,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,AMBUJACEM,EQ,01-Nov-2019,202.3,203.0,204.0,199.8,201.3,201.6,202.22,2770430,560224229.8,15039,1372756,49.55,201.6,203.0
1,1,1,AMBUJACEM,EQ,04-Nov-2019,201.6,203.0,206.7,202.15,203.45,203.35,204.4,4243318,867343008.2,29882,2181223,51.4,203.35,203.0
2,2,2,AMBUJACEM,EQ,05-Nov-2019,203.35,203.85,204.35,200.5,201.8,201.55,202.23,2190913,443062699.0,26389,881104,40.22,201.55,203.85
3,3,3,AMBUJACEM,EQ,06-Nov-2019,201.55,201.95,203.75,199.9,201.75,202.25,201.92,1636076,330358460.15,16139,549497,33.59,202.25,201.95
4,4,4,AMBUJACEM,EQ,07-Nov-2019,202.25,203.5,205.0,201.75,203.65,203.2,203.43,2560585,520898771.2,11579,1420578,55.48,203.2,203.5
5,5,5,AMBUJACEM,EQ,08-Nov-2019,203.2,203.2,204.9,200.0,200.05,202.25,202.47,2181870,441764329.75,12193,1165246,53.41,202.25,203.2
6,6,6,AMBUJACEM,EQ,11-Nov-2019,202.25,200.0,201.95,198.75,200.2,200.15,200.25,1436622,287677313.85,20268,597048,41.56,200.15,200.0
7,7,7,AMBUJACEM,EQ,13-Nov-2019,200.15,200.15,202.2,194.55,194.6,195.25,197.35,2726347,538057268.9,18634,1493444,54.78,195.25,200.15
8,8,8,AMBUJACEM,EQ,14-Nov-2019,195.25,195.1,201.0,193.0,200.65,200.55,198.23,4639427,919670576.05,29378,1924587,41.48,200.55,195.1
9,9,9,AMBUJACEM,EQ,15-Nov-2019,200.55,200.3,202.25,199.0,201.75,201.0,200.83,2190854,439979566.7,22035,931351,42.51,201.0,200.3
10,10,10,AMBUJACEM,EQ,18-Nov-2019,201.0,202.0,204.15,200.3,200.75,201.2,201.87,1975524,398804879.9,17059,757223,38.33,201.2,202.0
11,11,11,AMBUJACEM,EQ,19-Nov-2019,201.2,201.45,202.45,198.7,202.45,201.4,200.7,2382060,478078830.8,21688,1212586,50.9,201.4,201.45
12,12,12,AMBUJACEM,EQ,20-Nov-2019,201.4,201.65,203.0,201.0,201.6,201.6,201.88,1906946,384975065.7,13147,961443,50.42,201.6,201.65
13,13,13,AMBUJACEM,EQ,21-Nov-2019,201.6,201.6,202.2,200.3,200.95,201.05,201.0,1272618,255798463.4,16014,719745,56.56,201.05,201.6
14,14,14,AMBUJACEM,EQ,22-Nov-2019,201.05,200.7,202.2,198.1,199.7,200.8,199.73,4861070,970881669.3,17581,3560778,73.25,200.8,200.7
15,15,15,AMBUJACEM,EQ,25-Nov-2019,200.8,201.0,201.15,198.0,200.2,200.7,199.87,1484115,296626985.4,15962,520188,35.05,200.7,201.0
16,16,16,AMBUJACEM,EQ,26-Nov-2019,200.7,200.95,203.0,198.1,199.4,200.3,200.95,3628754,729197969.45,32121,2252134,62.06,200.3,200.95
17,17,17,AMBUJACEM,EQ,27-Nov-2019,200.3,200.7,205.2,200.05,203.75,203.7,203.69,2692917,548530054.45,21778,696095,25.85,203.7,200.7
18,18,18,AMBUJACEM,EQ,28-Nov-2019,203.7,204.15,206.25,203.3,205.1,204.95,204.62,3042069,622475216.4,17707,1815626,59.68,204.95,204.15
