,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,AMBUJACEM,EQ,01-Feb-2019,209.9,210.8,215.35,209.6,212.35,212.5,212.72,3350137,712631991.7,79708,1810926,54.06,212.5,210.8
1,1,1,AMBUJACEM,EQ,04-Feb-2019,212.5,212.0,213.0,207.8,213.0,212.5,210.93,816759,172277982.2,17075,169476,20.75,212.5,212.0
2,2,2,AMBUJACEM,EQ,05-Feb-2019,212.5,212.1,215.3,206.05,208.9,209.25,211.39,1990920,420863253.8,19695,400452,20.11,209.25,212.1
3,3,3,AMBUJACEM,EQ,06-Feb-2019,209.25,210.3,215.55,208.65,214.7,214.5,212.35,2419386,513748597.2,21925,1152108,47.62,214.5,210.3
4,4,4,AMBUJACEM,EQ,07-Feb-2019,214.5,214.05,218.6,213.5,215.5,214.95,216.07,1560735,337231804.85,15652,511379,32.77,214.95,214.05
5,5,5,AMBUJACEM,EQ,08-Feb-2019,214.95,215.65,217.4,212.1,213.3,213.25,214.6,1071280,229894435.55,14187,270176,25.22,213.25,215.65
6,6,6,AMBUJACEM,EQ,11-Feb-2019,213.25,213.3,213.7,206.8,207.0,207.6,208.64,1168695,243833597.05,15792,398202,34.07,207.6,213.3
7,7,7,AMBUJACEM,EQ,12-Feb-2019,207.6,207.55,209.0,203.75,207.6,207.45,206.94,1731437,358299448.4,27119,628545,36.3,207.45,207.55
8,8,8,AMBUJACEM,EQ,13-Feb-2019,207.45,208.35,210.25,205.05,206.75,205.95,206.49,1736762,358627159.35,12238,750634,43.22,205.95,208.35
9,9,9,AMBUJACEM,EQ,14-Feb-2019,205.95,205.95,207.55,203.1,204.3,204.4,204.61,1234816,252654800.0,16693,424256,34.36,204.4,205.95
10,10,10,AMBUJACEM,EQ,15-Feb-2019,204.4,203.7,205.95,200.5,203.8,204.8,203.72,1516899,309018547.25,15285,533133,35.15,204.8,203.7
11,11,11,AMBUJACEM,EQ,18-Feb-2019,204.8,204.05,204.8,196.6,197.6,198.0,199.56,4557434,909477748.8,37228,1588829,34.86,198.0,204.05
12,12,12,AMBUJACEM,EQ,19-Feb-2019,198.0,198.6,202.8,196.65,199.95,199.6,199.47,12045263,2402619960.25,87108,1531048,12.71,199.6,198.6
13,13,13,AMBUJACEM,EQ,20-Feb-2019,199.6,199.6,207.8,199.6,207.2,206.8,204.22,3528149,720503685.55,29816,904726,25.64,206.8,199.6
14,14,14,AMBUJACEM,EQ,21-Feb-2019,206.8,206.9,210.5,205.5,209.55,209.6,208.4,2197983,458069915.55,25511,423676,19.28,209.6,206.9
15,15,15,AMBUJACEM,EQ,22-Feb-2019,209.6,209.95,211.45,208.15,210.9,210.95,209.69,1375220,288369004.3,11780,319474,23.23,210.95,209.95
16,16,16,AMBUJACEM,EQ,25-Feb-2019,210.95,211.85,212.45,209.0,210.0,210.1,210.31,1323218,278280218.25,17356,383922,29.01,210.1,211.85
17,17,17,AMBUJACEM,EQ,26-Feb-2019,210.1,208.25,213.0,207.4,212.5,212.35,210.58,1651331,347739323.2,20515,384341,23.27,212.35,208.25
18,18,18,AMBUJACEM,EQ,27-Feb-2019,212.35,212.1,219.3,209.15,214.0,213.95,215.45,2325569,501047147.15,23129,333119,14.32,213.95,212.1
19,19,19,AMBUJACEM,EQ,28-Feb-2019,213.95,215.25,216.4,210.7,212.3,212.05,212.6,5667560,1204904879.1,27936,3749996,66.17,212.05,215.25
