,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,AMBUJACEM,EQ,02-May-2019,220.5,219.5,225.95,218.05,221.2,221.05,222.45,5897979,1312033060.95,42809,1094010,18.55,221.05,219.5
1,1,1,AMBUJACEM,EQ,03-May-2019,221.05,221.5,223.3,220.15,221.3,221.7,222.06,1515314,336494388.15,22150,296472,19.57,221.7,221.5
2,2,2,AMBUJACEM,EQ,06-May-2019,221.7,220.25,221.25,218.05,219.45,219.7,219.57,1376657,302274651.0,20112,444872,32.32,219.7,220.25
3,3,3,AMBUJACEM,EQ,07-May-2019,219.7,221.25,222.45,217.5,218.85,218.2,220.08,1610407,354424094.65,26459,714944,44.4,218.2,221.25
4,4,4,AMBUJACEM,EQ,08-May-2019,218.2,218.25,219.1,212.4,213.4,213.35,214.94,3350658,720185938.8,53879,1965704,58.67,213.35,218.25
5,5,5,AMBUJACEM,EQ,09-May-2019,213.35,212.5,214.75,210.55,213.55,213.95,212.8,1599486,340376982.5,20426,575900,36.01,213.95,212.5
6,6,6,AMBUJACEM,EQ,10-May-2019,213.95,213.95,215.9,213.1,214.1,214.75,214.79,1105200,237387132.45,14529,400005,36.19,214.75,213.95
7,7,7,AMBUJACEM,EQ,13-May-2019,214.75,214.1,215.7,208.95,210.05,210.0,212.33,1616073,343142653.75,17206,524958,32.48,210.0,214.1
8,8,8,AMBUJACEM,EQ,14-May-2019,210.0,209.9,214.95,208.05,213.1,213.1,212.01,1809112,383541287.4,19837,795789,43.99,213.1,209.9
9,9,9,AMBUJACEM,EQ,15-May-2019,213.1,213.15,213.95,208.75,211.8,209.75,210.43,3417094,719058097.15,39024,1532446,44.85,209.75,213.15
10,10,10,AMBUJACEM,EQ,16-May-2019,209.75,208.6,216.95,208.2,215.25,215.25,212.78,2642018,562177406.25,35268,1253195,47.43,215.25,208.6
11,11,11,AMBUJACEM,EQ,17-May-2019,215.25,214.45,220.0,213.2,218.0,219.0,217.14,3107238,674700824.95,25857,1817054,58.48,219.0,214.45
12,12,12,AMBUJACEM,EQ,20-May-2019,219.0,224.0,228.85,220.0,225.2,224.2,225.99,6025899,1361766410.15,29823,4186388,69.47,224.2,224.0
13,13,13,AMBUJACEM,EQ,21-May-2019,224.2,225.1,227.05,219.15,221.4,220.45,222.84,3868084,861980204.65,42280,2401426,62.08,220.45,225.1
14,14,14,AMBUJACEM,EQ,22-May-2019,220.45,220.5,223.1,218.7,220.75,220.55,220.39,1891609,416891180.6,42333,977169,51.66,220.55,220.5
15,15,15,AMBUJACEM,EQ,23-May-2019,220.55,224.35,230.8,221.6,222.0,222.55,225.76,5029385,1135458816.35,76505,3145004,62.53,222.55,224.35
16,16,16,AMBUJACEM,EQ,24-May-2019,222.55,223.2,232.8,222.55,231.05,231.65,227.84,5347116,1218263847.5,62038,3140801,58.74,231.65,223.2
17,17,17,AMBUJACEM,EQ,27-May-2019,231.65,233.0,239.9,231.15,238.9,239.15,237.16,2276077,539786305.05,26701,778707,34.21,239.15,233.0
18,18,18,AMBUJACEM,EQ,28-May-2019,239.15,238.0,240.25,235.7,238.75,238.4,238.06,5089113,1211502071.2,60835,3368701,66.19,238.4,238.0
19,19,19,AMBUJACEM,EQ,29-May-2019,238.4,238.2,238.4,233.15,233.4,233.85,235.1,1736796,408326520.2,33245,934342,53.8,233.85,238.2
20,20,20,AMBUJACEM,EQ,30-May-2019,233.85,233.9,235.25,232.1,234.35,233.0,233.15,2792300,651022813.0,23971,1662794,59.55,233.0,233.9
