,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,AMBUJACEM,EQ,01-Apr-2019,235.3,237.0,244.0,233.45,234.55,234.55,238.27,5454846,1299724442.9,56781,2519407,46.19,234.55,237.0
1,1,1,AMBUJACEM,EQ,02-Apr-2019,234.55,235.0,236.5,228.8,230.6,229.95,232.03,3626882,841534704.9,26687,1633311,45.03,229.95,235.0
2,2,2,AMBUJACEM,EQ,03-Apr-2019,229.95,231.0,235.9,225.95,226.0,226.75,229.22,4591977,1052593463.35,27719,2798480,60.94,226.75,231.0
3,3,3,AMBUJACEM,EQ,04-Apr-2019,226.75,226.75,229.35,222.05,222.5,222.6,225.19,11011371,2479600232.1,54178,7609900,69.11,222.6,226.75
4,4,4,AMBUJACEM,EQ,05-Apr-2019,222.6,224.7,227.9,222.55,226.5,224.0,223.81,8983871,2010694783.2,41469,6664997,74.19,224.0,224.7
5,5,5,AMBUJACEM,EQ,08-Apr-2019,224.0,227.75,228.9,224.45,225.65,225.6,226.69,3693810,837339299.35,68789,1443003,39.07,225.6,227.75
6,6,6,AMBUJACEM,EQ,09-Apr-2019,225.6,225.6,227.95,221.8,226.55,227.15,224.6,2110961,474131542.1,57592,706148,33.45,227.15,225.6
7,7,7,AMBUJACEM,EQ,10-Apr-2019,227.15,226.5,227.65,223.05,223.85,223.9,224.87,1489964,335045150.15,19867,660262,44.31,223.9,226.5
8,8,8,AMBUJACEM,EQ,11-Apr-2019,223.9,224.05,228.8,222.6,228.0,227.2,225.16,1907836,429559172.55,23344,602351,31.57,227.2,224.05
9,9,9,AMBUJACEM,EQ,12-Apr-2019,227.2,227.1,230.9,226.7,229.4,229.15,229.2,2171386,497678111.2,19462,501567,23.1,229.15,227.1
10,10,10,AMBUJACEM,EQ,15-Apr-2019,229.15,230.2,230.35,226.9,227.3,227.45,227.77,2875556,654973739.4,19871,1753706,60.99,227.45,230.2
11,11,11,AMBUJACEM,EQ,16-Apr-2019,227.45,228.4,233.0,227.65,231.0,232.0,230.38,4568324,1052448581.45,25983,3004450,65.77,232.0,228.4
12,12,12,AMBUJACEM,EQ,18-Apr-2019,232.0,232.0,235.25,230.0,232.4,233.4,232.65,2742711,638084411.4,40549,947769,34.56,233.4,232.0
13,13,13,AMBUJACEM,EQ,22-Apr-2019,233.4,231.5,232.1,225.1,225.25,226.1,228.74,1348195,308389024.1,18455,445473,33.04,226.1,231.5
14,14,14,AMBUJACEM,EQ,23-Apr-2019,226.1,226.45,228.85,225.6,225.9,226.8,227.2,965185,219289732.45,22378,301084,31.19,226.8,226.45
15,15,15,AMBUJACEM,EQ,24-Apr-2019,226.8,223.0,226.35,216.05,222.15,224.1,220.06,6235599,1372221127.85,75348,2027534,32.52,224.1,223.0
16,16,16,AMBUJACEM,EQ,25-Apr-2019,224.1,222.35,229.85,219.5,221.35,220.55,223.59,7167694,1602649822.25,48333,2789096,38.91,220.55,222.35
