,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,AMBUJACEM,EQ,03-Jun-2019,230.6,232.9,237.8,229.4,236.5,237.15,235.12,2560455,602009309.95,27351,1174363,45.87,237.15,232.9
1,1,1,AMBUJACEM,EQ,04-Jun-2019,237.15,235.25,237.85,226.3,227.7,226.95,230.05,3043423,700147810.25,35055,1227329,40.33,226.95,235.25
2,2,2,AMBUJACEM,EQ,06-Jun-2019,226.95,228.75,228.75,220.0,221.95,221.75,222.46,4193682,932932595.25,47094,1834147,43.74,221.75,228.75
3,3,3,AMBUJACEM,EQ,07-Jun-2019,221.75,222.5,226.95,220.9,221.7,222.25,223.4,2565750,573187562.55,29137,1156856,45.09,222.25,222.5
4,4,4,AMBUJACEM,EQ,10-Jun-2019,222.25,222.45,225.0,221.75,223.0,223.1,223.43,2438810,544902520.8,31382,845112,34.65,223.1,222.45
5,5,5,AMBUJACEM,EQ,11-Jun-2019,223.1,224.0,224.9,221.55,223.0,223.25,223.1,1805276,402765014.15,22656,751782,41.64,223.25,224.0
6,6,6,AMBUJACEM,EQ,12-Jun-2019,223.25,219.55,222.8,219.55,220.95,220.55,221.28,1890005,418224453.55,25400,616319,32.61,220.55,219.55
7,7,7,AMBUJACEM,EQ,13-Jun-2019,220.55,220.95,222.0,216.15,220.25,220.45,218.83,1941299,424810657.8,28006,697463,35.93,220.45,220.95
8,8,8,AMBUJACEM,EQ,14-Jun-2019,220.45,220.0,220.8,213.25,213.9,214.2,216.13,1998514,431936026.0,25567,788173,39.44,214.2,220.0
9,9,9,AMBUJACEM,EQ,17-Jun-2019,214.2,215.4,215.4,204.8,205.55,205.6,208.78,3979462,830843384.25,40998,1889223,45.39,205.6,215.4
10,10,10,AMBUJACEM,EQ,18-Jun-2019,205.6,205.7,210.9,205.7,210.0,210.0,208.76,1935444,404043187.15,24222,546740,26.94,210.0,205.7
11,11,11,AMBUJACEM,EQ,19-Jun-2019,210.0,211.25,212.45,205.3,206.4,206.45,207.47,3145947,652683769.95,40100,1793311,57.0,206.45,211.25
12,12,12,AMBUJACEM,EQ,20-Jun-2019,206.45,207.2,214.3,204.8,213.5,213.7,209.56,1857056,389160337.65,20237,474765,25.57,213.7,207.2
13,13,13,AMBUJACEM,EQ,21-Jun-2019,213.7,213.7,215.2,211.9,213.4,212.85,213.38,4181731,892305832.0,38853,2563042,61.29,212.85,213.7
14,14,14,AMBUJACEM,EQ,24-Jun-2019,212.85,213.1,216.9,212.5,214.7,215.0,215.18,2639044,567873337.2,33979,1250367,47.38,215.0,213.1
15,15,15,AMBUJACEM,EQ,25-Jun-2019,215.0,214.35,216.0,211.3,214.85,215.15,213.62,2274581,485901252.05,24520,805214,35.4,215.15,214.35
16,16,16,AMBUJACEM,EQ,26-Jun-2019,215.15,215.0,219.9,214.5,218.5,219.35,218.41,2806007,612850903.85,34311,1511269,53.86,219.35,215.0
17,17,17,AMBUJACEM,EQ,27-Jun-2019,219.35,218.5,219.9,216.6,219.9,218.45,218.35,2614407,570858155.6,24111,1542904,59.02,218.45,218.5
