,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,01-Feb-2020,1795.65,1802.0,1817.8,1747.0,1759.9,1755.35,1789.78,750220,1342727161.75,32832,182360,24.31,1755.35,1802.0
1,ASIANPAINT,EQ,03-Feb-2020,1755.35,1768.8,1872.9,1765.0,1866.65,1867.65,1832.22,2854532,5230126639.85,118212,967520,33.89,1867.65,1768.8
2,ASIANPAINT,EQ,04-Feb-2020,1867.65,1870.0,1896.75,1855.05,1896.75,1891.3,1877.61,1830049,3436113182.95,90719,709331,38.76,1891.3,1870.0
3,ASIANPAINT,EQ,05-Feb-2020,1891.3,1889.0,1890.0,1866.15,1869.0,1873.5,1876.22,1344016,2521669515.75,86175,582262,43.32,1873.5,1889.0
4,ASIANPAINT,EQ,06-Feb-2020,1873.5,1878.0,1882.4,1845.0,1861.0,1856.8,1863.89,995386,1855288642.1,59310,451430,45.35,1856.8,1878.0
5,ASIANPAINT,EQ,07-Feb-2020,1856.8,1856.8,1876.5,1850.6,1858.5,1858.7,1862.78,632858,1178874027.8,46788,230652,36.45,1858.7,1856.8
6,ASIANPAINT,EQ,10-Feb-2020,1858.7,1867.0,1872.75,1837.2,1869.5,1869.5,1859.89,747711,1390658492.85,35773,295484,39.52,1869.5,1867.0
7,ASIANPAINT,EQ,11-Feb-2020,1869.5,1880.0,1894.5,1872.75,1875.0,1878.1,1883.38,1093021,2058575028.65,60453,533842,48.84,1878.1,1880.0
8,ASIANPAINT,EQ,12-Feb-2020,1878.1,1880.0,1916.7,1878.2,1893.1,1893.7,1901.45,1616826,3074317246.95,63869,574837,35.55,1893.7,1880.0
9,ASIANPAINT,EQ,13-Feb-2020,1893.7,1889.0,1901.95,1868.05,1873.95,1874.05,1878.51,638878,1200140825.05,26852,261292,40.9,1874.05,1889.0
10,ASIANPAINT,EQ,14-Feb-2020,1874.05,1876.5,1899.65,1870.0,1877.9,1877.05,1884.69,771464,1453971747.05,32866,289076,37.47,1877.05,1876.5
11,ASIANPAINT,EQ,17-Feb-2020,1877.05,1879.9,1893.5,1870.6,1880.25,1881.4,1884.02,676579,1274689448.65,26042,222129,32.83,1881.4,1879.9
12,ASIANPAINT,EQ,18-Feb-2020,1881.4,1879.9,1879.9,1861.0,1869.25,1863.65,1866.14,683421,1275360982.6,21209,410863,60.12,1863.65,1879.9
13,ASIANPAINT,EQ,19-Feb-2020,1863.65,1870.1,1892.75,1851.35,1889.0,1884.9,1869.5,723351,1352302765.15,33694,311716,43.09,1884.9,1870.1
14,ASIANPAINT,EQ,20-Feb-2020,1884.9,1883.0,1886.0,1839.05,1845.25,1842.25,1856.96,1401879,2603230827.45,78276,695622,49.62,1842.25,1883.0
15,ASIANPAINT,EQ,24-Feb-2020,1842.25,1845.25,1853.0,1814.0,1820.2,1818.95,1833.36,1310832,2403233356.7,70546,490437,37.41,1818.95,1845.25
16,ASIANPAINT,EQ,25-Feb-2020,1818.95,1838.4,1843.55,1820.2,1828.9,1826.1,1831.68,897257,1643488476.05,50468,416455,46.41,1826.1,1838.4
17,ASIANPAINT,EQ,26-Feb-2020,1826.1,1826.0,1845.0,1820.0,1825.0,1826.65,1832.53,1909619,3499430672.2,77766,1005773,52.67,1826.65,1826.0
18,ASIANPAINT,EQ,27-Feb-2020,1826.65,1829.85,1852.0,1810.45,1843.1,1843.8,1830.02,1643273,3007218467.15,87976,787083,47.9,1843.8,1829.85
