,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,03-Aug-2020,1715.5,1729.0,1735.0,1697.5,1704.6,1705.5,1711.14,1437475,2459717597.25,56080,448830,31.22,1705.5,1729.0
1,ASIANPAINT,EQ,04-Aug-2020,1705.5,1719.0,1735.0,1708.55,1714.0,1713.95,1722.26,1815427,3126636553.4,59846,720428,39.68,1713.95,1719.0
2,ASIANPAINT,EQ,05-Aug-2020,1713.95,1718.0,1741.95,1712.5,1720.0,1716.3,1726.47,1416804,2446071871.6,42646,518021,36.56,1716.3,1718.0
3,ASIANPAINT,EQ,06-Aug-2020,1716.3,1732.05,1752.1,1720.1,1730.15,1727.55,1735.76,1914542,3323180928.45,63459,579805,30.28,1727.55,1732.05
4,ASIANPAINT,EQ,07-Aug-2020,1727.55,1727.55,1816.9,1725.7,1807.8,1806.25,1784.19,5166090,9217300845.6,159951,1119120,21.66,1806.25,1727.55
5,ASIANPAINT,EQ,10-Aug-2020,1806.25,1810.0,1824.3,1777.0,1784.0,1782.35,1791.41,1892637,3390492622.45,66157,445199,23.52,1782.35,1810.0
6,ASIANPAINT,EQ,11-Aug-2020,1782.35,1800.0,1837.8,1780.0,1785.3,1789.55,1811.38,3039964,5506537516.95,97718,665090,21.88,1789.55,1800.0
7,ASIANPAINT,EQ,12-Aug-2020,1789.55,1789.95,1806.0,1772.0,1799.0,1797.25,1791.49,1679098,3008091097.9,77465,428799,25.54,1797.25,1789.95
8,ASIANPAINT,EQ,13-Aug-2020,1797.25,1806.4,1815.0,1788.0,1803.0,1802.55,1803.7,1192385,2150699797.8,34913,416483,34.93,1802.55,1806.4
9,ASIANPAINT,EQ,14-Aug-2020,1802.55,1818.7,1830.0,1795.5,1800.55,1802.55,1815.76,1868406,3392572951.8,69704,535999,28.69,1802.55,1818.7
10,ASIANPAINT,EQ,17-Aug-2020,1802.55,1820.0,1842.5,1801.85,1830.25,1836.7,1825.03,1634206,2982476523.85,57293,351792,21.53,1836.7,1820.0
11,ASIANPAINT,EQ,18-Aug-2020,1836.7,1831.0,1884.0,1831.0,1875.35,1874.1,1861.31,2586321,4813941672.05,83901,653845,25.28,1874.1,1831.0
12,ASIANPAINT,EQ,19-Aug-2020,1874.1,1890.0,1902.4,1872.55,1885.1,1885.7,1889.45,1947114,3678983250.7,60185,572398,29.4,1885.7,1890.0
13,ASIANPAINT,EQ,20-Aug-2020,1885.7,1867.95,1880.0,1857.05,1879.0,1874.9,1867.57,1538979,2874143631.35,72644,691575,44.94,1874.9,1867.95
14,ASIANPAINT,EQ,21-Aug-2020,1874.9,1887.9,1973.25,1880.75,1957.9,1958.0,1934.19,5688305,11002261201.3,159326,891052,15.66,1958.0,1887.9
15,ASIANPAINT,EQ,24-Aug-2020,1958.0,1958.0,1996.0,1940.0,1964.0,1962.15,1967.54,3996333,7862961859.65,125658,748406,18.73,1962.15,1958.0
16,ASIANPAINT,EQ,25-Aug-2020,1962.15,1964.25,2016.85,1964.0,2002.95,2000.6,1989.59,3544554,7052209208.45,127221,910733,25.69,2000.6,1964.25
17,ASIANPAINT,EQ,26-Aug-2020,2000.6,2000.95,2009.0,1955.5,1970.4,1971.4,1971.77,2245860,4428320982.3,81360,607540,27.05,1971.4,2000.95
18,ASIANPAINT,EQ,27-Aug-2020,1971.4,1980.9,2009.0,1970.05,1985.0,1982.5,1988.53,3116307,6196875781.65,103457,925170,29.69,1982.5,1980.9
