,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,01-Jun-2020,1683.1,1706.5,1711.9,1681.5,1692.0,1693.25,1694.3,2529270,4285354677.95,81880,981645,38.81,1693.25,1706.5
1,ASIANPAINT,EQ,02-Jun-2020,1693.25,1693.25,1733.0,1680.0,1707.25,1709.3,1715.06,2440602,4185769379.95,77580,894471,36.65,1709.3,1693.25
2,ASIANPAINT,EQ,03-Jun-2020,1709.3,1724.0,1744.0,1705.85,1720.75,1716.55,1720.58,3088907,5314701625.35,95511,1381261,44.72,1716.55,1724.0
3,ASIANPAINT,EQ,04-Jun-2020,1716.55,1716.45,1719.6,1627.0,1636.9,1633.75,1656.44,4388932,7270019712.65,167841,1806693,41.16,1633.75,1716.45
4,ASIANPAINT,EQ,05-Jun-2020,1633.75,1650.0,1659.35,1621.0,1640.9,1638.55,1637.59,2884206,4723154108.6,134492,875422,30.35,1638.55,1650.0
5,ASIANPAINT,EQ,08-Jun-2020,1638.55,1657.0,1666.0,1629.0,1637.75,1634.25,1646.76,2046545,3370163898.0,98213,453850,22.18,1634.25,1657.0
6,ASIANPAINT,EQ,09-Jun-2020,1634.25,1640.0,1695.0,1636.75,1640.05,1642.05,1669.55,3671965,6130517886.45,163136,714406,19.46,1642.05,1640.0
7,ASIANPAINT,EQ,10-Jun-2020,1642.05,1648.0,1675.1,1627.9,1639.25,1635.95,1646.05,2069326,3406213947.7,95873,512482,24.77,1635.95,1648.0
8,ASIANPAINT,EQ,11-Jun-2020,1635.95,1635.95,1646.0,1607.0,1610.7,1610.6,1623.0,1888436,3064940120.8,90713,494924,26.21,1610.6,1635.95
9,ASIANPAINT,EQ,12-Jun-2020,1610.6,1580.0,1642.95,1577.5,1633.85,1637.35,1613.08,2391556,3857776296.35,77044,593144,24.8,1637.35,1580.0
10,ASIANPAINT,EQ,15-Jun-2020,1637.35,1629.0,1650.65,1602.1,1617.0,1618.2,1620.67,1681190,2724656459.55,65371,306104,18.21,1618.2,1629.0
11,ASIANPAINT,EQ,16-Jun-2020,1618.2,1639.0,1640.25,1607.65,1624.0,1621.7,1622.03,1497691,2429293092.7,54440,360173,24.05,1621.7,1639.0
12,ASIANPAINT,EQ,17-Jun-2020,1621.7,1607.55,1622.65,1590.4,1595.0,1595.4,1607.03,1812882,2913349374.95,72157,823544,45.43,1595.4,1607.55
13,ASIANPAINT,EQ,18-Jun-2020,1595.4,1595.4,1612.2,1587.3,1589.5,1597.8,1598.18,1417293,2265086378.1,61449,438375,30.93,1597.8,1595.4
14,ASIANPAINT,EQ,19-Jun-2020,1597.8,1597.8,1630.0,1591.05,1624.4,1622.5,1615.29,2714342,4384458009.8,84107,1459103,53.76,1622.5,1597.8
15,ASIANPAINT,EQ,22-Jun-2020,1622.5,1633.0,1673.5,1624.0,1650.15,1652.15,1650.05,2034762,3357455044.5,96468,813323,39.97,1652.15,1633.0
16,ASIANPAINT,EQ,23-Jun-2020,1652.15,1659.85,1689.0,1641.0,1688.95,1683.9,1671.26,2335063,3902504111.55,151394,488743,39.45,1683.9,1659.85
17,ASIANPAINT,EQ,24-Jun-2020,1683.9,1684.0,1813.75,1684.0,1748.0,1747.25,1768.07,11545936,20413977025.95,351347,2416417,20.93,1747.25,1684.0
18,ASIANPAINT,EQ,25-Jun-2020,1747.25,1740.0,1747.0,1683.15,1692.55,1689.0,1710.29,4054986,6935185698.15,148606,1308496,32.27,1689.0,1740.0
