,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,01-Sep-2020,1899.1,1925.0,1988.0,1907.75,1982.85,1979.3,1960.0,3068584,6014418385.25,87736,504041,16.43,1979.3,1925.0
1,ASIANPAINT,EQ,02-Sep-2020,1979.3,1977.95,1997.0,1925.0,1951.0,1943.95,1952.32,2569603,5016689171.55,118065,767583,29.87,1943.95,1977.95
2,ASIANPAINT,EQ,03-Sep-2020,1943.95,1950.2,1987.85,1945.0,1979.0,1978.0,1971.41,1931667,3808112647.95,78238,486324,25.18,1978.0,1950.2
3,ASIANPAINT,EQ,04-Sep-2020,1978.0,1958.0,1993.7,1951.0,1957.1,1956.35,1967.96,1930422,3798995024.85,77971,338764,17.55,1956.35,1958.0
4,ASIANPAINT,EQ,07-Sep-2020,1956.35,1965.0,2003.65,1948.1,1980.0,1982.1,1980.61,2855493,5655609672.8,98822,461498,16.16,1982.1,1965.0
5,ASIANPAINT,EQ,08-Sep-2020,1982.1,1987.5,2001.95,1952.0,1957.4,1960.35,1982.9,2401054,4761058800.1,91481,477501,19.89,1960.35,1987.5
6,ASIANPAINT,EQ,09-Sep-2020,1960.35,1960.35,1993.9,1958.0,1982.9,1979.05,1977.35,2776804,5490717417.8,103802,433665,15.62,1979.05,1960.35
7,ASIANPAINT,EQ,10-Sep-2020,1979.05,1985.05,2069.7,1981.0,2062.95,2056.55,2026.48,5081254,10297042470.6,172842,905852,17.83,2056.55,1985.05
8,ASIANPAINT,EQ,11-Sep-2020,2056.55,2063.0,2069.95,2022.0,2039.05,2035.95,2037.73,2599525,5297136069.45,93187,400455,15.4,2035.95,2063.0
9,ASIANPAINT,EQ,14-Sep-2020,2035.95,2050.0,2054.0,2005.0,2028.5,2031.2,2023.94,2142458,4336210408.25,79812,377676,17.63,2031.2,2050.0
10,ASIANPAINT,EQ,15-Sep-2020,2031.2,2045.0,2049.55,2009.05,2017.0,2017.55,2022.85,1997410,4040470762.95,59082,851197,42.62,2017.55,2045.0
11,ASIANPAINT,EQ,16-Sep-2020,2017.55,2027.0,2027.0,1994.15,2015.0,2012.1,2005.56,1717740,3445037499.05,58459,512848,29.86,2012.1,2027.0
12,ASIANPAINT,EQ,17-Sep-2020,2012.1,2000.0,2045.0,2000.0,2008.2,2007.95,2024.85,2416941,4893949544.45,97319,552826,22.87,2007.95,2000.0
13,ASIANPAINT,EQ,18-Sep-2020,2007.95,2026.3,2044.35,2015.0,2037.85,2028.4,2029.03,3021436,6130583275.5,92447,1463466,48.44,2028.4,2026.3
14,ASIANPAINT,EQ,21-Sep-2020,2028.4,2036.4,2057.0,1962.3,1973.1,1972.55,2011.56,2518364,5065843149.2,104818,543703,21.59,1972.55,2036.4
15,ASIANPAINT,EQ,22-Sep-2020,1972.55,1990.2,1995.7,1926.35,1934.65,1937.5,1950.33,1974860,3851625633.2,80009,518806,26.27,1937.5,1990.2
16,ASIANPAINT,EQ,23-Sep-2020,1937.5,1940.0,1990.0,1928.3,1949.0,1946.55,1958.9,2732964,5353615584.85,90232,348477,12.75,1946.55,1940.0
17,ASIANPAINT,EQ,24-Sep-2020,1946.55,1941.55,1945.0,1907.75,1915.0,1918.35,1925.25,1906183,3669874608.1,95127,612886,32.15,1918.35,1941.55
