,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,01-Oct-2020,1986.4,2007.0,2049.35,1992.05,2044.05,2040.45,2020.45,2014304,4069802686.3,67874,588686,29.23,2040.45,2007.0
1,ASIANPAINT,EQ,05-Oct-2020,2040.45,2040.45,2042.7,2011.0,2031.0,2028.0,2025.02,1554873,3148652916.4,56051,533643,34.32,2028.0,2040.45
2,ASIANPAINT,EQ,06-Oct-2020,2028.0,2050.0,2097.9,2045.1,2090.3,2090.0,2078.37,3152388,6551843682.95,118099,601103,19.07,2090.0,2050.0
3,ASIANPAINT,EQ,07-Oct-2020,2090.0,2080.0,2118.8,2073.95,2100.25,2105.0,2104.15,2429595,5112223744.6,85878,440960,18.15,2105.0,2080.0
4,ASIANPAINT,EQ,08-Oct-2020,2105.0,2104.5,2107.95,2072.05,2091.85,2088.65,2087.2,1427500,2979471754.8,61899,459852,32.21,2088.65,2104.5
5,ASIANPAINT,EQ,09-Oct-2020,2088.65,2094.0,2108.9,2045.15,2050.75,2050.6,2061.12,1636939,3373931694.3,76655,584520,35.71,2050.6,2094.0
6,ASIANPAINT,EQ,12-Oct-2020,2050.6,2067.9,2086.45,2041.25,2086.0,2077.85,2072.29,2182836,4523478098.65,80495,743321,34.05,2077.85,2067.9
7,ASIANPAINT,EQ,13-Oct-2020,2077.85,2077.0,2114.0,2054.05,2067.1,2064.65,2079.99,2619253,5448013217.3,82298,804554,30.72,2064.65,2077.0
8,ASIANPAINT,EQ,14-Oct-2020,2064.65,2070.0,2085.5,2055.0,2073.45,2071.35,2068.84,1530567,3166494925.6,48699,338328,22.1,2071.35,2070.0
9,ASIANPAINT,EQ,15-Oct-2020,2071.35,2070.0,2124.0,2066.05,2079.9,2090.45,2098.84,4001883,8399324894.15,125012,1067599,26.68,2090.45,2070.0
10,ASIANPAINT,EQ,16-Oct-2020,2090.45,2089.95,2090.0,2055.55,2064.0,2061.2,2069.68,2017718,4176034531.65,72151,691809,34.29,2061.2,2089.95
11,ASIANPAINT,EQ,19-Oct-2020,2061.2,2079.95,2079.95,2056.5,2072.7,2070.1,2067.89,1338404,2767669147.95,45107,286188,21.38,2070.1,2079.95
12,ASIANPAINT,EQ,20-Oct-2020,2070.1,2077.9,2131.8,2067.35,2131.0,2118.5,2098.3,2377723,4989175769.35,84819,615914,25.9,2118.5,2077.9
13,ASIANPAINT,EQ,21-Oct-2020,2118.5,2130.0,2143.85,2081.25,2107.0,2114.3,2118.5,2895442,6133983498.45,101407,579185,20.0,2114.3,2130.0
14,ASIANPAINT,EQ,22-Oct-2020,2114.3,2114.2,2116.85,2076.8,2095.75,2099.9,2092.84,2755693,5767233306.45,106800,512013,18.58,2099.9,2114.2
15,ASIANPAINT,EQ,23-Oct-2020,2099.9,2113.5,2129.4,2096.0,2116.4,2120.25,2116.22,3070722,6498328623.95,87068,1037713,33.79,2120.25,2113.5
16,ASIANPAINT,EQ,26-Oct-2020,2120.25,2116.35,2116.35,2070.05,2080.0,2080.45,2085.88,1278236,2666244728.55,61409,283050,22.14,2080.45,2116.35
17,ASIANPAINT,EQ,27-Oct-2020,2080.45,2085.0,2207.35,2085.0,2198.75,2197.8,2168.57,4964904,10766748199.25,233651,1328297,26.75,2197.8,2085.0
18,ASIANPAINT,EQ,28-Oct-2020,2197.8,2199.8,2218.55,2150.15,2161.1,2159.55,2179.17,3166049,6899372989.95,139041,693572,21.91,2159.55,2199.8
19,ASIANPAINT,EQ,29-Oct-2020,2159.55,2162.0,2233.25,2161.1,2222.0,2225.45,2207.88,4795796,10588529663.95,200462,612956,12.78,2225.45,2162.0
