,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,02-Nov-2020,2211.5,2198.0,2225.9,2166.1,2180.0,2172.85,2181.61,1772571,3867058021.05,71191,678666,38.29,2172.85,2198.0
1,ASIANPAINT,EQ,03-Nov-2020,2172.85,2193.9,2193.9,2146.75,2157.95,2154.65,2167.24,1781465,3860860898.25,61780,647613,36.35,2154.65,2193.9
2,ASIANPAINT,EQ,04-Nov-2020,2154.65,2160.0,2213.85,2156.0,2169.95,2169.45,2185.57,2189957,4786295029.05,81248,429678,19.62,2169.45,2160.0
3,ASIANPAINT,EQ,05-Nov-2020,2169.45,2190.0,2245.7,2183.65,2234.0,2238.3,2219.64,2671841,5930532113.55,98642,822020,30.77,2238.3,2190.0
4,ASIANPAINT,EQ,06-Nov-2020,2238.3,2233.95,2248.0,2202.5,2205.0,2209.05,2220.81,2395965,5320973963.45,86655,747669,31.21,2209.05,2233.95
5,ASIANPAINT,EQ,09-Nov-2020,2209.05,2249.0,2249.0,2214.15,2219.95,2225.2,2227.14,1691773,3767818058.0,76350,608150,35.95,2225.2,2249.0
6,ASIANPAINT,EQ,10-Nov-2020,2225.2,2225.2,2238.55,2189.0,2204.55,2199.75,2209.03,1879561,4152004568.8,104128,647806,34.47,2199.75,2225.2
7,ASIANPAINT,EQ,11-Nov-2020,2199.75,2205.0,2223.0,2157.3,2178.0,2181.7,2179.66,2387398,5203710019.5,94794,1052551,44.09,2181.7,2205.0
8,ASIANPAINT,EQ,12-Nov-2020,2181.7,2172.0,2201.75,2162.0,2175.45,2171.8,2178.74,1626054,3542743454.85,58703,624734,38.42,2171.8,2172.0
9,ASIANPAINT,EQ,13-Nov-2020,2171.8,2180.5,2206.55,2172.0,2181.8,2179.95,2189.11,1560060,3415142633.8,53221,365027,23.4,2179.95,2180.5
10,ASIANPAINT,EQ,14-Nov-2020,2179.95,2192.0,2193.4,2180.35,2189.0,2184.6,2186.64,146991,321416085.95,10611,48675,33.11,2184.6,2192.0
11,ASIANPAINT,EQ,17-Nov-2020,2184.6,2206.4,2221.9,2182.0,2189.0,2187.65,2198.39,1699293,3735709086.55,77240,621938,36.6,2187.65,2206.4
12,ASIANPAINT,EQ,18-Nov-2020,2187.65,2185.0,2210.0,2166.1,2194.0,2195.75,2193.85,1817170,3986603737.45,70536,730458,40.2,2195.75,2185.0
13,ASIANPAINT,EQ,19-Nov-2020,2195.75,2175.0,2195.0,2156.7,2159.2,2161.7,2169.77,2669522,5792247626.1,110680,1628169,60.99,2161.7,2175.0
14,ASIANPAINT,EQ,20-Nov-2020,2161.7,2163.35,2190.05,2160.55,2160.55,2166.55,2174.49,2196113,4775431426.95,95461,1027086,46.77,2166.55,2163.35
15,ASIANPAINT,EQ,23-Nov-2020,2166.55,2160.55,2196.95,2138.8,2188.0,2186.25,2158.2,4002609,8638444909.6,121561,2465120,61.59,2186.25,2160.55
16,ASIANPAINT,EQ,24-Nov-2020,2186.25,2192.9,2231.0,2191.0,2205.0,2207.9,2215.45,2954306,6545111994.7,119163,1436478,48.62,2207.9,2192.9
17,ASIANPAINT,EQ,25-Nov-2020,2207.9,2197.25,2208.7,2150.0,2156.0,2154.3,2172.26,1682365,3654528459.2,79887,613963,36.49,2154.3,2197.25
18,ASIANPAINT,EQ,26-Nov-2020,2154.3,2160.0,2177.45,2117.15,2160.0,2155.3,2139.91,2247478,4809391902.6,85597,858868,38.21,2155.3,2160.0
