,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,01-Dec-2020,2215.3,2275.0,2275.0,2206.2,2226.0,2230.05,2231.26,2235498,4987977027.9,76577,918671,41.09,2230.05,2275.0
1,ASIANPAINT,EQ,02-Dec-2020,2230.05,2241.0,2325.95,2236.0,2314.0,2315.85,2289.42,3305952,7568697101.45,114983,808240,24.45,2315.85,2241.0
2,ASIANPAINT,EQ,03-Dec-2020,2315.85,2340.0,2421.85,2316.25,2403.9,2411.4,2375.88,4334658,10298620541.45,130221,1376841,31.76,2411.4,2340.0
3,ASIANPAINT,EQ,04-Dec-2020,2411.4,2400.0,2445.0,2375.0,2444.0,2438.75,2411.24,2789953,6727247245.0,101116,756659,27.12,2438.75,2400.0
4,ASIANPAINT,EQ,07-Dec-2020,2438.75,2440.0,2478.8,2437.0,2474.0,2472.55,2459.37,1762501,4334639701.5,58956,667260,37.86,2472.55,2440.0
5,ASIANPAINT,EQ,08-Dec-2020,2472.55,2470.55,2484.2,2427.95,2445.0,2438.9,2450.57,2090950,5124020649.95,92968,950656,45.47,2438.9,2470.55
6,ASIANPAINT,EQ,09-Dec-2020,2438.9,2450.0,2532.1,2447.0,2528.0,2522.3,2487.63,2022370,5030914337.0,94161,513690,25.4,2522.3,2450.0
7,ASIANPAINT,EQ,10-Dec-2020,2522.3,2515.95,2552.0,2501.0,2530.0,2526.05,2524.75,2372909,5991012482.35,86158,514085,21.66,2526.05,2515.95
8,ASIANPAINT,EQ,11-Dec-2020,2526.05,2516.0,2536.9,2495.0,2518.0,2520.95,2512.41,2171653,5456082720.15,84201,943810,43.46,2520.95,2516.0
9,ASIANPAINT,EQ,14-Dec-2020,2520.95,2530.0,2553.9,2521.0,2541.9,2548.15,2538.98,1280339,3250751660.35,69794,432932,33.81,2548.15,2530.0
10,ASIANPAINT,EQ,15-Dec-2020,2548.15,2535.0,2538.6,2502.5,2531.05,2527.45,2525.97,1283286,3241537024.75,60317,577807,45.03,2527.45,2535.0
11,ASIANPAINT,EQ,16-Dec-2020,2527.45,2540.0,2587.9,2537.6,2583.95,2582.45,2569.92,1920875,4936495785.4,97258,579318,30.16,2582.45,2540.0
12,ASIANPAINT,EQ,17-Dec-2020,2582.45,2569.0,2603.35,2557.0,2580.0,2575.05,2576.9,1750663,4511277273.2,93045,729270,41.66,2575.05,2569.0
13,ASIANPAINT,EQ,18-Dec-2020,2575.05,2577.0,2636.0,2575.55,2596.95,2601.5,2602.24,4402604,11456634032.0,115277,1742565,39.58,2601.5,2577.0
14,ASIANPAINT,EQ,21-Dec-2020,2601.5,2595.45,2602.3,2539.1,2542.35,2554.65,2573.97,1383048,3559921964.9,72383,419257,30.31,2554.65,2595.45
15,ASIANPAINT,EQ,22-Dec-2020,2554.65,2541.0,2613.6,2496.2,2603.9,2600.8,2550.57,1993090,5083524273.6,93359,418284,20.99,2600.8,2541.0
16,ASIANPAINT,EQ,23-Dec-2020,2600.8,2604.0,2650.0,2604.0,2638.15,2642.55,2624.89,1339307,3515538871.55,71569,199678,14.91,2642.55,2604.0
17,ASIANPAINT,EQ,24-Dec-2020,2642.55,2658.0,2658.0,2613.0,2641.85,2648.25,2633.84,1143202,3011011809.85,56095,232195,20.31,2648.25,2658.0
18,ASIANPAINT,EQ,28-Dec-2020,2648.25,2654.25,2689.5,2629.55,2684.0,2683.9,2659.78,1226254,3261565297.0,62227,236730,19.31,2683.9,2654.25
19,ASIANPAINT,EQ,29-Dec-2020,2683.9,2685.0,2712.45,2673.0,2693.0,2696.8,2694.87,1562853,4211683836.15,68785,207784,13.3,2696.8,2685.0
20,ASIANPAINT,EQ,30-Dec-2020,2696.8,2694.0,2742.85,2680.35,2735.3,2734.4,2716.05,1614643,4385443402.0,61711,192271,11.91,2734.4,2694.0
21,ASIANPAINT,EQ,31-Dec-2020,2734.4,2734.4,2772.0,2725.05,2760.55,2764.5,2748.72,1526325,4195433637.8,53562,362396,23.74,2764.5,2734.4
