,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ASIANPAINT,EQ,04-May-2020,1758.7,1718.0,1751.0,1671.5,1676.85,1676.8,1707.87,2942445,5025312925.6,157072,1512075,51.39,1676.8,1718.0
1,ASIANPAINT,EQ,05-May-2020,1676.8,1681.0,1692.9,1578.25,1617.7,1619.15,1617.64,5867979,9492265104.15,229505,1388876,23.67,1619.15,1681.0
2,ASIANPAINT,EQ,06-May-2020,1619.15,1615.0,1638.7,1577.0,1616.0,1610.65,1610.77,3937921,6343069965.25,186689,1217013,30.9,1610.65,1615.0
3,ASIANPAINT,EQ,07-May-2020,1610.65,1609.95,1628.7,1545.2,1601.0,1594.3,1577.62,5256263,8292382691.35,195058,1221136,23.23,1594.3,1609.95
4,ASIANPAINT,EQ,08-May-2020,1594.3,1611.8,1638.0,1570.0,1579.0,1578.4,1596.44,5644457,9011042147.7,177123,1410244,24.98,1578.4,1611.8
5,ASIANPAINT,EQ,11-May-2020,1578.4,1583.0,1599.0,1555.0,1571.0,1569.6,1573.98,3767769,5930384190.55,231661,1242819,32.99,1569.6,1583.0
6,ASIANPAINT,EQ,12-May-2020,1569.6,1539.0,1543.75,1512.0,1523.0,1523.35,1524.46,4504103,6866303712.55,169946,1192975,26.49,1523.35,1539.0
7,ASIANPAINT,EQ,13-May-2020,1523.35,1579.8,1579.8,1533.35,1561.0,1563.3,1559.53,2940518,4585838801.75,110816,1003196,34.12,1563.3,1579.8
8,ASIANPAINT,EQ,14-May-2020,1563.3,1553.3,1557.6,1517.0,1524.0,1522.4,1527.3,2592411,3959383649.45,125412,1290710,49.79,1522.4,1553.3
9,ASIANPAINT,EQ,15-May-2020,1522.4,1529.0,1560.0,1510.0,1555.0,1552.95,1534.04,2860615,4388306083.1,103725,741904,25.94,1552.95,1529.0
10,ASIANPAINT,EQ,18-May-2020,1552.95,1558.0,1558.55,1498.1,1501.0,1501.1,1512.52,2871937,4343866641.65,127811,1004577,34.98,1501.1,1558.0
11,ASIANPAINT,EQ,19-May-2020,1501.1,1510.0,1516.95,1482.95,1504.4,1503.95,1501.44,3164137,4750748443.65,127103,1283839,40.57,1503.95,1510.0
12,ASIANPAINT,EQ,20-May-2020,1503.95,1503.95,1514.0,1492.65,1501.0,1500.05,1501.71,2057409,3089633801.35,101792,906342,44.05,1500.05,1503.95
13,ASIANPAINT,EQ,21-May-2020,1500.05,1503.0,1583.5,1501.0,1577.5,1574.3,1548.95,3846059,5957344111.95,173384,1355479,35.24,1574.3,1503.0
14,ASIANPAINT,EQ,22-May-2020,1574.3,1568.8,1625.0,1555.4,1613.05,1617.9,1603.55,5203737,8344441605.05,184528,1594454,30.64,1617.9,1568.8
15,ASIANPAINT,EQ,26-May-2020,1617.9,1625.0,1656.95,1620.0,1630.0,1629.85,1638.73,3552863,5822182894.1,142813,1336489,37.62,1629.85,1625.0
16,ASIANPAINT,EQ,27-May-2020,1629.85,1631.0,1636.85,1595.95,1616.2,1619.45,1616.77,2260057,3653983298.95,78042,784149,34.7,1619.45,1631.0
17,ASIANPAINT,EQ,28-May-2020,1619.45,1622.0,1656.95,1615.25,1641.95,1643.6,1642.43,3138920,5155460140.15,112868,1148895,36.6,1643.6,1622.0
