"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"VEDL","01-Feb-2020","27-Feb-2020","PE","130","3.35","4.95","3.25","4.55","4.9","4.55","632","2963.32","87.72","546000","17500","134.9"
"VEDL","03-Feb-2020","27-Feb-2020","PE","130","4.6","5","3.75","4.1","4.05","4.1","378","1778.61","58.71","574000","28000","134.15"
"VEDL","04-Feb-2020","27-Feb-2020","PE","130","3.5","3.7","2.25","2.35","2.4","2.35","338","1570.49","32.59","675500","101500","138.55"
"VEDL","05-Feb-2020","27-Feb-2020","PE","130","2.35","2.55","1.05","1.15","1.15","1.15","413","1904.45","25.3","623000","-52500","143.1"
"VEDL","06-Feb-2020","27-Feb-2020","PE","130","1","1.25","0.9","1.05","1","1.05","219","1004.2","7.75","630000","7000","143.85"
"VEDL","07-Feb-2020","27-Feb-2020","PE","130","1.3","1.35","0.85","0.9","1","0.9","237","1086.86","8.51","798000","168000","144.6"
"VEDL","10-Feb-2020","27-Feb-2020","PE","130","1.35","1.45","1.05","1.25","1.2","1.25","370","1700.06","16.56","815500","17500","140.3"
"VEDL","11-Feb-2020","27-Feb-2020","PE","130","1","1.1","0.75","1","1.05","1","234","1071.99","7.29","920500","105000","140.75"
"VEDL","12-Feb-2020","27-Feb-2020","PE","130","0.8","0.9","0.7","0.85","0.75","0.85","101","462.41","2.86","896000","-24500","141.55"
"VEDL","13-Feb-2020","27-Feb-2020","PE","130","0.75","1","0.55","0.65","0.55","0.65","116","530.83","3.03","857500","-38500","142.5"
"VEDL","14-Feb-2020","27-Feb-2020","PE","130","0.55","0.75","0.45","0.7","0.7","0.7","214","977.96","4.26","875000","17500","141.1"
"VEDL","17-Feb-2020","27-Feb-2020","PE","130","0.65","0.65","0.4","0.55","0.5","0.55","212","968.46","3.86","871500","-3500","142.1"
"VEDL","18-Feb-2020","27-Feb-2020","PE","130","0.6","1.35","0.55","0.65","0.6","0.65","552","2531.84","20.24","1001000","129500","140.55"
"VEDL","19-Feb-2020","27-Feb-2020","PE","130","0.5","0.5","0.25","0.3","0.25","0.3","197","898.85","2.5","878500","-122500","142.65"
"VEDL","20-Feb-2020","27-Feb-2020","PE","130","0.3","0.3","0.15","0.2","0.15","0.2","80","364.63",".63","742000","-136500","142.35"
"VEDL","24-Feb-2020","27-Feb-2020","PE","130","0.3","1.5","0.3","1.25","1.3","1.25","2087","9563.98","68.13","847000","105000","133.2"
"VEDL","25-Feb-2020","27-Feb-2020","PE","130","1.25","1.35","0.55","1","0.95","1","592","2713.99","20.39","840000","-7000","132.7"
"VEDL","26-Feb-2020","27-Feb-2020","PE","130","1.25","1.75","0.5","1.05","1.1","1.05","479","2196","16.55","707000","-133000","130.25"
"VEDL","27-Feb-2020","27-Feb-2020","PE","130","1.25","3.7","0.05","0.2","0.1","130.55","540","2489.54","32.54","231000","-476000","130.55"
