Date,Expiry,Strike Price,Returns,Alpha,Alpha-Mean,Ratio
07-Jan-2020,30-Jan-2020,150,47.972972972972954,1.7391304347826086,2.3898231564898222,0.7277234845012748
08-Jan-2020,30-Jan-2020,150,-7.723577235772367,2.3333333333333317,1.56953330141736,1.4866414947846125
16-Jan-2020,30-Jan-2020,150,-8.076923076923084,11.666666666666666,10.03270159791899,1.162863915845618
17-Jan-2020,30-Jan-2020,150,-12.7962085308057,6.7857142857142865,12.135265700483094,0.5591731119199271
23-Jan-2020,30-Jan-2020,150,8.264462809917356,2.7666666666666706,2.5400634249471463,1.0892116470376088
10-Feb-2020,27-Feb-2020,130,-0.38314176245211273,8.240000000000009,13.601334253508162,0.6058229175475696
11-Feb-2020,27-Feb-2020,130,-6.934306569343061,10.75,12.550899470899468,0.8565123180952061
12-Feb-2020,27-Feb-2020,130,8.235294117647065,13.588235294117661,11.737407407407408,1.1576862608979737
14-Feb-2020,27-Feb-2020,130,-5.281690140845071,15.85714285714285,14.52300150829563,1.0918640232933359
17-Feb-2020,27-Feb-2020,130,12.82051282051282,21.99999999999999,16.22538246067658,1.355900241693447
18-Feb-2020,27-Feb-2020,130,5.660377358490567,16.230769230769248,19.029304029304026,0.8529355149181916
05-Mar-2020,26-Mar-2020,110,10.83333333333334,2.15151515151515,1.4944563343439743,1.4396641120060605
13-Mar-2020,26-Mar-2020,110,-19.04761904761905,-0.9470802919708031,-0.9404491167303451,1.0070510728570967
16-Mar-2020,26-Mar-2020,110,-44.44444444444445,-0.9845938375350141,-0.9583121726338278,1.0274249515467946
17-Mar-2020,26-Mar-2020,110,-16.666666666666664,-0.9845288326300985,-0.9707206447946222,1.0142246772122558
18-Mar-2020,26-Mar-2020,110,39.99999999999999,-0.975,-0.9720676540453052,1.0030166068611497
19-Mar-2020,26-Mar-2020,110,-19.999999999999996,-1.0544747081712065,-0.9813742233883708,1.0744878793845258
20-Mar-2020,26-Mar-2020,110,33.33333333333335,-0.9009126466753584,-1.0046678469337682,0.8967268629377668
23-Mar-2020,26-Mar-2020,110,0.0,-0.996842105263158,-0.976795784948855,1.020522529502267
24-Mar-2020,26-Mar-2020,110,0.0,-1.048888888888889,-0.9840764867032409,1.0658611429714944
25-Mar-2020,26-Mar-2020,110,0.0,-1.0166481687014428,-0.9822145469424685,1.0350571286753618
20-Apr-2020,30-Apr-2020,60,16.874999999999996,53.62500000000001,39.58333333333333,1.3547368421052635
21-Apr-2020,30-Apr-2020,60,0.0,28.384615384615387,50.56944444444445,0.5612997274628695
22-Apr-2020,30-Apr-2020,60,-0.5617977528089967,29.27272727272726,47.41987179487179,0.6173092875357152
28-Apr-2020,30-Apr-2020,60,inf,168.49999999999994,114.88333333333334,1.4667053532569267
07-May-2020,28-May-2020,70,-19.51219512195122,3.2884615384615374,3.287859044416423,1.000183248137154
08-May-2020,28-May-2020,70,6.849315068493151,2.901960784313728,3.2965811965811973,0.8802940413915118
18-May-2020,28-May-2020,70,0.0,75.0,95.81904761904764,0.7827253752112114
19-May-2020,28-May-2020,70,inf,100.0,101.53333333333335,0.984898227183191
20-May-2020,28-May-2020,70,0.0,92.74999999999999,109.33333333333333,0.8483231707317073
22-May-2020,28-May-2020,70,inf,190.99999999999994,131.58333333333334,1.451551614946168
26-May-2020,28-May-2020,70,inf,179.00000000000006,161.91666666666666,1.1055069480185284
08-Jun-2020,25-Jun-2020,90,-9.638554216867478,15.099999999999994,11.979377104377106,1.260499595966693
09-Jun-2020,25-Jun-2020,90,7.419354838709669,13.272727272727266,15.771969696969697,0.841538978817426
10-Jun-2020,25-Jun-2020,90,-22.741433021806856,21.466666666666658,15.832575757575754,1.3558543470979472
11-Jun-2020,25-Jun-2020,90,28.504672897196272,10.52380952380952,16.613131313131305,0.6334633324357896
12-Jun-2020,25-Jun-2020,90,-10.238907849829351,15.64705882352941,15.087734487734481,1.0370714593532666
15-Jun-2020,25-Jun-2020,90,-5.844155844155846,17.714285714285722,15.879178338001864,1.1155668975574196
16-Jun-2020,25-Jun-2020,90,-4.411764705882351,19.785714285714278,14.628384687208216,1.352556328588753
17-Jun-2020,25-Jun-2020,90,7.8125,17.285714285714278,17.715686274509803,0.975729306664558
07-Jul-2020,30-Jul-2020,100,20.657276995305157,3.53488372093023,3.3922114608555294,1.0420587754392876
10-Jul-2020,30-Jul-2020,100,-0.3571428571428622,6.6774193548387055,6.122209917558753,1.0906877491553482
14-Jul-2020,30-Jul-2020,100,-5.932203389830517,5.5625000000000036,8.78297231312659,0.6333277393675225
