,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,Delta,OV,OV-Change,OV-Mean,Change,Ratio,Result
12,VEDL,17-Jan-2020,30-Jan-2020,CE,150,13.0,13.05,11.25,11.95,11.95,11.15,30,170.02,12.52,322000,-10500,159.5,13,10.334728033472805,-23.83980905190644,13.515618583637519,-8.076923076923084,0.7646507608600608,17.857142857142858
13,VEDL,20-Jan-2020,30-Jan-2020,CE,150,10.55,10.55,8.5,9.2,9.05,9.2,17,94.63,5.38,318500,-3500,156.9,10,7.500000000000007,-37.79637377963727,12.097306043629972,-12.7962085308057,0.6199727421089136,21.212121212121218
14,VEDL,21-Jan-2020,30-Jan-2020,CE,150,8.25,9.85,6.25,6.45,6.25,6.45,52,286.6,13.6,301000,-17500,153.9,9,5.441860465116287,-37.820512820512754,10.211078498719793,-21.818181818181817,0.5329368945502237,53.57142857142857
15,VEDL,22-Jan-2020,30-Jan-2020,CE,150,8.3,9.4,5.55,5.8,5.6,5.8,84,462.79,21.79,346500,45500,153.2,8,4.413793103448261,-23.2921511627913,7.758862832863033,-30.120481927710852,0.56887113466595,-30.23255813953488
16,VEDL,23-Jan-2020,30-Jan-2020,CE,150,5.35,6.9,5.1,5.9,5.8,5.9,62,338.44,12.94,315000,-31500,154.15,7,4.923728813559328,10.35669772686848,5.7852178561881855,10.280373831775714,0.8510878822467572,-54.83870967741936
17,VEDL,24-Jan-2020,30-Jan-2020,CE,150,6.05,7.8,5.9,6.55,6.65,6.55,58,318.68,14.18,308000,-7000,155.9,6,5.404580152671762,8.897108110696148,4.926460794041292,8.264462809917356,1.0970512866374111,216.66666666666669
18,VEDL,27-Jan-2020,30-Jan-2020,CE,150,4.0,4.0,1.5,1.65,1.5,1.65,764,4074.64,63.64,997500,689500,148.85,3,-2.0909090909091015,358.4799203451699,4.91403402322645,-58.75,-0.4254974794692722,118.57142857142857
19,VEDL,28-Jan-2020,30-Jan-2020,CE,150,1.35,1.35,0.2,0.25,0.2,0.25,1635,8618.21,34.46,1711500,714000,142.2,2,-62.40000000000009,96.64918414918414,2.7457999584406623,-81.4814814814815,-22.72561765039759,31.66666666666667
20,VEDL,29-Jan-2020,30-Jan-2020,CE,150,0.4,0.6,0.05,0.1,0.1,0.1,515,2707.44,3.69,1344000,-367500,142.2,1,-78.00000000000011,20.0,-19.69544297941248,-75.00000000000001,3.9603069644857958,-5.500000000000007
21,VEDL,30-Jan-2020,30-Jan-2020,CE,150,0.05,0.15,0.05,0.05,0.05,0.0,334,1754.25,0.75,1172500,-171500,140.95,0,-0.0,-inf,-47.496969696969764,0.0,0.0,
0,VEDL,01-Feb-2020,27-Feb-2020,CE,130,10.5,12.2,9.35,9.65,9.45,9.65,12,59.05,4.45,28000,14000,134.9,26,13.202072538860119,,,-8.095238095238091,,-10.869565217391305
