,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,02-Mar-2020,205.05,208.6,216.55,199.8,201.55,202.25,209.5,5187934,1086879770.9,32395,2425730,46.76,202.25,208.6
1,1,1,1,1,AMBUJACEM,EQ,03-Mar-2020,202.25,203.9,212.2,203.65,211.35,211.15,208.75,4549626,949719900.5,98294,1913048,42.05,211.15,203.9
2,2,2,2,2,AMBUJACEM,EQ,04-Mar-2020,211.15,211.35,213.0,204.7,207.65,208.1,208.96,3541106,739960063.4,44205,1425680,40.26,208.1,211.35
3,3,3,3,3,AMBUJACEM,EQ,05-Mar-2020,208.1,208.2,211.9,203.65,205.0,204.4,207.68,2414347,501404895.7,20559,737220,30.53,204.4,208.2
4,4,4,4,4,AMBUJACEM,EQ,06-Mar-2020,204.4,198.75,206.55,195.4,204.7,205.1,202.89,2587514,524972486.1,20604,962964,37.22,205.1,198.75
5,5,5,5,5,AMBUJACEM,EQ,09-Mar-2020,205.1,199.8,203.25,191.45,192.85,193.7,196.65,3910317,768961952.1,47277,1553959,39.74,193.7,199.8
6,6,6,6,6,AMBUJACEM,EQ,11-Mar-2020,193.7,194.1,196.45,189.8,190.05,190.45,192.48,3553048,683884743.4,40356,1465495,41.25,190.45,194.1
7,7,7,7,7,AMBUJACEM,EQ,12-Mar-2020,190.45,183.0,183.75,169.1,177.35,175.5,175.05,8015858,1403187061.45,120971,4403505,54.93,175.5,183.0
8,8,8,8,8,AMBUJACEM,EQ,13-Mar-2020,175.5,166.0,190.7,152.05,189.25,187.75,180.83,3970888,718065162.45,76455,1490930,37.55,187.75,166.0
9,9,9,9,9,AMBUJACEM,EQ,16-Mar-2020,187.75,180.0,184.05,172.15,180.0,179.45,179.02,5362750,960047222.9,53927,2364451,44.09,179.45,180.0
10,10,10,10,10,AMBUJACEM,EQ,17-Mar-2020,179.45,180.5,181.75,170.1,172.1,171.4,177.07,6785874,1201565332.45,50865,3240731,47.76,171.4,180.5
11,11,11,11,11,AMBUJACEM,EQ,18-Mar-2020,171.4,174.4,174.85,158.15,160.45,159.65,165.06,5655132,933455106.6,65894,2847649,50.36,159.65,174.4
12,12,12,12,12,AMBUJACEM,EQ,19-Mar-2020,159.65,154.0,161.15,149.4,151.2,153.95,155.84,11032807,1719305631.6,77949,5473942,49.62,153.95,154.0
13,13,13,13,13,AMBUJACEM,EQ,20-Mar-2020,153.95,153.95,168.55,151.4,159.1,160.4,160.58,14150719,2272281005.7,73908,7751880,54.78,160.4,153.95
14,14,14,14,14,AMBUJACEM,EQ,23-Mar-2020,160.4,145.0,150.9,139.55,147.25,145.85,146.15,4517269,660178378.9,45098,2161660,47.85,145.85,145.0
15,15,15,15,15,AMBUJACEM,EQ,24-Mar-2020,145.85,145.1,155.8,140.1,141.0,142.15,147.56,3874329,571683727.55,42642,1543363,39.84,142.15,145.1
16,16,16,16,16,AMBUJACEM,EQ,25-Mar-2020,142.15,139.0,144.45,138.0,138.7,139.35,140.7,6937627,976102635.1,52559,3587986,51.72,139.35,139.0
17,17,17,17,17,AMBUJACEM,EQ,26-Mar-2020,139.35,141.25,146.6,136.55,143.3,144.05,141.5,14408540,2038786748.6,66317,10213168,70.88,144.05,141.25
