,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,02-Nov-2020,259.7,260.0,261.9,257.2,261.0,260.5,259.17,6267645,1624378117.35,40350,2419283,38.6,260.5,260.0
1,1,1,1,1,AMBUJACEM,EQ,03-Nov-2020,260.5,262.1,263.05,257.65,262.4,262.0,260.44,5173220,1347321066.55,37163,1288373,24.9,262.0,262.1
2,2,2,2,2,AMBUJACEM,EQ,04-Nov-2020,262.0,262.0,265.3,259.65,264.5,264.4,262.2,4122454,1080899870.55,32603,898676,21.8,264.4,262.0
3,3,3,3,3,AMBUJACEM,EQ,05-Nov-2020,264.4,251.85,258.7,251.0,256.35,255.75,255.03,12065738,3077182294.85,76960,4050717,33.57,255.75,251.85
4,4,4,4,4,AMBUJACEM,EQ,06-Nov-2020,255.75,257.0,257.0,246.65,247.5,248.0,250.52,8457488,2118741652.7,57842,2727921,32.25,248.0,257.0
5,5,5,5,5,AMBUJACEM,EQ,09-Nov-2020,248.0,249.45,252.0,247.1,249.0,249.3,249.35,8012202,1997826949.2,50189,3948477,49.28,249.3,249.45
6,6,6,6,6,AMBUJACEM,EQ,10-Nov-2020,249.3,251.0,256.4,248.4,250.6,249.9,252.4,8645746,2182198629.1,85293,3704394,42.85,249.9,251.0
7,7,7,7,7,AMBUJACEM,EQ,11-Nov-2020,249.9,251.5,260.9,251.5,260.0,259.7,256.02,9322013,2386645296.75,73556,4009722,43.01,259.7,251.5
8,8,8,8,8,AMBUJACEM,EQ,12-Nov-2020,259.7,258.1,264.35,256.2,263.2,262.85,260.25,6698839,1743373415.35,60541,2138089,31.92,262.85,258.1
9,9,9,9,9,AMBUJACEM,EQ,13-Nov-2020,262.85,261.5,262.25,255.75,257.45,257.7,258.14,7158835,1848001533.45,25225,4183423,58.44,257.7,261.5
10,10,10,10,10,AMBUJACEM,EQ,14-Nov-2020,257.7,259.9,260.9,258.05,258.9,259.0,259.47,489361,126976243.65,7119,167947,34.32,259.0,259.9
11,11,11,11,11,AMBUJACEM,EQ,17-Nov-2020,259.0,261.0,272.0,260.0,267.9,268.05,268.22,13207472,3542570368.25,112884,5728658,43.37,268.05,261.0
12,12,12,12,12,AMBUJACEM,EQ,18-Nov-2020,268.05,267.2,267.7,260.65,261.5,262.0,262.9,8891945,2337676288.25,50191,4547735,51.14,262.0,267.2
13,13,13,13,13,AMBUJACEM,EQ,19-Nov-2020,262.0,259.85,265.85,256.45,258.15,258.7,260.88,7297426,1903752396.4,54301,1869038,25.61,258.7,259.85
14,14,14,14,14,AMBUJACEM,EQ,20-Nov-2020,258.7,259.1,261.9,253.75,257.45,257.1,256.9,4879945,1253656362.2,32873,1559558,31.96,257.1,259.1
15,15,15,15,15,AMBUJACEM,EQ,23-Nov-2020,257.1,259.0,262.5,257.5,257.9,258.15,259.79,6727698,1747758215.6,26603,2821689,41.94,258.15,259.0
16,16,16,16,16,AMBUJACEM,EQ,24-Nov-2020,258.15,258.2,260.45,254.55,255.35,255.15,256.99,4054652,1041995558.35,34015,1240540,30.6,255.15,258.2
17,17,17,17,17,AMBUJACEM,EQ,25-Nov-2020,255.15,255.95,259.2,255.2,255.9,256.2,257.01,6671995,1714802353.65,34643,2346178,35.16,256.2,255.95
18,18,18,18,18,AMBUJACEM,EQ,26-Nov-2020,256.2,257.7,262.6,253.55,260.7,260.75,257.53,5364946,1381652590.8,35845,1147772,21.39,260.75,257.7
