,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,01-Dec-2020,261.05,262.2,269.55,260.9,261.5,262.0,263.87,6262243,1652429545.7,48226,1829230,29.21,262.0,262.2
1,1,1,1,1,AMBUJACEM,EQ,02-Dec-2020,262.0,262.0,264.2,259.2,261.65,262.5,262.05,5076458,1330299589.3,29489,1848131,36.41,262.5,262.0
2,2,2,2,2,AMBUJACEM,EQ,03-Dec-2020,262.5,264.5,264.5,259.3,261.2,261.1,261.16,5223075,1364048386.3,63516,2339003,44.78,261.1,264.5
3,3,3,3,3,AMBUJACEM,EQ,04-Dec-2020,261.1,262.0,263.0,249.9,252.6,252.55,254.79,11266087,2870452757.75,82632,3648862,32.39,252.55,262.0
4,4,4,4,4,AMBUJACEM,EQ,07-Dec-2020,252.55,256.25,256.3,250.55,252.5,253.1,252.82,9578732,2421722044.5,60404,3352186,35.0,253.1,256.25
5,5,5,5,5,AMBUJACEM,EQ,08-Dec-2020,253.1,254.5,259.6,253.0,257.1,257.1,256.7,9736539,2499367294.45,80253,3070546,31.54,257.1,254.5
6,6,6,6,6,AMBUJACEM,EQ,09-Dec-2020,257.1,258.9,259.6,251.0,253.4,252.85,255.04,13190004,3363966303.0,70779,7497697,56.84,252.85,258.9
7,7,7,7,7,AMBUJACEM,EQ,10-Dec-2020,252.85,250.7,251.0,245.2,248.75,248.3,247.34,11038230,2730181875.3,95152,4148617,37.58,248.3,250.7
8,8,8,8,8,AMBUJACEM,EQ,11-Dec-2020,248.3,249.5,250.45,243.75,246.7,245.8,246.51,7933577,1955730192.6,74575,3995242,50.36,245.8,249.5
9,9,9,9,9,AMBUJACEM,EQ,14-Dec-2020,245.8,247.0,249.0,245.05,246.5,246.45,246.61,4162472,1026500614.5,38790,1485237,35.68,246.45,247.0
10,10,10,10,10,AMBUJACEM,EQ,15-Dec-2020,246.45,247.95,248.2,243.1,247.7,247.6,245.51,7713444,1893759204.25,72786,3398839,44.06,247.6,247.95
11,11,11,11,11,AMBUJACEM,EQ,16-Dec-2020,247.6,249.1,249.7,245.1,248.1,247.25,247.21,7488289,1851203008.1,51549,3149687,42.06,247.25,249.1
12,12,12,12,12,AMBUJACEM,EQ,17-Dec-2020,247.25,248.5,251.5,246.2,246.5,246.75,249.03,8321438,2072308691.4,58090,3495657,42.01,246.75,248.5
13,13,13,13,13,AMBUJACEM,EQ,18-Dec-2020,246.75,247.05,252.2,246.5,250.9,251.05,249.78,7695230,1922128787.65,53373,3001775,39.01,251.05,247.05
14,14,14,14,14,AMBUJACEM,EQ,21-Dec-2020,251.05,250.9,250.9,225.95,233.6,235.4,238.9,12498745,2985905935.4,107668,2866352,22.93,235.4,250.9
15,15,15,15,15,AMBUJACEM,EQ,22-Dec-2020,235.4,235.6,239.15,227.25,237.1,237.6,235.67,10098570,2379926088.8,106700,3437538,34.04,237.6,235.6
16,16,16,16,16,AMBUJACEM,EQ,23-Dec-2020,237.6,234.9,238.75,231.5,237.05,237.2,235.21,8750579,2058213395.9,75922,2548595,29.12,237.2,234.9
17,17,17,17,17,AMBUJACEM,EQ,24-Dec-2020,237.2,255.0,260.9,245.0,246.4,246.7,250.68,24151514,6054282174.25,170487,4005707,16.59,246.7,255.0
18,18,18,18,18,AMBUJACEM,EQ,28-Dec-2020,246.7,247.0,247.85,244.7,247.0,247.2,246.32,4547753,1120189636.1,35689,891228,19.6,247.2,247.0
19,19,19,19,19,AMBUJACEM,EQ,29-Dec-2020,247.2,247.55,248.25,242.5,244.8,244.4,244.49,5978220,1461619634.1,49900,1968556,32.93,244.4,247.55
20,20,20,20,20,AMBUJACEM,EQ,30-Dec-2020,244.4,245.5,253.0,241.7,252.5,252.4,247.47,10481131,2593751759.6,72214,3208664,30.61,252.4,245.5
21,21,21,21,21,AMBUJACEM,EQ,31-Dec-2020,252.4,252.0,252.7,246.9,248.6,248.85,249.44,7969910,1988011505.45,60199,2411202,30.25,248.85,252.0
