,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,01-Jul-2020,193.6,194.15,195.7,190.4,192.25,192.2,192.73,2867676,552676873.05,21561,761777,26.56,192.2,194.15
1,1,1,1,1,AMBUJACEM,EQ,02-Jul-2020,192.2,192.7,196.4,192.05,193.95,193.7,193.84,2693250,522046393.5,25386,969109,35.98,193.7,192.7
2,2,2,2,2,AMBUJACEM,EQ,03-Jul-2020,193.7,194.6,196.25,192.05,195.8,195.8,194.12,4168369,809152567.75,44640,839236,20.13,195.8,194.6
3,3,3,3,3,AMBUJACEM,EQ,06-Jul-2020,195.8,197.75,198.0,193.35,193.9,193.9,195.43,2632304,514438717.65,32718,965894,36.69,193.9,197.75
4,4,4,4,4,AMBUJACEM,EQ,07-Jul-2020,193.9,194.6,194.6,191.1,193.35,193.25,192.87,2551746,492143944.55,38281,1176640,46.11,193.25,194.6
5,5,5,5,5,AMBUJACEM,EQ,08-Jul-2020,193.25,194.25,196.6,192.8,195.25,195.55,194.97,3253882,634421555.55,37396,1385581,42.58,195.55,194.25
6,6,6,6,6,AMBUJACEM,EQ,09-Jul-2020,195.55,196.4,202.9,195.6,202.2,202.0,200.4,8857515,1775015971.1,66225,1916291,21.63,202.0,196.4
7,7,7,7,7,AMBUJACEM,EQ,10-Jul-2020,202.0,202.2,204.35,196.5,196.75,197.2,200.25,6643796,1330425304.65,49466,1328498,20.0,197.2,202.2
8,8,8,8,8,AMBUJACEM,EQ,13-Jul-2020,197.2,197.2,199.7,193.75,198.4,198.45,197.14,5213446,1027757083.05,38823,1595116,30.6,198.45,197.2
9,9,9,9,9,AMBUJACEM,EQ,14-Jul-2020,198.45,197.85,199.2,190.0,191.0,190.5,193.01,4391974,847710231.55,36760,1522187,34.66,190.5,197.85
10,10,10,10,10,AMBUJACEM,EQ,15-Jul-2020,190.5,192.5,193.25,187.7,188.65,188.65,190.51,4521290,861336327.35,32892,2111801,46.71,188.65,192.5
11,11,11,11,11,AMBUJACEM,EQ,16-Jul-2020,188.65,189.45,193.0,185.7,192.5,192.5,189.73,3137669,595323469.45,40285,1302534,41.51,192.5,189.45
12,12,12,12,12,AMBUJACEM,EQ,17-Jul-2020,192.5,193.1,195.6,191.3,193.15,193.45,193.85,3254870,630971149.7,23978,909161,27.93,193.45,193.1
13,13,13,13,13,AMBUJACEM,EQ,20-Jul-2020,193.45,195.0,197.0,194.5,196.5,195.7,195.59,2204860,431243718.0,20538,692160,31.39,195.7,195.0
14,14,14,14,14,AMBUJACEM,EQ,21-Jul-2020,195.7,201.0,208.0,200.0,205.3,204.95,205.41,12976657,2665554325.7,136495,3734538,28.78,204.95,201.0
15,15,15,15,15,AMBUJACEM,EQ,22-Jul-2020,204.95,204.95,204.95,199.1,202.2,200.9,201.69,3320086,669624068.2,24293,1416870,42.68,200.9,204.95
16,16,16,16,16,AMBUJACEM,EQ,23-Jul-2020,200.9,201.5,202.25,197.25,198.8,197.95,198.91,3302917,656975209.3,22643,1308470,39.62,197.95,201.5
17,17,17,17,17,AMBUJACEM,EQ,24-Jul-2020,197.95,197.95,202.5,196.5,201.05,200.95,199.98,5135305,1026958743.65,41614,1008759,19.64,200.95,197.95
18,18,18,18,18,AMBUJACEM,EQ,27-Jul-2020,200.95,205.9,208.95,202.05,206.75,207.15,206.07,11855464,2443095520.45,97096,2148568,18.12,207.15,205.9
19,19,19,19,19,AMBUJACEM,EQ,28-Jul-2020,207.15,206.75,218.85,205.8,216.4,216.7,212.84,8290471,1764503405.3,57771,2021947,24.39,216.7,206.75
20,20,20,20,20,AMBUJACEM,EQ,29-Jul-2020,216.7,216.5,219.6,213.75,214.65,215.6,216.27,5678086,1227998147.75,43192,1239135,21.82,215.6,216.5
21,21,21,21,21,AMBUJACEM,EQ,30-Jul-2020,215.6,216.0,222.2,213.05,222.0,221.25,219.65,5871680,1289687231.35,45305,2131958,36.31,221.25,216.0
