,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,01-Jun-2020,191.55,191.8,195.65,188.3,189.35,188.95,191.73,6737201,1291754088.45,55341,2974299,44.15,188.95,191.8
1,1,1,1,1,AMBUJACEM,EQ,02-Jun-2020,188.95,189.5,193.75,188.2,191.4,191.2,191.41,4978019,952860163.55,56914,1825995,36.68,191.2,189.5
2,2,2,2,2,AMBUJACEM,EQ,03-Jun-2020,191.2,193.25,194.0,186.75,187.0,187.75,190.15,4719425,897384892.4,35940,2251508,47.71,187.75,193.25
3,3,3,3,3,AMBUJACEM,EQ,04-Jun-2020,187.75,188.15,189.25,182.05,186.1,186.75,185.42,5769947,1069837330.4,49253,2483157,43.04,186.75,188.15
4,4,4,4,4,AMBUJACEM,EQ,05-Jun-2020,186.75,188.0,196.35,186.3,195.8,195.1,192.7,7431679,1432115326.35,50142,2864784,38.55,195.1,188.0
5,5,5,5,5,AMBUJACEM,EQ,08-Jun-2020,195.1,198.95,198.95,190.4,192.0,191.45,194.9,4469783,871159980.5,37192,1245858,27.87,191.45,198.95
6,6,6,6,6,AMBUJACEM,EQ,09-Jun-2020,191.45,192.2,195.25,186.85,186.9,187.8,191.57,4252087,814581779.0,54309,2242443,52.74,187.8,192.2
7,7,7,7,7,AMBUJACEM,EQ,10-Jun-2020,187.8,188.1,194.35,188.1,192.05,192.0,192.34,4235763,814718769.95,62451,1500963,35.44,192.0,188.1
8,8,8,8,8,AMBUJACEM,EQ,11-Jun-2020,192.0,191.5,194.25,189.0,190.05,189.5,191.63,3397620,651098183.95,46222,1589407,46.78,189.5,191.5
9,9,9,9,9,AMBUJACEM,EQ,12-Jun-2020,189.5,181.9,194.95,181.65,193.35,193.7,190.72,5199081,991565201.7,59537,1737327,33.42,193.7,181.9
10,10,10,10,10,AMBUJACEM,EQ,15-Jun-2020,193.7,192.85,194.4,190.1,191.4,191.5,191.66,1996945,382737496.4,21095,638447,31.97,191.5,192.85
11,11,11,11,11,AMBUJACEM,EQ,16-Jun-2020,191.5,192.6,198.4,187.8,190.0,190.6,193.64,5481825,1061522949.15,58155,1909750,34.84,190.6,192.6
12,12,12,12,12,AMBUJACEM,EQ,17-Jun-2020,190.6,188.55,191.5,185.35,186.75,187.15,188.86,3190009,602466271.1,32775,1454465,45.59,187.15,188.55
13,13,13,13,13,AMBUJACEM,EQ,18-Jun-2020,187.15,187.2,189.0,185.7,186.9,187.35,187.35,3259969,610760520.05,30743,1634772,50.15,187.35,187.2
14,14,14,14,14,AMBUJACEM,EQ,19-Jun-2020,187.35,188.4,194.0,187.55,191.15,190.8,190.68,7723563,1472744506.8,33865,5164828,66.87,190.8,188.4
15,15,15,15,15,AMBUJACEM,EQ,22-Jun-2020,190.8,191.45,193.3,190.55,190.85,191.1,191.61,2478247,474858774.6,27149,1157405,46.7,191.1,191.45
16,16,16,16,16,AMBUJACEM,EQ,23-Jun-2020,191.1,191.8,196.2,191.1,193.5,193.25,193.99,4619623,896139841.0,40164,946948,44.01,193.25,191.8
17,17,17,17,17,AMBUJACEM,EQ,24-Jun-2020,193.25,194.25,198.2,186.4,190.0,188.7,192.68,6600983,1271858147.95,47938,2712651,41.09,188.7,194.25
18,18,18,18,18,AMBUJACEM,EQ,25-Jun-2020,188.7,188.1,191.35,185.35,185.95,186.25,188.27,4479141,843269836.75,40353,2424641,54.13,186.25,188.1
