,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,AMBUJACEM,EQ,03-Aug-2020,220.1,218.5,225.8,218.5,220.65,221.15,223.25,6020129,1343966659.6,59532,2269772,37.7,221.15,218.5
1,1,1,1,1,AMBUJACEM,EQ,04-Aug-2020,221.15,221.1,225.15,220.25,221.7,221.55,222.89,4706837,1049103122.75,41761,1895236,40.27,221.55,221.1
2,2,2,2,2,AMBUJACEM,EQ,05-Aug-2020,221.55,221.6,224.15,219.25,221.35,220.9,221.76,4115591,912656504.4,33891,1431982,34.79,220.9,221.6
3,3,3,3,3,AMBUJACEM,EQ,06-Aug-2020,220.9,221.35,224.75,221.1,223.5,222.95,223.5,3245608,725394541.4,19360,1325815,40.85,222.95,221.35
4,4,4,4,4,AMBUJACEM,EQ,07-Aug-2020,222.95,222.0,226.25,218.6,219.7,219.55,221.78,4871444,1080400168.85,36112,1802267,37.0,219.55,222.0
5,5,5,5,5,AMBUJACEM,EQ,10-Aug-2020,219.55,221.0,223.5,219.55,222.5,221.85,221.61,3306247,732694525.95,26981,883429,26.72,221.85,221.0
6,6,6,6,6,AMBUJACEM,EQ,11-Aug-2020,221.85,222.85,229.25,221.35,222.85,222.75,224.94,6916437,1555751509.1,66651,1109278,16.04,222.75,222.85
7,7,7,7,7,AMBUJACEM,EQ,12-Aug-2020,222.75,222.5,223.2,219.3,221.9,221.8,221.04,2396865,529797421.95,18850,389138,16.24,221.8,222.5
8,8,8,8,8,AMBUJACEM,EQ,13-Aug-2020,221.8,222.3,224.85,219.8,221.95,222.0,222.54,2238707,498208338.6,19223,615593,27.5,222.0,222.3
9,9,9,9,9,AMBUJACEM,EQ,14-Aug-2020,222.0,221.8,224.55,218.85,220.0,220.75,221.85,2751124,610349548.8,22089,509033,18.5,220.75,221.8
10,10,10,10,10,AMBUJACEM,EQ,17-Aug-2020,220.75,221.75,222.95,218.1,219.5,219.35,219.59,2479307,544441891.15,20307,613195,24.73,219.35,221.75
11,11,11,11,11,AMBUJACEM,EQ,18-Aug-2020,219.35,219.5,229.2,219.5,228.25,228.2,225.67,5469882,1234411685.05,40229,1487305,27.19,228.2,219.5
12,12,12,12,12,AMBUJACEM,EQ,19-Aug-2020,228.2,230.2,231.85,225.7,227.3,226.95,228.73,4821016,1102689339.85,34311,1593784,33.06,226.95,230.2
13,13,13,13,13,AMBUJACEM,EQ,20-Aug-2020,226.95,224.8,228.3,224.0,225.0,225.35,225.89,1540485,347976552.55,16342,254123,16.5,225.35,224.8
14,14,14,14,14,AMBUJACEM,EQ,21-Aug-2020,225.35,226.6,228.7,224.4,226.65,225.95,226.53,1700350,385177722.2,22986,468544,27.56,225.95,226.6
15,15,15,15,15,AMBUJACEM,EQ,24-Aug-2020,225.95,226.5,227.25,223.15,224.25,224.2,224.7,2503510,562526838.95,40453,915364,36.56,224.2,226.5
16,16,16,16,16,AMBUJACEM,EQ,25-Aug-2020,224.2,224.6,226.2,221.1,222.9,222.35,222.46,1638069,364403668.0,15900,461744,28.19,222.35,224.6
17,17,17,17,17,AMBUJACEM,EQ,26-Aug-2020,222.35,223.6,223.6,219.6,221.45,220.85,220.86,2595484,573232381.05,20779,961846,37.06,220.85,223.6
18,18,18,18,18,AMBUJACEM,EQ,27-Aug-2020,220.85,222.0,223.7,220.2,221.5,221.35,221.46,2046039,453120382.75,11017,989221,48.35,221.35,222.0
