"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-Jul-2018","    26364.45","    26371.60","    26060.60","    26230.30","      174872280","         4472.48"
"03-Jul-2018","    26210.10","    26316.10","    26142.00","    26204.10","      104588044","         2547.80"
"04-Jul-2018","    26249.25","    26480.50","    26132.90","    26433.95","       82888322","         2201.98"
"05-Jul-2018","    26481.55","    26598.45","    26415.20","    26503.30","       91431872","         2632.52"
"06-Jul-2018","    26427.55","    26609.85","    26410.00","    26493.85","      120291139","         3037.92"
"09-Jul-2018","    26642.35","    26781.20","    26611.55","    26753.30","      101833058","         2986.56"
"10-Jul-2018","    26844.55","    26939.55","    26778.50","    26894.55","      103574099","         3700.96"
"11-Jul-2018","    26900.65","    26938.85","    26774.60","    26816.20","       91728787","         2611.23"
"12-Jul-2018","    26937.50","    27164.80","    26936.05","    27026.55","      108520112","         2970.49"
"13-Jul-2018","    27046.85","    27102.35","    26902.30","    26935.95","      102571130","         2814.78"
"16-Jul-2018","    26914.50","    26939.05","    26643.95","    26679.80","      105758457","         2848.73"
"17-Jul-2018","    26662.85","    27041.35","    26653.65","    27008.10","      217931631","         3847.03"
"18-Jul-2018","    27107.35","    27187.15","    26834.45","    26880.90","      192207622","         4231.03"
"19-Jul-2018","    26960.20","    27025.45","    26730.10","    26789.65","      130746919","         3820.62"
"20-Jul-2018","    26764.40","    26946.55","    26718.60","    26873.20","       84205472","         2800.09"
"23-Jul-2018","    26701.30","    27040.10","    26671.35","    27008.15","      125717272","         3638.84"
"24-Jul-2018","    26984.15","    27128.00","    26868.15","    26974.40","      115100157","         2833.32"
"25-Jul-2018","    26992.55","    27074.00","    26939.35","    27031.30","      100793998","         3015.78"
"26-Jul-2018","    27054.70","    27455.10","    27045.05","    27406.40","      256486512","         7635.50"
"27-Jul-2018","    27497.80","    27661.05","    27455.00","    27634.40","      215768964","         5073.75"
"30-Jul-2018","    27767.65","    27873.70","    27607.95","    27842.60","      308460689","         6975.01"
"31-Jul-2018","    27797.20","    27839.20","    27651.30","    27764.15","      185189252","         5102.60"
"01-Aug-2018","    27684.80","    27820.15","    27477.90","    27596.60","      152825700","         3734.84"
"02-Aug-2018","    27469.50","    27487.90","    27327.95","    27355.95","      119103729","         3215.97"
"03-Aug-2018","    27471.95","    27723.00","    27448.15","    27695.50","      164821344","         4529.27"
"06-Aug-2018","    27769.55","    27994.00","    27766.05","    27898.50","      184016610","         5115.36"
"07-Aug-2018","    27972.95","    27988.20","    27827.30","    27875.90","      249213872","         5160.75"
"08-Aug-2018","    27930.55","    28128.65","    27858.75","    28062.45","      149989901","         3628.81"
"09-Aug-2018","    28173.65","    28363.40","    28132.00","    28320.00","      254180287","         7260.85"
"10-Aug-2018","    28348.95","    28377.90","    28087.65","    28124.25","      285470698","         7773.78"
"13-Aug-2018","    27760.80","    27911.85","    27739.50","    27794.40","      165765211","         4690.84"
"14-Aug-2018","    27864.40","    28053.05","    27854.90","    28021.70","      116466884","         3336.18"
"16-Aug-2018","    27836.15","    28013.10","    27779.50","    27826.55","      185103463","         5983.13"
"17-Aug-2018","    27991.75","    28178.15","    27953.80","    28128.55","      156310659","         4475.50"
"20-Aug-2018","    28171.65","    28322.30","    28171.65","    28274.25","      177840658","         3902.35"
"21-Aug-2018","    28295.85","    28305.95","    28151.90","    28257.90","      142439166","         3981.61"
"23-Aug-2018","    28321.95","    28325.45","    27965.35","    28027.90","      133387354","         4353.40"
"24-Aug-2018","    27954.25","    28122.75","    27782.80","    27834.70","      169952869","         4734.87"
"27-Aug-2018","    27971.25","    28317.75","    27958.20","    28264.20","      146706980","         4960.34"
"28-Aug-2018","    28379.90","    28388.65","    28152.70","    28269.65","      144026112","         4298.92"
"29-Aug-2018","    28233.40","    28344.10","    28167.80","    28224.10","      168875762","         5230.80"
"30-Aug-2018","    28233.70","    28233.70","    27961.75","    28103.25","      186360757","         6092.45"
