"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2018","    25565.75","    25588.00","    25271.55","    25318.10","       57576913","         2037.55"
"02-Jan-2018","    25382.20","    25425.50","    25232.80","    25338.25","       72033811","         2270.36"
"03-Jan-2018","    25425.75","    25454.90","    25300.90","    25318.60","       59730356","         1958.21"
"04-Jan-2018","    25367.65","    25490.35","    25310.30","    25462.60","      105995860","         2646.62"
"05-Jan-2018","    25524.45","    25643.35","    25499.55","    25601.85","      123622612","         3188.08"
"08-Jan-2018","    25690.25","    25771.50","    25643.80","    25676.10","      127527935","         2727.53"
"09-Jan-2018","    25727.95","    25803.80","    25617.25","    25703.80","      101820385","         2617.13"
"10-Jan-2018","    25709.90","    25717.60","    25527.50","    25617.30","       81094270","         2168.32"
"11-Jan-2018","    25628.20","    25694.65","    25532.25","    25660.90","      122695505","         2960.91"
"12-Jan-2018","    25732.40","    25775.15","    25557.60","    25749.05","      110836433","         2926.84"
"15-Jan-2018","    25858.15","    26091.80","    25842.95","    26069.20","      192163936","         4226.08"
"16-Jan-2018","    26129.15","    26136.40","    25931.70","    25974.90","      169867241","         3770.65"
"17-Jan-2018","    25946.15","    26335.85","    25922.30","    26289.10","      172092208","         4554.66"
"18-Jan-2018","    26762.25","    26887.65","    26423.75","    26537.40","      224021671","         7050.86"
"19-Jan-2018","    26615.65","    26957.85","    26433.55","    26909.50","      134390957","         4160.20"
"22-Jan-2018","    26940.50","    27074.90","    26841.20","    27041.20","      113869602","         4222.79"
"23-Jan-2018","    27089.95","    27422.05","    27066.15","    27390.60","      169332288","         5229.45"
"24-Jan-2018","    27310.15","    27479.25","    27219.45","    27398.55","      174331160","         4734.19"
"25-Jan-2018","    27414.10","    27522.85","    27151.75","    27445.65","      193342305","         6057.20"
"29-Jan-2018","    27446.10","    27652.05","    27407.40","    27498.45","      114099251","         3779.23"
"30-Jan-2018","    27466.85","    27470.25","    27242.05","    27269.05","      111009534","         3453.72"
"31-Jan-2018","    27136.25","    27455.75","    27116.95","    27379.45","      109507598","         3640.41"
"01-Feb-2018","    27334.85","    27613.50","    27046.35","    27220.70","      131188028","         4790.53"
"02-Feb-2018","    27017.40","    27017.55","    26364.05","    26451.15","      147521488","         4330.16"
"05-Feb-2018","    25968.15","    26215.10","    25917.55","    26098.75","      122729724","         3842.46"
"06-Feb-2018","    25140.10","    26140.60","    25023.85","    25811.30","      153713739","         4777.31"
"07-Feb-2018","    26065.40","    26078.40","    25558.05","    25670.00","      121038215","         3663.61"
"08-Feb-2018","    25759.85","    26126.40","    25637.40","    25920.65","       91011548","         2686.18"
"09-Feb-2018","    25466.30","    25598.30","    25371.00","    25463.65","       75985052","         2520.27"
"12-Feb-2018","    25530.10","    25757.85","    25485.40","    25701.60","      161180184","         4127.51"
"14-Feb-2018","    25810.25","    25810.25","    25212.35","    25341.25","      197286979","         4757.09"
"15-Feb-2018","    25360.90","    25615.15","    25295.15","    25424.35","      291475391","         6015.58"
"16-Feb-2018","    25511.95","    25601.00","    25100.90","    25163.90","      278142760","         5275.87"
"19-Feb-2018","    25324.60","    25326.05","    24824.55","    25058.55","      273464127","         5217.27"
"20-Feb-2018","    25105.55","    25158.10","    24829.00","    24874.40","      258222746","         4721.89"
"21-Feb-2018","    24996.60","    24999.70","    24796.35","    24936.70","      152405865","         3527.60"
"22-Feb-2018","    24812.70","    24987.05","    24781.70","    24955.20","      167442673","         4865.92"
