"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-May-2018","    25607.05","    25716.75","    25499.35","    25568.30","      117929750","         4671.44"
"03-May-2018","    25547.90","    25653.45","    25469.05","    25605.25","      100388024","         3153.73"
"04-May-2018","    25632.30","    25680.40","    25537.70","    25645.40","       97343104","         2601.08"
"07-May-2018","    25676.25","    25913.50","    25675.15","    25852.05","       92743092","         2919.95"
"08-May-2018","    26074.15","    26116.25","    25954.60","    26090.50","      198848914","         5933.21"
"09-May-2018","    25988.10","    26206.50","    25946.30","    26154.45","       96440863","         2809.40"
"10-May-2018","    26216.10","    26266.40","    26057.20","    26131.00","      214481883","         4182.07"
"11-May-2018","    26173.70","    26437.25","    26099.85","    26413.15","      109005797","         2559.59"
"14-May-2018","    26404.45","    26565.40","    26338.05","    26475.15","       97254252","         2350.74"
"15-May-2018","    26494.90","    26972.05","    26407.30","    26474.00","      150002630","         3797.98"
"16-May-2018","    26269.35","    26428.35","    26102.15","    26182.15","      232083519","         4137.85"
"17-May-2018","    26233.20","    26283.55","    26012.00","    26073.80","      126926383","         2743.08"
"18-May-2018","    26025.60","    26032.00","    25839.00","    25875.60","      113573727","         2898.79"
"21-May-2018","    26017.50","    26066.75","    25685.35","    25750.80","      120004208","         2859.70"
"22-May-2018","    25780.25","    25945.65","    25701.35","    25777.70","      179388885","         3854.09"
"23-May-2018","    25726.95","    25903.90","    25622.15","    25684.95","      170573849","         4225.48"
"24-May-2018","    25722.90","    26073.10","    25658.40","    26016.80","      110029603","         2831.27"
"25-May-2018","    26066.75","    26325.55","    26031.45","    26273.55","       98939554","         2451.82"
"28-May-2018","    26291.65","    26713.65","    26273.90","    26614.25","      136868774","         3135.71"
"29-May-2018","    26567.25","    26570.95","    26221.10","    26254.80","      106152966","         2563.90"
"30-May-2018","    26039.90","    26405.45","    25980.85","    26327.80","      118974102","         3093.10"
"31-May-2018","    26587.00","    27164.55","    26354.55","    26956.20","      318900279","         7879.98"
"01-Jun-2018","    26913.40","    26996.80","    26658.55","    26692.80","      132336254","         4017.91"
"04-Jun-2018","    27023.70","    27047.55","    26205.90","    26257.55","      137561064","         7188.74"
"05-Jun-2018","    26263.00","    26342.40","    26069.55","    26251.00","      107940100","         3169.87"
"06-Jun-2018","    26266.90","    26425.20","    26147.80","    26367.60","      144159415","         3007.56"
"07-Jun-2018","    26577.95","    26766.95","    26483.90","    26517.80","      131294980","         3421.62"
"08-Jun-2018","    26457.25","    26481.00","    26284.20","    26451.35","      115660362","         2840.81"
"11-Jun-2018","    26473.20","    26653.00","    26421.95","    26453.55","      144115066","         3245.59"
"12-Jun-2018","    26566.60","    26656.45","    26449.85","    26607.10","      132109351","         3130.92"
"13-Jun-2018","    26721.95","    26765.45","    26598.20","    26642.80","      116844183","         3247.43"
"14-Jun-2018","    26612.30","    26623.25","    26503.10","    26562.25","       99120546","         3053.24"
"15-Jun-2018","    26513.70","    26586.40","    26344.95","    26417.40","      147563095","         4291.75"
"18-Jun-2018","    26444.30","    26477.50","    26322.45","    26409.30","      101362059","         2768.39"
"19-Jun-2018","    26448.10","    26448.10","    26224.75","    26265.75","      112377787","         3350.41"
"20-Jun-2018","    26320.45","    26574.75","    26309.95","    26557.70","      105129754","         2731.02"
"21-Jun-2018","    26645.30","    26682.95","    26454.95","    26496.95","      122194668","         3194.16"
"22-Jun-2018","    26518.40","    26806.55","    26364.25","    26766.85","      127690793","         2984.13"
"25-Jun-2018","    26718.15","    26804.90","    26573.00","    26609.70","       89753825","         2294.57"
"26-Jun-2018","    26495.65","    26712.60","    26479.65","    26601.70","       97355424","         2542.42"
"27-Jun-2018","    26616.30","    26634.30","    26336.50","    26423.40","      124787831","         3704.42"
"28-Jun-2018","    26398.10","    26487.85","    26161.00","    26324.60","      242245847","         5891.37"
