"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Mar-2018","    25022.35","    25226.05","    24854.40","    24902.55","      214529321","         4160.86"
"05-Mar-2018","    24831.35","    24873.05","    24682.00","    24818.70","      138679764","         3083.52"
"06-Mar-2018","    24964.10","    25040.25","    24362.05","    24448.45","      135108832","         3586.37"
"07-Mar-2018","    24333.85","    24373.40","    24096.75","    24134.10","      187523331","         4460.36"
"08-Mar-2018","    24273.90","    24534.50","    24048.55","    24477.65","      169549517","         4215.95"
"09-Mar-2018","    24556.95","    24564.75","    24259.70","    24296.45","-","-"
"12-Mar-2018","    24443.60","    24716.05","    24358.50","    24664.20","      165215227","         3391.70"
"13-Mar-2018","    24624.60","    25009.65","    24597.55","    24738.65","      235984528","         4796.93"
"14-Mar-2018","    24629.65","    24894.30","    24487.00","    24851.65","      209048209","         3970.26"
"15-Mar-2018","    24854.30","    24939.85","    24732.00","    24791.85","      130382242","         2965.53"
"16-Mar-2018","    24753.65","    24785.35","    24439.15","    24489.55","      189684825","         4972.47"
"19-Mar-2018","    24530.15","    24588.05","    24186.95","    24245.10","      147614260","         3469.57"
"20-Mar-2018","    24133.95","    24355.65","    24082.95","    24168.20","      127991875","         2880.10"
"21-Mar-2018","    24331.30","    24459.75","    24208.65","    24255.60","-","-"
"22-Mar-2018","    24252.95","    24314.40","    24094.85","    24141.50","      131439602","         3671.41"
"23-Mar-2018","    23785.65","    23796.30","    23605.60","    23670.40","      180649286","         5169.06"
"26-Mar-2018","    23674.90","    24290.65","    23657.05","    24244.35","      193627423","         5403.07"
"27-Mar-2018","    24396.40","    24496.95","    24266.40","    24434.15","      178620655","         4150.30"
"28-Mar-2018","    24299.50","    24361.00","    24203.40","    24263.35","      183841858","         5211.90"
"02-Apr-2018","    24235.65","    24373.40","    24062.95","    24328.50","-","-"
"03-Apr-2018","    24285.95","    24538.00","    24254.35","    24510.60","-","-"
"04-Apr-2018","    24502.50","    24666.30","    24087.80","    24129.50","      126222576","         3124.06"
"05-Apr-2018","    24394.45","    24824.90","    24380.85","    24759.80","      133764907","         3277.00"
"06-Apr-2018","    24776.35","    24933.60","    24626.40","    24873.15","      160970708","         3373.86"
"09-Apr-2018","    24848.85","    25152.85","    24828.00","    25093.80","-","-"
"10-Apr-2018","    25153.60","    25279.90","    25120.20","    25226.80","      171760040","         4700.75"
"11-Apr-2018","    25198.35","    25207.05","    24950.30","    25098.25","      107073367","         2600.16"
"12-Apr-2018","    25076.90","    25244.80","    24969.40","    25195.10","      111777276","         2910.30"
"13-Apr-2018","    25239.65","    25411.30","    25076.85","    25200.60","      110293693","         3092.82"
"16-Apr-2018","    25082.10","    25348.55","    25067.35","    25320.85","       89034228","         2419.76"
"17-Apr-2018","    25383.75","    25402.55","    25224.00","    25334.45","       89721865","         2271.22"
"18-Apr-2018","    25426.75","    25426.75","    25058.75","    25102.30","-","-"
"19-Apr-2018","    25206.45","    25207.30","    25049.70","    25126.15","       95466036","         2862.17"
"20-Apr-2018","    25126.80","    25126.80","    24839.30","    24943.85","      109581669","         3213.87"
"23-Apr-2018","    25065.50","    25084.15","    24466.10","    24960.65","       82787891","         2792.74"
"24-Apr-2018","    24972.20","    25123.45","    24955.00","    25042.10","       87396011","         2569.82"
"25-Apr-2018","    24993.40","    24993.40","    24734.60","    24814.40","       81840418","         2183.16"
"26-Apr-2018","    24833.20","    25064.00","    24753.40","    25010.90","      173426201","         5472.93"
