,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,03-Jun-2019,1407.3,1431.95,1464.95,1430.0,1461.0,1459.25,1451.99,2867897,4164148929.9,86617,1214082,42.33,1459.25,1431.95
1,1,1,1,ASIANPAINT,EQ,04-Jun-2019,1459.25,1455.0,1455.0,1417.05,1422.65,1421.5,1427.69,1493226,2131868309.65,55767,679135,45.48,1421.5,1455.0
2,2,2,2,ASIANPAINT,EQ,06-Jun-2019,1421.5,1434.95,1461.85,1424.9,1429.0,1428.55,1443.04,1985857,2865672221.2,93687,800123,40.29,1428.55,1434.95
3,3,3,3,ASIANPAINT,EQ,07-Jun-2019,1428.55,1429.0,1439.85,1413.05,1416.05,1418.35,1424.03,878470,1250966706.75,34225,261198,29.73,1418.35,1429.0
4,4,4,4,ASIANPAINT,EQ,10-Jun-2019,1418.35,1429.0,1442.0,1418.5,1422.6,1422.6,1430.3,800967,1145620485.0,51673,319541,39.89,1422.6,1429.0
5,5,5,5,ASIANPAINT,EQ,11-Jun-2019,1422.6,1428.0,1433.35,1409.5,1425.0,1425.5,1423.91,743047,1058034437.85,33290,327765,44.11,1425.5,1428.0
6,6,6,6,ASIANPAINT,EQ,12-Jun-2019,1425.5,1429.95,1439.9,1421.0,1424.05,1425.45,1428.61,874293,1249019914.15,38179,458614,52.46,1425.45,1429.95
7,7,7,7,ASIANPAINT,EQ,13-Jun-2019,1425.45,1429.0,1438.9,1422.2,1425.8,1429.45,1430.08,1572720,2249115932.45,58624,930395,59.16,1429.45,1429.0
8,8,8,8,ASIANPAINT,EQ,14-Jun-2019,1429.45,1430.0,1431.75,1411.0,1411.0,1412.75,1419.34,546091,775089160.9,24749,236782,43.36,1412.75,1430.0
9,9,9,9,ASIANPAINT,EQ,17-Jun-2019,1412.75,1417.0,1425.0,1398.9,1399.0,1401.95,1409.23,962166,1355917308.05,29929,401816,40.74,1401.95,1417.0
10,10,10,10,ASIANPAINT,EQ,18-Jun-2019,1401.95,1405.0,1410.4,1376.05,1380.1,1380.05,1385.17,1177437,1630952692.85,92702,612063,50.86,1380.05,1405.0
11,11,11,11,ASIANPAINT,EQ,19-Jun-2019,1380.05,1382.0,1396.4,1372.0,1381.5,1381.15,1383.9,692212,957954521.3,41568,228395,32.99,1381.15,1382.0
12,12,12,12,ASIANPAINT,EQ,20-Jun-2019,1381.15,1365.55,1404.9,1360.7,1391.3,1392.05,1388.57,991210,1376360395.85,43746,428204,43.2,1392.05,1365.55
13,13,13,13,ASIANPAINT,EQ,21-Jun-2019,1392.05,1379.95,1394.65,1372.0,1386.75,1383.0,1383.24,1242165,1718217548.75,39439,784059,63.12,1383.0,1379.95
14,14,14,14,ASIANPAINT,EQ,24-Jun-2019,1383.0,1386.0,1398.0,1368.25,1374.5,1376.15,1377.82,757055,1043086864.85,44297,315141,41.63,1376.15,1386.0
15,15,15,15,ASIANPAINT,EQ,25-Jun-2019,1376.15,1371.0,1372.45,1360.35,1362.0,1363.1,1364.85,1388994,1895767532.4,44992,1037503,74.69,1363.1,1371.0
16,16,16,16,ASIANPAINT,EQ,26-Jun-2019,1363.1,1360.0,1369.55,1352.0,1360.0,1359.95,1362.61,960174,1308339115.9,36014,529293,55.12,1359.95,1360.0
17,17,17,17,ASIANPAINT,EQ,27-Jun-2019,1359.95,1361.1,1369.65,1358.15,1363.0,1361.4,1364.84,2113899,2885136598.95,52902,1562533,73.92,1361.4,1361.1
