,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,01-Mar-2019,1405.2,1409.0,1417.95,1388.1,1394.0,1392.35,1400.91,783876,1098138422.6,43298,319493,40.76,1392.35,1409.0
1,1,1,1,ASIANPAINT,EQ,05-Mar-2019,1392.35,1393.5,1409.75,1382.7,1401.1,1403.85,1399.65,1214257,1699538219.1,82161,842057,69.35,1403.85,1393.5
2,2,2,2,ASIANPAINT,EQ,06-Mar-2019,1403.85,1408.0,1410.0,1386.55,1396.75,1393.7,1397.75,720335,1006850643.4,42633,353415,49.06,1393.7,1408.0
3,3,3,3,ASIANPAINT,EQ,07-Mar-2019,1393.7,1398.6,1405.5,1392.0,1395.5,1395.45,1399.24,746742,1044874189.65,38260,404997,54.24,1395.45,1398.6
4,4,4,4,ASIANPAINT,EQ,08-Mar-2019,1395.45,1393.75,1394.65,1380.0,1385.0,1382.35,1385.91,524331,726677422.85,26717,212338,40.5,1382.35,1393.75
5,5,5,5,ASIANPAINT,EQ,11-Mar-2019,1382.35,1389.2,1423.0,1385.0,1419.0,1419.8,1406.13,1342007,1887037320.95,54060,720196,53.67,1419.8,1389.2
6,6,6,6,ASIANPAINT,EQ,12-Mar-2019,1419.8,1422.0,1445.35,1421.2,1428.0,1428.1,1433.36,1333909,1911972478.3,56926,749973,56.22,1428.1,1422.0
7,7,7,7,ASIANPAINT,EQ,13-Mar-2019,1428.1,1439.4,1439.4,1417.0,1431.0,1428.3,1426.3,708227,1010144190.15,42701,400871,56.6,1428.3,1439.4
8,8,8,8,ASIANPAINT,EQ,14-Mar-2019,1428.3,1437.6,1446.95,1420.0,1440.0,1434.75,1436.43,1113700,1599755222.35,61209,574110,51.55,1434.75,1437.6
9,9,9,9,ASIANPAINT,EQ,15-Mar-2019,1434.75,1434.0,1457.0,1428.65,1437.0,1432.55,1439.94,1667627,2401280702.25,70237,875866,52.52,1432.55,1434.0
10,10,10,10,ASIANPAINT,EQ,18-Mar-2019,1432.55,1446.0,1460.6,1436.6,1446.85,1445.6,1445.59,1148000,1659538264.6,54076,609210,53.07,1445.6,1446.0
11,11,11,11,ASIANPAINT,EQ,19-Mar-2019,1445.6,1442.0,1459.85,1440.0,1453.45,1453.9,1453.8,886660,1289026499.65,41620,429468,48.44,1453.9,1442.0
12,12,12,12,ASIANPAINT,EQ,20-Mar-2019,1453.9,1462.0,1466.0,1448.5,1455.6,1456.15,1457.3,764625,1114288684.9,31635,324569,42.45,1456.15,1462.0
13,13,13,13,ASIANPAINT,EQ,22-Mar-2019,1456.15,1459.0,1479.9,1452.6,1471.2,1471.25,1467.36,1380404,2025549694.6,64770,727219,52.68,1471.25,1459.0
14,14,14,14,ASIANPAINT,BL,25-Mar-2019,505.65,1471.25,1471.25,1471.25,1471.25,1471.25,1471.25,133269,196072016.25,1,133269,100.0,1471.25,1471.25
15,15,15,15,ASIANPAINT,EQ,25-Mar-2019,1471.25,1465.1,1475.6,1451.5,1460.0,1457.55,1459.12,848078,1237448287.95,37153,414685,48.9,1457.55,1465.1
16,16,16,16,ASIANPAINT,EQ,26-Mar-2019,1457.55,1460.5,1492.25,1460.5,1482.0,1485.05,1481.38,1630147,2414861589.3,57752,794458,48.74,1485.05,1460.5
17,17,17,17,ASIANPAINT,EQ,27-Mar-2019,1485.05,1494.0,1496.95,1463.5,1471.5,1472.05,1475.54,1387002,2046577822.95,56183,723539,52.17,1472.05,1494.0
18,18,18,18,ASIANPAINT,EQ,28-Mar-2019,1472.05,1473.5,1508.95,1473.5,1500.15,1497.0,1489.53,1353947,2016742845.4,52343,800640,59.13,1497.0,1473.5
