,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,03-Sep-2019,1616.2,1608.0,1609.6,1573.55,1578.5,1576.75,1588.34,1289263,2047794381.7,59521,     767797,         59.55,1576.75,1608.0
1,1,1,1,ASIANPAINT,EQ,04-Sep-2019,1576.75,1579.0,1582.6,1527.8,1537.0,1535.15,1542.09,2381389,3672305903.0,90934,    1325455,         55.66,1535.15,1579.0
2,2,2,2,ASIANPAINT,EQ,05-Sep-2019,1535.15,1537.0,1545.9,1515.25,1516.6,1519.75,1524.41,1506173,2296019295.75,92191,     825639,         54.82,1519.75,1537.0
3,3,3,3,ASIANPAINT,EQ,06-Sep-2019,1519.75,1524.0,1539.45,1519.75,1530.6,1532.4,1529.65,801338,1225769858.5,38668,     267960,         33.44,1532.4,1524.0
4,4,4,4,ASIANPAINT,EQ,09-Sep-2019,1532.4,1530.55,1545.0,1524.2,1539.7,1540.6,1537.54,812836,1249763933.1,51553,     312573,         38.45,1540.6,1530.55
5,5,5,5,ASIANPAINT,EQ,11-Sep-2019,1540.6,1545.0,1565.0,1542.65,1557.6,1561.45,1558.44,1541300,2402023811.45,83730,     942206,         61.13,1561.45,1545.0
6,6,6,6,ASIANPAINT,BL,12-Sep-2019,1598.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,630000,989100000.0,1,-,-,1570.0,1570.0
7,7,7,7,ASIANPAINT,EQ,12-Sep-2019,1561.45,1570.0,1570.0,1537.15,1538.0,1540.3,1550.15,753116,1167444016.0,45513,     308553,         40.97,1540.3,1570.0
8,8,8,8,ASIANPAINT,EQ,13-Sep-2019,1540.3,1540.0,1553.15,1528.0,1545.05,1548.2,1540.04,547381,842989928.35,25564,     172803,         31.57,1548.2,1540.0
9,9,9,9,ASIANPAINT,EQ,16-Sep-2019,1548.2,1510.0,1526.95,1502.1,1519.0,1521.3,1512.95,1811073,2740069557.75,82332,     921933,         50.91,1521.3,1510.0
10,10,10,10,ASIANPAINT,EQ,17-Sep-2019,1521.3,1527.4,1543.3,1518.6,1532.0,1530.9,1532.39,1353034,2073376661.9,72087,     458465,         33.88,1530.9,1527.4
11,11,11,11,ASIANPAINT,EQ,18-Sep-2019,1530.9,1542.15,1560.95,1535.0,1552.9,1547.75,1549.82,1057300,1638621931.5,60376,     295759,         27.97,1547.75,1542.15
12,12,12,12,ASIANPAINT,EQ,19-Sep-2019,1547.75,1553.9,1563.5,1545.0,1551.2,1553.9,1557.14,879908,1370142792.15,53405,     296851,         33.74,1553.9,1553.9
13,13,13,13,ASIANPAINT,EQ,20-Sep-2019,1553.9,1559.0,1725.25,1542.1,1684.4,1671.0,1651.09,3962166,6541884973.25,124790,    1861495,         46.98,1671.0,1559.0
14,14,14,14,ASIANPAINT,EQ,23-Sep-2019,1671.0,1697.85,1820.0,1697.85,1809.0,1802.75,1788.78,4253004,7607708109.55,194416,    1990333,         46.80,1802.75,1697.85
15,15,15,15,ASIANPAINT,EQ,24-Sep-2019,1802.75,1802.8,1802.95,1752.0,1770.0,1765.9,1765.79,2028042,3581090615.8,88479,    1100171,         54.25,1765.9,1802.8
16,16,16,16,ASIANPAINT,EQ,25-Sep-2019,1765.9,1784.0,1784.0,1728.25,1753.0,1751.8,1746.09,1794074,3132616079.2,81765,     957914,         53.39,1751.8,1784.0
17,17,17,17,ASIANPAINT,EQ,26-Sep-2019,1751.8,1761.8,1780.0,1751.9,1771.0,1770.95,1764.33,1674004,2953500560.45,99520,     793122,         47.38,1770.95,1761.8
