,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,01-Jan-2019,1373.05,1373.2,1379.7,1358.6,1368.0,1371.55,1368.68,664707,909770803.85,17230,352333,53.01,1371.55,1373.2
1,1,1,1,ASIANPAINT,EQ,02-Jan-2019,1371.55,1367.0,1386.85,1361.6,1380.05,1383.3,1376.38,1233780,1698144942.75,42748,639065,51.8,1383.3,1367.0
2,2,2,2,ASIANPAINT,EQ,03-Jan-2019,1383.3,1381.8,1393.85,1378.0,1387.0,1388.3,1388.8,1636293,2272489578.25,87120,911907,55.73,1388.3,1381.8
3,3,3,3,ASIANPAINT,EQ,04-Jan-2019,1388.3,1388.0,1401.4,1381.4,1383.0,1385.85,1393.55,1202397,1675601896.55,58130,578860,48.14,1385.85,1388.0
4,4,4,4,ASIANPAINT,EQ,07-Jan-2019,1385.85,1386.0,1405.4,1383.75,1395.6,1396.0,1396.46,1074373,1500315000.85,43071,679696,63.26,1396.0,1386.0
5,5,5,5,ASIANPAINT,EQ,08-Jan-2019,1396.0,1401.0,1412.7,1395.5,1400.0,1401.25,1404.41,1232440,1730852389.25,61737,626427,50.83,1401.25,1401.0
6,6,6,6,ASIANPAINT,EQ,09-Jan-2019,1401.25,1402.5,1414.0,1397.15,1400.0,1402.0,1405.32,973687,1368343861.3,101687,597540,61.37,1402.0,1402.5
7,7,7,7,ASIANPAINT,EQ,10-Jan-2019,1402.0,1390.0,1400.0,1388.65,1399.7,1396.35,1394.89,1004783,1401561195.65,47383,602160,59.93,1396.35,1390.0
8,8,8,8,ASIANPAINT,EQ,11-Jan-2019,1396.35,1399.75,1406.2,1392.4,1406.0,1403.65,1401.23,473391,663327801.3,35591,216963,45.83,1403.65,1399.75
9,9,9,9,ASIANPAINT,EQ,14-Jan-2019,1403.65,1404.0,1410.6,1385.45,1387.7,1388.6,1393.4,1360800,1896132672.0,41766,924108,67.91,1388.6,1404.0
10,10,10,10,ASIANPAINT,EQ,15-Jan-2019,1388.6,1388.6,1414.45,1388.6,1407.95,1405.95,1406.87,1355920,1907599137.85,54347,803948,59.29,1405.95,1388.6
11,11,11,11,ASIANPAINT,EQ,16-Jan-2019,1405.95,1410.0,1412.95,1387.7,1388.0,1389.75,1394.75,1189597,1659188888.85,86169,841002,70.7,1389.75,1410.0
12,12,12,12,ASIANPAINT,EQ,17-Jan-2019,1389.75,1390.0,1398.5,1383.8,1388.9,1389.6,1390.95,853829,1187637288.45,57263,563379,65.98,1389.6,1390.0
13,13,13,13,ASIANPAINT,EQ,18-Jan-2019,1389.6,1391.0,1404.75,1383.0,1394.8,1400.45,1397.25,1092189,1526056176.9,43463,734445,67.25,1400.45,1391.0
14,14,14,14,ASIANPAINT,EQ,21-Jan-2019,1400.45,1395.2,1424.8,1395.2,1420.85,1422.1,1410.78,2513582,3546100783.5,107108,1551373,61.72,1422.1,1395.2
15,15,15,15,ASIANPAINT,EQ,22-Jan-2019,1422.1,1423.9,1432.05,1375.25,1404.85,1406.95,1408.37,5483768,7723196799.45,167172,1450622,26.45,1406.95,1423.9
16,16,16,16,ASIANPAINT,EQ,23-Jan-2019,1406.95,1429.0,1429.45,1390.0,1399.85,1396.55,1407.97,2702265,3804718518.2,77717,889085,32.9,1396.55,1429.0
17,17,17,17,ASIANPAINT,EQ,24-Jan-2019,1396.55,1400.0,1413.5,1396.5,1402.6,1401.85,1404.46,1562800,2194887890.65,70038,840709,53.8,1401.85,1400.0
18,18,18,18,ASIANPAINT,EQ,25-Jan-2019,1401.85,1408.4,1413.7,1353.3,1371.6,1372.15,1380.59,1613548,2227645411.55,69063,730718,45.29,1372.15,1408.4
19,19,19,19,ASIANPAINT,EQ,28-Jan-2019,1372.15,1375.0,1391.0,1366.85,1377.9,1379.5,1381.0,1590764,2196837524.35,53718,981623,61.71,1379.5,1375.0
20,20,20,20,ASIANPAINT,EQ,29-Jan-2019,1379.5,1377.0,1400.0,1373.2,1392.0,1393.3,1389.66,1061762,1475487094.45,72633,690669,65.05,1393.3,1377.0
21,21,21,21,ASIANPAINT,EQ,30-Jan-2019,1393.3,1394.0,1416.8,1372.1,1390.7,1390.4,1392.05,1313152,1827969765.7,64536,549591,41.85,1390.4,1394.0
22,22,22,22,ASIANPAINT,EQ,31-Jan-2019,1390.4,1400.0,1415.0,1391.05,1407.0,1412.6,1406.98,1256050,1767238319.5,67665,745092,59.32,1412.6,1400.0
