,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,01-Oct-2019,1762.15,1768.95,1799.9,1757.0,1763.55,1766.1,1777.42,1317945,2342544415.95,58559,242587,18.41,1766.1,1768.95
1,1,1,1,ASIANPAINT,EQ,03-Oct-2019,1766.1,1765.0,1768.25,1732.2,1748.0,1748.95,1745.75,1010826,1764649312.1,63631,360461,35.66,1748.95,1765.0
2,2,2,2,ASIANPAINT,EQ,04-Oct-2019,1748.95,1753.9,1761.7,1717.1,1721.85,1724.4,1741.71,1231811,2145454584.55,72199,466863,37.9,1724.4,1753.9
3,3,3,3,ASIANPAINT,EQ,07-Oct-2019,1724.4,1724.95,1742.95,1717.85,1725.2,1725.15,1730.32,562559,973407551.4,33656,143454,25.5,1725.15,1724.95
4,4,4,4,ASIANPAINT,EQ,09-Oct-2019,1725.15,1725.7,1778.0,1725.7,1767.2,1773.45,1752.0,1777552,3114278347.65,81865,789996,44.44,1773.45,1725.7
5,5,5,5,ASIANPAINT,EQ,10-Oct-2019,1773.45,1765.0,1793.0,1756.5,1776.0,1778.6,1778.05,1599166,2843395183.95,63553,508312,31.79,1778.6,1765.0
6,6,6,6,ASIANPAINT,EQ,11-Oct-2019,1778.6,1787.6,1801.8,1764.05,1787.6,1790.25,1785.24,1442236,2574739456.1,57060,639692,44.35,1790.25,1787.6
7,7,7,7,ASIANPAINT,EQ,14-Oct-2019,1790.25,1790.0,1806.3,1784.7,1796.1,1798.7,1797.53,881724,1584923056.9,27250,277052,31.42,1798.7,1790.0
8,8,8,8,ASIANPAINT,EQ,15-Oct-2019,1798.7,1807.7,1825.0,1796.0,1804.1,1803.1,1811.95,1204392,2182298150.7,47958,347462,28.85,1803.1,1807.7
9,9,9,9,ASIANPAINT,EQ,16-Oct-2019,1803.1,1808.5,1814.0,1756.55,1767.5,1765.7,1777.0,1403020,2493163098.6,67178,665255,47.42,1765.7,1808.5
10,10,10,10,ASIANPAINT,EQ,17-Oct-2019,1765.7,1772.0,1816.65,1756.0,1811.0,1812.3,1792.24,1722055,3086333325.3,80177,884325,51.35,1812.3,1772.0
11,11,11,11,ASIANPAINT,EQ,18-Oct-2019,1812.3,1815.0,1824.45,1786.7,1816.8,1816.75,1811.11,1682488,3047171233.35,50086,813457,48.35,1816.75,1815.0
12,12,12,12,ASIANPAINT,EQ,22-Oct-2019,1816.75,1822.7,1825.0,1775.0,1780.0,1780.2,1796.37,2135313,3835813903.6,95446,1112998,52.12,1780.2,1822.7
13,13,13,13,ASIANPAINT,EQ,23-Oct-2019,1780.2,1762.4,1800.0,1762.0,1771.2,1767.4,1776.98,3369253,5987084439.25,89107,1758401,52.19,1767.4,1762.4
14,14,14,14,ASIANPAINT,EQ,24-Oct-2019,1767.4,1778.0,1794.95,1753.05,1794.1,1790.5,1776.97,1497854,2661637767.5,95826,743173,49.62,1790.5,1778.0
15,15,15,15,ASIANPAINT,EQ,25-Oct-2019,1790.5,1797.0,1808.4,1785.05,1795.5,1796.3,1798.29,1202154,2161820478.4,92434,502378,41.79,1796.3,1797.0
16,16,16,16,ASIANPAINT,EQ,27-Oct-2019,1796.3,1802.0,1807.55,1788.1,1791.45,1792.6,1795.76,124929,224342466.35,6526,47514,38.03,1792.6,1802.0
17,17,17,17,ASIANPAINT,EQ,29-Oct-2019,1792.6,1792.1,1820.0,1772.55,1817.05,1814.25,1801.49,1050123,1891788213.5,80563,465325,44.31,1814.25,1792.1
18,18,18,18,ASIANPAINT,EQ,30-Oct-2019,1814.25,1830.0,1830.0,1804.0,1825.0,1821.3,1816.91,1133258,2059025241.35,67069,494729,43.66,1821.3,1830.0
19,19,19,19,ASIANPAINT,EQ,31-Oct-2019,1821.3,1826.3,1834.8,1803.5,1809.0,1809.6,1820.66,1297114,2361600602.65,47831,630029,48.57,1809.6,1826.3
