,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,01-Apr-2019,1492.7,1496.75,1504.0,1490.0,1493.0,1492.75,1496.97,707570,1059210805.05,47019,372063,52.58,1492.75,1496.75
1,1,1,1,ASIANPAINT,EQ,02-Apr-2019,1492.75,1493.0,1523.45,1484.55,1522.75,1519.3,1509.38,1326634,2002390009.45,65626,515076,38.83,1519.3,1493.0
2,2,2,2,ASIANPAINT,EQ,03-Apr-2019,1519.3,1521.25,1529.85,1493.0,1503.0,1497.6,1515.76,1606692,2435356372.85,67074,901546,56.11,1497.6,1521.25
3,3,3,3,ASIANPAINT,EQ,04-Apr-2019,1497.6,1504.8,1525.0,1503.0,1517.5,1519.0,1517.84,1409222,2138970559.1,54230,724911,51.44,1519.0,1504.8
4,4,4,4,ASIANPAINT,EQ,05-Apr-2019,1519.0,1520.0,1523.65,1503.0,1513.9,1514.45,1513.54,1129222,1709122384.05,41127,568528,50.35,1514.45,1520.0
5,5,5,5,ASIANPAINT,EQ,08-Apr-2019,1514.45,1514.0,1514.0,1486.0,1492.1,1496.35,1496.49,925518,1385024925.8,53596,473320,51.14,1496.35,1514.0
6,6,6,6,ASIANPAINT,EQ,09-Apr-2019,1496.35,1464.7,1474.9,1437.2,1449.8,1444.85,1452.26,2642226,3837200976.85,113505,671711,25.42,1444.85,1464.7
7,7,7,7,ASIANPAINT,EQ,10-Apr-2019,1444.85,1449.8,1451.0,1405.35,1409.7,1409.85,1423.94,2608319,3714086776.7,98948,1449231,55.56,1409.85,1449.8
8,8,8,8,ASIANPAINT,EQ,11-Apr-2019,1409.85,1409.7,1431.95,1408.0,1422.0,1423.15,1422.97,1494450,2126556576.5,86008,600426,40.18,1423.15,1409.7
9,9,9,9,ASIANPAINT,EQ,12-Apr-2019,1423.15,1432.75,1444.8,1425.8,1436.0,1438.65,1438.03,1510649,2172353608.4,69490,834624,55.25,1438.65,1432.75
10,10,10,10,ASIANPAINT,EQ,15-Apr-2019,1438.65,1447.95,1451.45,1427.0,1430.0,1431.55,1439.69,791389,1139355423.4,32329,342608,43.29,1431.55,1447.95
11,11,11,11,ASIANPAINT,EQ,16-Apr-2019,1431.55,1442.75,1464.9,1440.25,1460.0,1459.0,1457.82,1463057,2132878799.75,60012,719288,49.16,1459.0,1442.75
12,12,12,12,ASIANPAINT,EQ,18-Apr-2019,1459.0,1464.0,1479.9,1460.3,1469.0,1469.6,1469.73,1425676,2095362705.35,41627,819099,57.45,1469.6,1464.0
13,13,13,13,ASIANPAINT,EQ,22-Apr-2019,1469.6,1459.95,1459.95,1435.0,1444.35,1443.35,1444.87,737603,1065740050.4,36347,327837,44.45,1443.35,1459.95
14,14,14,14,ASIANPAINT,EQ,23-Apr-2019,1443.35,1449.0,1454.9,1425.9,1429.0,1431.0,1434.75,601653,863222368.6,35095,256048,42.56,1431.0,1449.0
15,15,15,15,ASIANPAINT,EQ,24-Apr-2019,1431.0,1436.0,1459.4,1431.0,1449.3,1450.05,1449.74,1154712,1674030811.95,48273,643604,55.74,1450.05,1436.0
16,16,16,16,ASIANPAINT,EQ,25-Apr-2019,1450.05,1450.0,1460.0,1438.1,1449.0,1447.95,1450.47,1161847,1685225922.75,58032,779899,67.13,1447.95,1450.0
