,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,02-May-2019,1463.15,1465.0,1472.9,1430.1,1441.9,1436.6,1452.31,774788,1125235337.5,40980,287803,37.15,1436.6,1465.0
1,1,1,1,ASIANPAINT,EQ,03-May-2019,1436.6,1443.8,1456.0,1432.2,1436.0,1438.55,1443.92,1020007,1472806172.05,34696,468576,45.94,1438.55,1443.8
2,2,2,2,ASIANPAINT,EQ,06-May-2019,1438.55,1434.95,1448.6,1408.55,1418.0,1412.8,1423.2,1161960,1653704404.05,33537,595215,51.23,1412.8,1434.95
3,3,3,3,ASIANPAINT,EQ,07-May-2019,1412.8,1426.8,1426.8,1376.35,1391.0,1387.8,1396.83,2863939,4000436558.3,78177,1822508,63.64,1387.8,1426.8
4,4,4,4,ASIANPAINT,EQ,08-May-2019,1387.8,1382.0,1395.0,1362.6,1395.0,1385.7,1379.52,1414591,1951463399.55,40321,860170,60.81,1385.7,1382.0
5,5,5,5,ASIANPAINT,EQ,09-May-2019,1385.7,1384.95,1393.65,1346.55,1350.0,1354.2,1367.6,2628463,3594676476.1,89032,998318,37.98,1354.2,1384.95
6,6,6,6,ASIANPAINT,EQ,10-May-2019,1354.2,1314.1,1350.0,1314.1,1345.0,1341.05,1335.23,3476379,4641773918.5,143729,1638493,47.13,1341.05,1314.1
7,7,7,7,ASIANPAINT,EQ,13-May-2019,1341.05,1341.05,1345.25,1323.65,1336.55,1332.5,1332.02,862130,1148375776.4,55173,462186,53.61,1332.5,1341.05
8,8,8,8,ASIANPAINT,EQ,14-May-2019,1332.5,1330.0,1334.75,1302.1,1325.0,1320.25,1316.83,2167873,2854712285.3,87969,1263003,58.26,1320.25,1330.0
9,9,9,9,ASIANPAINT,EQ,15-May-2019,1320.25,1326.0,1329.0,1301.7,1308.0,1305.95,1310.28,996276,1305402941.0,61590,527059,52.9,1305.95,1326.0
10,10,10,10,ASIANPAINT,EQ,16-May-2019,1305.95,1312.0,1314.0,1295.85,1311.95,1304.4,1302.58,726485,946306372.25,42191,373998,51.48,1304.4,1312.0
11,11,11,11,ASIANPAINT,EQ,17-May-2019,1304.4,1305.0,1330.75,1301.0,1320.0,1320.0,1318.5,860934,1135139004.4,60475,445876,51.79,1320.0,1305.0
12,12,12,12,ASIANPAINT,EQ,20-May-2019,1320.0,1340.0,1378.4,1335.0,1372.6,1373.95,1361.32,976630,1329509560.35,57997,486686,49.83,1373.95,1340.0
13,13,13,13,ASIANPAINT,EQ,21-May-2019,1373.95,1384.0,1384.0,1352.7,1354.05,1357.75,1367.98,1166297,1595474035.25,69783,640776,54.94,1357.75,1384.0
14,14,14,14,ASIANPAINT,EQ,22-May-2019,1357.75,1360.5,1373.75,1348.05,1363.1,1368.45,1365.51,840075,1147129242.3,40586,464954,55.35,1368.45,1360.5
15,15,15,15,ASIANPAINT,EQ,23-May-2019,1368.45,1389.0,1389.0,1357.7,1362.0,1367.75,1372.87,1527569,2097149879.45,61542,995531,65.17,1367.75,1389.0
16,16,16,16,ASIANPAINT,EQ,24-May-2019,1367.75,1392.0,1400.45,1376.15,1384.0,1384.5,1388.1,980933,1361630557.85,42704,393949,40.16,1384.5,1392.0
17,17,17,17,ASIANPAINT,EQ,27-May-2019,1384.5,1386.9,1390.7,1362.7,1369.9,1366.85,1369.4,782730,1071868859.1,36837,431144,55.08,1366.85,1386.9
18,18,18,18,ASIANPAINT,EQ,28-May-2019,1366.85,1369.95,1388.85,1360.0,1360.8,1364.35,1369.08,1562891,2139729578.55,82252,961843,61.54,1364.35,1369.95
19,19,19,19,ASIANPAINT,EQ,29-May-2019,1364.35,1360.8,1366.95,1347.1,1353.55,1358.25,1355.92,582768,790185455.9,34705,282543,48.48,1358.25,1360.8
20,20,20,20,ASIANPAINT,EQ,30-May-2019,1358.25,1365.0,1392.0,1353.9,1372.0,1374.6,1373.8,1032259,1418121726.35,40380,369080,35.75,1374.6,1365.0
