,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,02-Dec-2019,1706.15,1706.2,1742.5,1698.35,1741.0,1738.25,1721.13,1476972,2542067515.8,54565,594602,40.26,1738.25,1706.2
1,1,1,1,ASIANPAINT,EQ,03-Dec-2019,1738.25,1740.0,1750.95,1725.0,1728.0,1736.45,1737.34,1374317,2387650519.75,46105,563016,40.97,1736.45,1740.0
2,2,2,2,ASIANPAINT,EQ,04-Dec-2019,1736.45,1731.2,1734.4,1710.25,1721.95,1720.3,1721.44,853421,1469111631.25,51830,427847,50.13,1720.3,1731.2
3,3,3,3,ASIANPAINT,EQ,05-Dec-2019,1720.3,1717.4,1738.15,1707.0,1716.0,1715.85,1722.83,971984,1674567540.35,52765,395132,40.65,1715.85,1717.4
4,4,4,4,ASIANPAINT,EQ,06-Dec-2019,1715.85,1722.9,1747.6,1712.85,1719.3,1716.65,1732.44,1031777,1787493473.85,41170,254643,24.68,1716.65,1722.9
5,5,5,5,ASIANPAINT,EQ,09-Dec-2019,1716.65,1725.0,1732.9,1711.0,1725.9,1726.35,1722.88,751290,1294384773.5,42771,279275,37.17,1726.35,1725.0
6,6,6,6,ASIANPAINT,EQ,10-Dec-2019,1726.35,1726.0,1732.0,1709.0,1715.0,1713.15,1717.86,686580,1179447193.3,49558,274602,40.0,1713.15,1726.0
7,7,7,7,ASIANPAINT,EQ,11-Dec-2019,1713.15,1718.0,1741.6,1713.25,1735.0,1738.2,1731.9,827804,1433675810.7,63773,332894,40.21,1738.2,1718.0
8,8,8,8,ASIANPAINT,EQ,12-Dec-2019,1738.2,1740.35,1754.0,1728.1,1747.0,1750.65,1742.12,802332,1397762219.3,53415,340162,42.4,1750.65,1740.35
9,9,9,9,ASIANPAINT,EQ,13-Dec-2019,1750.65,1751.0,1757.7,1735.55,1743.95,1743.95,1744.01,960033,1674305445.1,50875,446442,46.5,1743.95,1751.0
10,10,10,10,ASIANPAINT,EQ,16-Dec-2019,1743.95,1744.0,1752.0,1728.05,1732.6,1731.45,1737.68,707437,1229295981.25,30063,292222,41.31,1731.45,1744.0
11,11,11,11,ASIANPAINT,EQ,17-Dec-2019,1731.45,1735.2,1748.95,1730.25,1744.5,1745.4,1740.52,873024,1519513535.45,44734,552444,63.28,1745.4,1735.2
12,12,12,12,ASIANPAINT,EQ,18-Dec-2019,1745.4,1749.25,1782.0,1733.65,1779.9,1778.45,1763.13,1476506,2603265852.0,72805,648242,43.9,1778.45,1749.25
13,13,13,13,ASIANPAINT,EQ,19-Dec-2019,1778.45,1778.8,1807.8,1775.6,1800.0,1803.1,1796.38,2554245,4588398436.0,71111,1350186,52.86,1803.1,1778.8
14,14,14,14,ASIANPAINT,EQ,20-Dec-2019,1803.1,1804.95,1809.0,1795.0,1806.0,1799.25,1800.24,1419128,2554769428.1,45575,805732,56.78,1799.25,1804.95
15,15,15,15,ASIANPAINT,EQ,23-Dec-2019,1799.25,1795.8,1814.6,1786.2,1814.0,1807.55,1798.74,659899,1186987468.0,38252,223457,33.86,1807.55,1795.8
16,16,16,16,ASIANPAINT,EQ,24-Dec-2019,1807.55,1812.0,1826.0,1799.05,1800.85,1803.45,1812.6,896574,1625128352.9,36149,195430,21.8,1803.45,1812.0
17,17,17,17,ASIANPAINT,EQ,26-Dec-2019,1803.45,1799.4,1819.7,1797.05,1811.0,1809.6,1809.2,1161570,2101513325.05,35485,470576,40.51,1809.6,1799.4
