,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ASIANPAINT,EQ,01-Nov-2019,1809.6,1816.0,1821.0,1762.0,1770.0,1766.35,1778.41,1527660,2716801083.85,65734,801030,52.44,1766.35,1816.0
1,1,1,1,ASIANPAINT,EQ,04-Nov-2019,1766.35,1775.0,1790.0,1766.2,1785.0,1785.9,1779.16,821893,1462280643.65,48364,327865,39.89,1785.9,1775.0
2,2,2,2,ASIANPAINT,EQ,05-Nov-2019,1785.9,1780.0,1797.8,1767.6,1794.95,1793.85,1781.94,1251974,2230948344.6,47682,731110,58.4,1793.85,1780.0
3,3,3,3,ASIANPAINT,EQ,06-Nov-2019,1793.85,1789.0,1815.0,1780.6,1798.1,1797.6,1803.17,1136777,2049796835.05,46649,521274,45.86,1797.6,1789.0
4,4,4,4,ASIANPAINT,EQ,07-Nov-2019,1797.6,1810.0,1830.9,1798.2,1826.8,1826.95,1814.54,1380635,2505212213.8,72914,699138,50.64,1826.95,1810.0
5,5,5,5,ASIANPAINT,EQ,08-Nov-2019,1826.95,1826.0,1826.8,1790.8,1790.8,1794.85,1804.75,1077136,1943964124.95,78960,421617,39.14,1794.85,1826.0
6,6,6,6,ASIANPAINT,EQ,11-Nov-2019,1794.85,1789.95,1793.95,1768.0,1773.75,1773.95,1774.67,860384,1526894572.85,33703,420430,48.87,1773.95,1789.95
7,7,7,7,ASIANPAINT,EQ,13-Nov-2019,1773.95,1773.75,1787.0,1756.7,1769.0,1770.45,1770.33,983760,1741576489.5,50961,440807,44.81,1770.45,1773.75
8,8,8,8,ASIANPAINT,EQ,14-Nov-2019,1770.45,1778.0,1800.0,1766.45,1770.2,1771.85,1780.59,1116800,1988563051.35,48710,425773,38.12,1771.85,1778.0
9,9,9,9,ASIANPAINT,EQ,15-Nov-2019,1771.85,1780.85,1784.0,1756.3,1760.0,1760.7,1769.85,729613,1291305089.5,34367,394186,54.03,1760.7,1780.85
10,10,10,10,ASIANPAINT,EQ,18-Nov-2019,1760.7,1760.7,1765.45,1734.5,1742.0,1739.0,1742.87,1273055,2218768393.55,75506,642892,50.5,1739.0,1760.7
11,11,11,11,ASIANPAINT,EQ,19-Nov-2019,1739.0,1747.95,1748.0,1718.5,1723.0,1721.35,1728.15,1187377,2051962881.6,66120,744098,62.67,1721.35,1747.95
12,12,12,12,ASIANPAINT,EQ,20-Nov-2019,1721.35,1729.9,1748.85,1715.45,1723.0,1723.5,1728.2,1374382,2375207490.25,56776,587781,42.77,1723.5,1729.9
13,13,13,13,ASIANPAINT,EQ,21-Nov-2019,1723.5,1727.9,1734.85,1711.0,1719.0,1720.35,1721.12,913095,1571547945.8,57876,439420,48.12,1720.35,1727.9
14,14,14,14,ASIANPAINT,EQ,22-Nov-2019,1720.35,1710.0,1713.95,1676.0,1682.8,1682.75,1692.21,1275334,2158137177.85,72412,554009,43.44,1682.75,1710.0
15,15,15,15,ASIANPAINT,EQ,25-Nov-2019,1682.75,1684.0,1718.0,1666.15,1716.95,1710.7,1689.34,1320689,2231099334.3,53391,573528,43.43,1710.7,1684.0
16,16,16,16,ASIANPAINT,EQ,26-Nov-2019,1710.7,1718.0,1728.85,1687.6,1719.1,1710.3,1710.46,2714721,4643433858.8,75798,1935195,71.29,1710.3,1718.0
17,17,17,17,ASIANPAINT,EQ,27-Nov-2019,1710.3,1714.0,1731.0,1704.6,1719.8,1715.35,1718.79,883771,1519018140.95,58586,324525,36.72,1715.35,1714.0
18,18,18,18,ASIANPAINT,EQ,28-Nov-2019,1715.35,1718.25,1727.55,1701.75,1717.0,1714.6,1714.16,691147,1184737862.05,36864,194893,28.2,1714.6,1718.25
