,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ADANIENT,EQ,02-Mar-2020,218.65,223.0,226.7,216.15,218.0,218.6,222.15,3162614,702561691.2,19406,528799,16.72,218.6,223.0
1,ADANIENT,EQ,03-Mar-2020,218.6,221.0,228.65,219.25,224.95,225.75,223.7,2992170,669357788.5,17147,700989,23.43,225.75,221.0
2,ADANIENT,EQ,04-Mar-2020,225.75,226.1,227.0,213.55,222.7,221.1,219.77,5216787,1146474334.4,23482,669230,12.83,221.1,226.1
3,ADANIENT,EQ,05-Mar-2020,221.1,223.75,226.85,219.35,221.0,221.75,223.25,3159080,705273069.95,22545,372056,11.78,221.75,223.75
4,ADANIENT,EQ,06-Mar-2020,221.75,215.1,216.75,207.5,212.0,214.75,212.6,4375226,930157662.15,28384,325851,7.45,214.75,215.1
5,ADANIENT,EQ,09-Mar-2020,214.75,207.0,208.5,197.25,198.85,199.7,203.37,2763989,562114487.55,17488,393278,14.23,199.7,207.0
6,ADANIENT,EQ,11-Mar-2020,199.7,197.4,205.0,192.25,192.55,195.75,199.33,3763191,750123673.85,21387,336741,8.95,195.75,197.4
7,ADANIENT,EQ,12-Mar-2020,195.75,180.1,183.9,160.45,161.25,162.15,171.55,4834390,829321785.1,31733,590824,12.22,162.15,180.1
8,ADANIENT,EQ,13-Mar-2020,162.15,145.95,161.35,129.75,150.3,148.75,150.25,7463676,1121439145.75,53874,1133133,15.18,148.75,145.95
9,ADANIENT,EQ,16-Mar-2020,148.75,141.0,142.3,128.65,135.8,134.7,137.39,6582849,904439091.2,40424,1282227,19.48,134.7,141.0
10,ADANIENT,EQ,17-Mar-2020,134.7,135.7,142.55,130.5,134.5,133.4,135.07,6388062,862809713.85,36452,1600392,25.05,133.4,135.7
11,ADANIENT,EQ,18-Mar-2020,133.4,135.9,137.0,127.1,132.5,130.2,131.38,4255688,559098600.65,35656,1042913,24.51,130.2,135.9
12,ADANIENT,EQ,19-Mar-2020,130.2,121.0,132.95,118.2,130.0,128.9,125.84,5517080,694275216.0,29278,1027051,18.62,128.9,121.0
13,ADANIENT,EQ,20-Mar-2020,128.9,138.0,141.6,128.7,138.75,137.7,135.52,4496401,609360425.55,27480,679040,15.1,137.7,138.0
14,ADANIENT,EQ,23-Mar-2020,137.7,123.05,135.0,118.2,120.15,120.9,126.54,1456143,184262892.65,14699,367618,25.25,120.9,123.05
15,ADANIENT,EQ,24-Mar-2020,120.9,125.0,132.95,116.4,131.8,130.35,125.63,5125923,643964810.1,19507,3210068,62.62,130.35,125.0
16,ADANIENT,EQ,25-Mar-2020,130.35,126.0,134.9,125.0,134.0,132.3,129.7,2771318,359444697.6,19080,973175,35.12,132.3,126.0
17,ADANIENT,EQ,26-Mar-2020,132.3,135.0,152.0,132.05,140.0,140.25,142.42,7980255,1136549768.45,34716,3850624,48.25,140.25,135.0
