,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ADANIENT,EQ,01-Feb-2020,229.45,228.0,233.65,220.8,221.65,222.8,227.05,3046388,691681169.1,18026,305261,10.02,222.8,228.0
1,ADANIENT,EQ,03-Feb-2020,222.8,221.7,224.65,215.6,221.4,220.9,220.83,2720614,600791658.5,16315,176647,6.49,220.9,221.7
2,ADANIENT,EQ,04-Feb-2020,220.9,222.65,227.15,222.05,224.6,225.45,225.19,2028088,456711544.05,11967,290240,14.31,225.45,222.65
3,ADANIENT,EQ,05-Feb-2020,225.45,226.75,239.3,222.55,236.9,236.25,231.26,8985919,2078126734.2,58565,658994,7.33,236.25,226.75
4,ADANIENT,EQ,06-Feb-2020,236.25,237.4,243.6,234.1,234.7,236.5,239.0,8852675,2115780224.55,55491,1135069,12.82,236.5,237.4
5,ADANIENT,EQ,07-Feb-2020,236.5,236.4,242.15,235.25,238.45,239.5,239.54,5052443,1210245103.25,38871,924581,18.3,239.5,236.4
6,ADANIENT,EQ,10-Feb-2020,239.5,239.5,245.15,237.55,243.7,244.5,242.4,5588211,1354598507.5,41378,1335516,23.9,244.5,239.5
7,ADANIENT,EQ,11-Feb-2020,244.5,245.2,248.6,243.65,244.5,245.3,246.34,3533751,870512324.0,23934,493457,13.96,245.3,245.2
8,ADANIENT,EQ,12-Feb-2020,245.3,245.9,251.4,245.0,248.75,249.7,249.3,4490312,1119443785.25,31166,919008,20.47,249.7,245.9
9,ADANIENT,EQ,13-Feb-2020,249.7,249.8,252.75,248.25,251.0,251.45,250.81,2563148,642851909.6,18466,495465,19.33,251.45,249.8
10,ADANIENT,EQ,14-Feb-2020,251.45,252.5,258.6,251.55,255.95,256.15,256.0,4968325,1271877366.05,38927,1050348,21.14,256.15,252.5
11,ADANIENT,EQ,17-Feb-2020,256.15,256.9,257.4,251.65,252.6,252.5,254.82,2411524,614509672.45,18128,248964,10.32,252.5,256.9
12,ADANIENT,EQ,18-Feb-2020,252.5,251.65,251.65,245.25,248.9,249.45,248.3,2430446,603478945.5,16739,275343,11.33,249.45,251.65
13,ADANIENT,EQ,19-Feb-2020,249.45,250.0,255.5,249.9,252.85,254.0,253.23,2101729,532231308.1,13713,219673,10.45,254.0,250.0
14,ADANIENT,EQ,20-Feb-2020,254.0,253.2,261.0,252.65,257.7,258.65,257.39,3108173,800010870.55,18560,501788,16.14,258.65,253.2
15,ADANIENT,EQ,24-Feb-2020,258.65,254.8,255.85,244.1,244.95,247.25,250.29,3309214,828264392.1,18619,572209,17.29,247.25,254.8
16,ADANIENT,EQ,25-Feb-2020,247.25,249.8,251.75,242.4,246.25,246.45,247.2,3309962,818237334.6,18849,328416,9.92,246.45,249.8
17,ADANIENT,EQ,26-Feb-2020,246.45,244.0,246.3,241.0,241.4,242.8,244.05,2897390,707098850.75,17903,374678,12.93,242.8,244.0
18,ADANIENT,EQ,27-Feb-2020,242.8,241.45,241.45,232.05,232.5,234.15,236.73,3568055,844681609.45,20571,375879,10.53,234.15,241.45
