,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,ADANIENT,EQ,01-Sep-2020,279.55,279.95,287.05,271.55,282.45,281.1,279.25,5169526,1443578290.3,51037,530134,10.25,281.1,279.95
1,1,1,ADANIENT,EQ,02-Sep-2020,281.1,283.0,306.0,280.4,292.8,293.05,295.95,17406700,5151486759.25,150170,1260286,7.24,293.05,283.0
2,2,2,ADANIENT,EQ,03-Sep-2020,293.05,294.75,298.7,287.65,290.7,291.25,293.83,9061932,2662695663.1,85821,665823,7.35,291.25,294.75
3,3,3,ADANIENT,EQ,04-Sep-2020,291.25,284.0,293.45,280.1,285.0,285.15,286.24,6720255,1923627591.75,66933,522679,7.78,285.15,284.0
4,4,4,ADANIENT,EQ,07-Sep-2020,285.15,285.15,291.7,282.05,285.35,285.25,286.61,5812023,1665810535.3,48038,425633,7.32,285.25,285.15
5,5,5,ADANIENT,EQ,08-Sep-2020,285.25,286.0,289.8,273.55,275.75,277.7,283.06,5660442,1602223902.35,44754,595451,10.52,277.7,286.0
6,6,6,ADANIENT,EQ,09-Sep-2020,277.7,276.9,286.9,274.4,285.2,283.05,280.5,6661093,1868451346.85,50783,913720,13.72,283.05,276.9
7,7,7,ADANIENT,EQ,10-Sep-2020,283.05,287.65,307.95,285.9,297.2,298.3,299.65,25430550,7620193746.2,207786,1466118,5.77,298.3,287.65
8,8,8,ADANIENT,EQ,11-Sep-2020,298.3,299.0,303.65,292.1,295.4,296.0,297.79,9743753,2901637043.65,76058,1140470,11.7,296.0,299.0
9,9,9,ADANIENT,EQ,14-Sep-2020,296.0,301.8,304.0,290.15,292.5,293.15,298.72,6120187,1828225191.05,63888,1315328,21.49,293.15,301.8
10,10,10,ADANIENT,EQ,15-Sep-2020,293.15,294.9,298.7,270.0,290.0,288.55,292.8,2552782,747458911.9,29842,468332,18.35,288.55,294.9
11,11,11,ADANIENT,EQ,16-Sep-2020,288.55,292.7,302.85,290.1,297.55,297.1,298.13,6159258,1836262063.95,59646,1146973,18.62,297.1,292.7
12,12,12,ADANIENT,EQ,17-Sep-2020,297.1,295.0,300.8,292.15,293.6,293.7,296.11,2466000,730218923.55,28129,480633,19.49,293.7,295.0
13,13,13,ADANIENT,EQ,18-Sep-2020,293.7,297.6,299.7,287.3,291.6,291.55,293.25,2744797,804906324.9,28522,491862,17.92,291.55,297.6
14,14,14,ADANIENT,EQ,21-Sep-2020,291.55,293.0,296.25,265.0,277.5,277.1,284.79,6460064,1839756128.2,48818,2464491,38.15,277.1,293.0
15,15,15,ADANIENT,EQ,22-Sep-2020,277.1,278.25,283.0,257.5,281.85,280.4,272.72,12536116,3418891179.6,102459,993342,7.92,280.4,278.25
16,16,16,ADANIENT,EQ,23-Sep-2020,280.4,283.95,296.25,278.45,281.85,283.55,287.54,8864858,2549014971.95,73997,578071,6.52,283.55,283.95
17,17,17,ADANIENT,EQ,24-Sep-2020,283.55,277.95,281.25,269.5,271.2,270.45,274.65,3690059,1013478278.2,33113,559332,15.16,270.45,277.95
