,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ADANIENT,EQ,01-Jun-2020,148.35,150.0,154.9,149.5,149.95,150.5,152.21,3985103,606573814.9,24794,793274,19.91,150.5,150.0
1,ADANIENT,EQ,02-Jun-2020,150.5,151.0,152.6,148.25,149.9,149.95,150.47,2482873,373593471.1,23292,576909,23.24,149.95,151.0
2,ADANIENT,EQ,03-Jun-2020,149.95,151.75,157.9,149.6,150.1,150.65,154.88,5875945,910038616.6,52245,873203,14.86,150.65,151.75
3,ADANIENT,EQ,04-Jun-2020,150.65,150.5,153.9,146.15,148.3,148.0,149.57,3146640,470651043.3,27072,473067,15.03,148.0,150.5
4,ADANIENT,EQ,05-Jun-2020,148.0,148.9,155.0,148.45,153.2,152.45,152.41,4111098,626567483.75,42550,992822,24.15,152.45,148.9
5,ADANIENT,EQ,08-Jun-2020,152.45,155.6,158.5,150.65,152.9,152.65,155.18,4900204,760420240.3,51110,789980,16.12,152.65,155.6
6,ADANIENT,EQ,09-Jun-2020,152.65,154.2,156.7,151.05,151.5,151.9,153.76,3005662,462154810.25,21847,452690,15.06,151.9,154.2
7,ADANIENT,EQ,10-Jun-2020,151.9,152.75,154.75,150.25,151.75,151.85,152.62,4135128,631102879.65,55083,503921,12.19,151.85,152.75
8,ADANIENT,EQ,11-Jun-2020,151.85,151.85,165.45,150.25,152.65,151.8,158.29,16533100,2617048912.2,96730,2617307,15.83,151.8,151.85
9,ADANIENT,EQ,12-Jun-2020,151.8,144.0,153.3,141.0,152.65,152.3,148.02,4817495,713064550.5,32778,890504,18.48,152.3,144.0
10,ADANIENT,EQ,15-Jun-2020,152.3,151.8,156.85,148.25,149.1,149.25,152.2,3214996,489307940.35,25000,746675,23.22,149.25,151.8
11,ADANIENT,EQ,16-Jun-2020,149.25,153.5,154.0,142.75,145.85,146.2,148.63,2640412,392433335.8,22623,640110,24.24,146.2,153.5
12,ADANIENT,EQ,17-Jun-2020,146.2,145.0,148.45,143.45,147.4,147.15,146.81,1252826,183921828.75,11425,212573,16.97,147.15,145.0
13,ADANIENT,EQ,18-Jun-2020,147.15,146.7,149.45,146.0,148.0,147.85,147.86,2037815,301310525.25,16346,653040,32.05,147.85,146.7
14,ADANIENT,EQ,19-Jun-2020,147.85,149.6,154.4,148.9,153.0,152.7,151.81,5245929,796399460.2,26119,2387307,45.51,152.7,149.6
15,ADANIENT,EQ,22-Jun-2020,152.7,154.5,156.2,153.6,154.8,154.65,155.1,4663344,723278316.7,18868,2797388,59.99,154.65,154.5
16,ADANIENT,EQ,23-Jun-2020,154.65,157.0,161.8,155.55,157.1,157.2,158.27,4790124,758114765.8,31871,1074407,34.36,157.2,157.0
17,ADANIENT,EQ,24-Jun-2020,157.2,159.1,163.0,153.5,155.4,154.8,158.6,4078243,646824723.45,32527,857470,21.03,154.8,159.1
18,ADANIENT,EQ,25-Jun-2020,154.8,153.25,169.2,153.0,162.5,161.65,163.44,14628400,2390935283.15,89043,2164390,14.8,161.65,153.25
