,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ADANIENT,EQ,01-Oct-2020,297.1,299.8,311.95,296.0,310.0,308.15,303.2,6914505,2096452483.0,50276,1202390,17.39,308.15,299.8
1,ADANIENT,EQ,05-Oct-2020,308.15,311.5,334.5,307.35,327.9,326.6,321.41,20009598,6431324037.1,152474,1505505,7.52,326.6,311.5
2,ADANIENT,EQ,06-Oct-2020,326.6,329.4,331.15,320.3,325.65,327.15,325.56,7705557,2508619907.2,66051,646169,8.39,327.15,329.4
3,ADANIENT,EQ,07-Oct-2020,327.15,325.15,335.6,323.25,327.45,330.1,329.82,8234015,2715709066.3,63855,692016,8.4,330.1,325.15
4,ADANIENT,EQ,08-Oct-2020,330.1,329.0,329.8,310.5,318.95,316.25,322.01,4125999,1328601150.5,38669,920735,22.32,316.25,329.0
5,ADANIENT,EQ,09-Oct-2020,316.25,318.8,322.05,310.5,314.85,313.0,317.16,2468904,783039101.7,28539,342398,13.87,313.0,318.8
6,ADANIENT,EQ,12-Oct-2020,313.0,315.0,322.7,313.0,315.5,315.35,317.15,2556329,810732979.3,26557,611234,23.91,315.35,315.0
7,ADANIENT,EQ,13-Oct-2020,315.35,315.5,316.8,309.75,314.5,313.2,313.21,1454129,455442328.9,16095,386653,26.59,313.2,315.5
8,ADANIENT,EQ,14-Oct-2020,313.2,312.95,315.7,310.05,314.35,313.4,312.86,1517710,474830335.0,17527,332589,21.91,313.4,312.95
9,ADANIENT,EQ,15-Oct-2020,313.4,315.0,325.85,305.35,308.0,307.1,318.03,4960733,1577685848.85,57211,688531,13.88,307.1,315.0
10,ADANIENT,EQ,16-Oct-2020,307.1,309.25,313.95,305.35,307.8,307.0,309.67,1871538,579562622.1,24631,301135,16.09,307.0,309.25
11,ADANIENT,EQ,19-Oct-2020,307.0,309.9,319.25,309.35,317.95,316.95,314.14,3330111,1046137112.2,33767,682142,20.48,316.95,309.9
12,ADANIENT,EQ,20-Oct-2020,316.95,315.3,327.85,313.5,320.0,321.9,323.43,7199010,2328367475.4,58834,752965,10.46,321.9,315.3
13,ADANIENT,EQ,21-Oct-2020,321.9,322.0,324.7,306.0,310.5,312.0,315.66,4998996,1577975850.15,40184,600507,12.01,312.0,322.0
14,ADANIENT,EQ,22-Oct-2020,312.0,311.0,314.8,309.0,311.3,311.5,312.15,2381193,743285000.65,20514,248711,10.44,311.5,311.0
15,ADANIENT,EQ,23-Oct-2020,311.5,314.0,322.45,313.3,314.65,315.45,318.08,4159352,1322991471.9,41468,317823,7.64,315.45,314.0
16,ADANIENT,EQ,26-Oct-2020,315.45,318.0,318.7,305.05,306.15,307.4,313.27,4397443,1377592913.85,30003,633033,14.4,307.4,318.0
17,ADANIENT,EQ,27-Oct-2020,307.4,308.0,315.35,303.0,314.2,314.05,309.77,3550035,1099695981.4,29626,437481,12.32,314.05,308.0
18,ADANIENT,EQ,28-Oct-2020,314.05,313.8,320.8,309.85,318.2,318.85,315.19,3098009,976469239.75,31356,398087,12.85,318.85,313.8
19,ADANIENT,EQ,29-Oct-2020,318.85,315.4,332.35,313.2,332.0,328.9,323.95,6897070,2234310516.3,65133,866138,12.56,328.9,315.4
