,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,ADANIENT,EQ,04-May-2020,141.4,136.9,137.5,130.0,131.5,131.55,132.5,6013356,796788476.4,37151,1670026,27.77,131.55,136.9
1,ADANIENT,EQ,05-May-2020,131.55,135.0,136.35,131.8,133.15,132.7,134.29,3112486,417988308.65,24886,824778,26.5,132.7,135.0
2,ADANIENT,EQ,06-May-2020,132.7,133.65,135.4,127.3,131.15,133.25,131.52,6688490,879667550.35,51885,472745,7.07,133.25,133.65
3,ADANIENT,EQ,07-May-2020,133.25,131.1,135.65,130.0,135.25,134.9,134.29,2423478,325447895.45,21123,739436,30.51,134.9,131.1
4,ADANIENT,EQ,08-May-2020,134.9,136.9,139.35,136.2,137.0,137.15,137.55,2431475,334447752.1,19115,589247,24.23,137.15,136.9
5,ADANIENT,EQ,11-May-2020,137.15,137.85,143.3,137.5,139.3,140.05,141.12,2900722,409356336.05,22483,925429,31.9,140.05,137.85
6,ADANIENT,EQ,12-May-2020,140.05,138.5,140.7,133.2,139.75,139.9,137.46,2901951,398898510.4,20537,656293,22.62,139.9,138.5
7,ADANIENT,EQ,13-May-2020,139.9,145.0,145.0,140.75,141.1,141.15,142.15,3115040,442818368.95,21894,1345423,43.19,141.15,145.0
8,ADANIENT,EQ,14-May-2020,141.15,139.55,142.35,137.4,140.5,140.9,140.26,1587450,222663655.65,10379,476693,30.03,140.9,139.55
9,ADANIENT,EQ,15-May-2020,140.9,141.4,143.7,140.0,141.05,141.05,141.89,2145698,304456147.9,16299,631049,29.41,141.05,141.4
10,ADANIENT,EQ,18-May-2020,141.05,144.8,146.4,134.35,135.9,135.9,141.11,4941536,697296019.25,34898,611539,12.38,135.9,144.8
11,ADANIENT,EQ,19-May-2020,135.9,137.8,145.9,134.45,139.3,139.7,140.55,5564396,782059402.6,37989,901880,16.21,139.7,137.8
12,ADANIENT,EQ,20-May-2020,139.7,139.5,143.2,138.0,142.0,141.35,140.98,2872608,404993435.45,19958,275346,9.59,141.35,139.5
13,ADANIENT,EQ,21-May-2020,141.35,142.2,144.0,137.05,138.15,138.3,140.2,2682563,376096148.55,22923,804669,30.0,138.3,142.2
14,ADANIENT,EQ,22-May-2020,138.3,138.0,141.2,136.6,138.05,138.1,138.49,2449109,339164911.5,15384,595562,24.32,138.1,138.0
15,ADANIENT,EQ,26-May-2020,138.1,139.0,143.3,138.35,139.1,139.5,140.77,2657870,374145673.4,23189,776833,29.23,139.5,139.0
16,ADANIENT,EQ,27-May-2020,139.5,139.75,141.6,138.5,140.0,141.0,140.32,2224751,312180825.3,14416,553432,24.88,141.0,139.75
17,ADANIENT,EQ,28-May-2020,141.0,141.7,144.4,140.6,142.7,142.65,142.6,2816729,401679609.25,17960,648286,23.02,142.65,141.7
