,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,ADANIENT,EQ,02-Nov-2020,339.7,339.1,344.3,333.05,340.25,341.1,340.09,4272022,1452882459.15,41178,404645,9.47,341.1,339.1
1,1,1,ADANIENT,EQ,03-Nov-2020,341.1,344.0,349.6,340.15,345.0,344.8,344.64,4078834,1405732536.15,37442,713894,17.5,344.8,344.0
2,2,2,ADANIENT,EQ,04-Nov-2020,344.8,342.6,359.5,337.5,350.0,351.85,348.57,9701398,3381574771.0,97728,530773,5.47,351.85,342.6
3,3,3,ADANIENT,EQ,05-Nov-2020,351.85,353.0,354.95,345.25,351.5,352.75,349.92,5361436,1876062024.05,52645,764301,14.26,352.75,353.0
4,4,4,ADANIENT,EQ,06-Nov-2020,352.75,352.0,353.85,345.05,350.5,352.1,350.07,3863486,1352486229.35,33357,409513,10.6,352.1,352.0
5,5,5,ADANIENT,EQ,09-Nov-2020,352.1,354.0,364.7,351.85,356.8,357.9,358.68,6278843,2252085941.2,53415,626894,9.98,357.9,354.0
6,6,6,ADANIENT,EQ,10-Nov-2020,357.9,358.1,361.75,353.2,360.15,359.5,357.59,3590100,1283786137.8,30134,356877,9.94,359.5,358.1
7,7,7,ADANIENT,EQ,11-Nov-2020,359.5,359.2,362.7,354.05,361.0,360.1,358.64,2869576,1029155917.2,25031,253495,8.83,360.1,359.2
8,8,8,ADANIENT,EQ,12-Nov-2020,360.1,358.2,369.5,358.0,365.3,365.55,365.33,4199715,1534288429.05,33939,474137,11.29,365.55,358.2
9,9,9,ADANIENT,EQ,13-Nov-2020,365.55,364.0,371.65,362.05,368.4,368.6,367.75,2786714,1024826364.0,25982,234993,8.43,368.6,364.0
10,10,10,ADANIENT,EQ,14-Nov-2020,368.6,369.8,372.85,369.5,369.85,371.25,371.43,620753,230563200.0,6326,206871,33.33,371.25,369.8
11,11,11,ADANIENT,EQ,17-Nov-2020,371.25,372.0,401.95,371.0,393.4,394.3,388.4,10496968,4076981235.2,89625,921242,8.78,394.3,372.0
12,12,12,ADANIENT,EQ,18-Nov-2020,394.3,393.95,404.7,387.4,392.0,394.5,395.65,8656493,3424973766.2,87829,1112423,12.85,394.5,393.95
13,13,13,ADANIENT,EQ,19-Nov-2020,394.5,390.0,398.5,377.8,384.65,385.75,390.19,7731483,3016767508.15,58657,853168,11.03,385.75,390.0
14,14,14,ADANIENT,EQ,20-Nov-2020,385.75,385.1,402.0,385.0,386.6,388.3,392.07,5490838,2152766851.3,53532,445445,8.11,388.3,385.1
15,15,15,ADANIENT,EQ,23-Nov-2020,388.3,390.1,413.7,383.1,406.95,409.05,399.58,7318547,2924327297.95,77500,961143,13.13,409.05,390.1
16,16,16,ADANIENT,EQ,24-Nov-2020,409.05,409.9,415.5,404.2,407.55,407.2,409.95,6167783,2528490573.3,61496,1115585,18.09,407.2,409.9
17,17,17,ADANIENT,EQ,25-Nov-2020,407.2,408.95,411.5,393.0,399.65,399.25,402.44,3448648,1387872288.45,41919,590735,17.13,399.25,408.95
18,18,18,ADANIENT,EQ,26-Nov-2020,399.25,402.8,411.55,399.15,401.9,401.95,404.58,5490958,2221523583.55,54492,659102,12.0,401.95,402.8
