,Unnamed: 0,Unnamed: 0.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,ADANIENT,EQ,01-Dec-2020,398.4,398.0,423.95,395.1,422.0,421.9,414.64,7846125,3253356352.4,63473,1145408,14.6,421.9,398.0
1,1,1,ADANIENT,EQ,02-Dec-2020,421.9,420.55,461.9,419.35,452.45,453.75,445.42,16821595,7492597540.35,136223,1122639,6.67,453.75,420.55
2,2,2,ADANIENT,EQ,03-Dec-2020,453.75,453.75,457.0,443.25,445.9,447.55,448.46,6848649,3071335924.75,62819,1377842,20.12,447.55,453.75
3,3,3,ADANIENT,EQ,04-Dec-2020,447.55,449.0,456.55,442.0,446.0,445.95,448.93,4131360,1854704555.8,38726,485208,11.74,445.95,449.0
4,4,4,ADANIENT,EQ,07-Dec-2020,445.95,446.0,466.35,445.95,455.35,457.55,455.56,5371039,2446842902.8,50658,614690,11.44,457.55,446.0
5,5,5,ADANIENT,EQ,08-Dec-2020,457.55,457.55,462.3,446.55,450.8,451.9,454.47,3872952,1760146842.2,39842,407525,10.52,451.9,457.55
6,6,6,ADANIENT,EQ,09-Dec-2020,451.9,454.0,458.1,447.3,449.5,449.1,452.13,2798049,1265087102.3,28205,331029,11.83,449.1,454.0
7,7,7,ADANIENT,EQ,10-Dec-2020,449.1,448.0,452.25,438.05,446.05,447.25,445.49,3113868,1387196177.5,30711,269222,8.65,447.25,448.0
8,8,8,ADANIENT,EQ,11-Dec-2020,447.25,447.25,451.8,440.4,448.85,449.8,447.56,2940168,1315901506.25,29698,327546,11.14,449.8,447.25
9,9,9,ADANIENT,EQ,14-Dec-2020,449.8,451.0,462.0,447.0,454.45,455.15,454.65,3762369,1710568818.3,40441,434749,11.56,455.15,451.0
10,10,10,ADANIENT,EQ,15-Dec-2020,455.15,455.5,464.05,446.55,462.2,462.45,457.24,4779869,2185563543.25,53581,508486,10.64,462.45,455.5
11,11,11,ADANIENT,EQ,16-Dec-2020,462.45,462.5,467.55,457.55,463.0,463.25,462.55,4088505,1891126660.9,40984,326366,7.98,463.25,462.5
12,12,12,ADANIENT,EQ,17-Dec-2020,463.25,463.4,473.95,455.1,461.0,459.3,465.6,4912523,2287291582.4,65439,554319,11.28,459.3,463.4
13,13,13,ADANIENT,EQ,18-Dec-2020,459.3,461.0,464.2,450.8,455.65,455.15,456.21,2159692,985272997.4,23249,285806,13.23,455.15,461.0
14,14,14,ADANIENT,EQ,21-Dec-2020,455.15,454.0,460.75,409.65,427.5,429.2,440.63,5350194,2357468171.1,53838,739763,13.83,429.2,454.0
15,15,15,ADANIENT,EQ,22-Dec-2020,429.2,428.2,461.55,418.1,458.0,458.8,442.35,8342699,3690379601.95,91578,884362,10.6,458.8,428.2
16,16,16,ADANIENT,EQ,23-Dec-2020,458.8,458.0,466.8,454.2,463.7,463.6,460.75,4604130,2121362159.55,46272,776777,16.87,463.6,458.0
17,17,17,ADANIENT,EQ,24-Dec-2020,463.6,465.0,479.85,462.4,471.95,473.65,471.69,7985151,3766494775.6,71535,1137899,14.25,473.65,465.0
18,18,18,ADANIENT,EQ,28-Dec-2020,473.65,473.0,507.0,472.7,490.35,490.85,495.3,13714406,6792681492.0,137295,1018550,7.43,490.85,473.0
19,19,19,ADANIENT,EQ,29-Dec-2020,490.85,492.0,499.15,484.7,487.0,489.2,492.18,5849496,2879012308.7,64854,710135,12.14,489.2,492.0
20,20,20,ADANIENT,EQ,30-Dec-2020,489.2,489.2,496.0,478.4,480.0,484.15,488.75,5419517,2648794227.05,61643,888795,16.4,484.15,489.2
21,21,21,ADANIENT,EQ,31-Dec-2020,484.15,481.0,484.0,435.75,477.0,479.55,476.54,7575962,3610218919.2,62146,1428157,18.85,479.55,481.0
