,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,AMBUJACEM,EQ,01-Jan-2021,248.85,249.0,251.7,248.15,250.95,250.85,250.31,4011077,1004004884.35,24199,1311870,32.71,250.85,249.0
1,1,AMBUJACEM,EQ,04-Jan-2021,250.85,252.9,253.8,250.0,253.3,252.9,251.87,4860584,1224256067.05,40746,1510581,31.08,252.9,252.9
2,2,AMBUJACEM,EQ,05-Jan-2021,252.9,252.0,256.65,250.45,254.8,254.2,253.47,9383253,2378335949.9,58535,3273588,34.89,254.2,252.0
3,3,AMBUJACEM,EQ,06-Jan-2021,254.2,255.4,262.0,253.25,260.65,261.1,257.8,8653520,2230854963.35,65141,3024167,34.95,261.1,255.4
4,4,AMBUJACEM,EQ,07-Jan-2021,261.1,265.0,267.1,261.2,263.35,263.0,264.7,7685276,2034329816.35,47640,2372878,30.88,263.0,265.0
5,5,AMBUJACEM,EQ,08-Jan-2021,263.0,265.0,271.4,264.3,269.0,269.95,268.46,8135272,2183990162.85,55445,2979203,36.62,269.95,265.0
6,6,AMBUJACEM,EQ,11-Jan-2021,269.95,268.8,271.8,266.0,269.7,270.35,269.55,6276642,1691873363.7,67870,2301629,36.67,270.35,268.8
7,7,AMBUJACEM,EQ,12-Jan-2021,270.35,270.0,274.6,266.7,266.8,268.1,270.18,5997355,1620390390.75,59027,1498523,24.99,268.1,270.0
8,8,AMBUJACEM,EQ,13-Jan-2021,268.1,268.1,269.4,261.1,264.5,264.9,264.64,5267492,1393966404.45,39433,1410109,26.77,264.9,268.1
9,9,AMBUJACEM,EQ,14-Jan-2021,264.9,265.0,270.5,263.15,266.4,267.05,266.13,4747011,1263338787.75,42550,1193653,25.15,267.05,265.0
10,10,AMBUJACEM,EQ,15-Jan-2021,267.05,266.4,267.0,259.6,264.1,264.1,263.2,5926799,1559921163.05,32145,2809718,47.41,264.1,266.4
11,11,AMBUJACEM,EQ,18-Jan-2021,264.1,264.1,264.55,248.0,255.95,256.05,254.68,7230336,1841428009.15,55758,2473625,34.21,256.05,264.1
12,12,AMBUJACEM,EQ,19-Jan-2021,256.05,256.95,262.8,256.3,261.85,261.95,259.91,3685114,957815293.8,24520,1375365,37.32,261.95,256.95
13,13,AMBUJACEM,EQ,20-Jan-2021,261.95,261.0,263.85,257.65,261.0,262.1,260.67,4999049,1303093605.95,35226,2517258,50.35,262.1,261.0
14,14,AMBUJACEM,EQ,21-Jan-2021,262.1,263.5,265.35,249.1,254.7,252.55,259.84,8233030,2139309202.2,48942,3357973,40.79,252.55,263.5
15,15,AMBUJACEM,EQ,22-Jan-2021,252.55,255.0,259.9,250.9,258.3,257.7,256.56,6396348,1641042607.8,46058,1355721,21.2,257.7,255.0
16,16,AMBUJACEM,EQ,25-Jan-2021,257.7,261.4,264.25,254.9,257.0,257.0,259.0,9713572,2515836309.85,65069,4200689,43.25,257.0,261.4
17,17,AMBUJACEM,EQ,27-Jan-2021,257.0,256.1,260.5,251.2,252.0,252.5,254.62,9165809,2333812006.3,47978,4894308,53.4,252.5,256.1
18,18,AMBUJACEM,EQ,28-Jan-2021,252.5,250.0,250.5,246.0,248.0,248.0,248.11,9545181,2368290278.05,52197,4335605,45.42,248.0,250.0
