,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,AMBUJACEM,EQ,01-Dec-2021,374.6,379.6,380.45,368.05,371.85,371.4,371.35,4416048,1639901622.05,63930,2588750,58.62,371.4,379.6
1,AMBUJACEM,EQ,02-Dec-2021,371.4,371.9,379.4,368.0,378.4,377.35,374.86,2307562,865008017.95,55524,1357543,58.83,377.35,371.9
2,AMBUJACEM,EQ,03-Dec-2021,377.35,377.3,387.4,375.8,376.85,376.6,381.96,5101471,1948570681.5,46548,2217472,43.47,376.6,377.3
3,AMBUJACEM,EQ,06-Dec-2021,376.6,378.6,378.95,368.3,369.95,370.15,373.91,1157264,432710532.3,20562,466600,40.32,370.15,378.6
4,AMBUJACEM,EQ,07-Dec-2021,370.15,372.9,377.25,370.9,372.85,372.75,373.63,1229614,459417874.7,20570,481361,39.15,372.75,372.9
5,AMBUJACEM,EQ,08-Dec-2021,372.75,376.4,380.4,375.2,377.6,376.95,377.41,1526507,576114180.35,45514,746439,48.9,376.95,376.4
6,AMBUJACEM,EQ,09-Dec-2021,376.95,379.4,381.0,375.1,377.55,377.55,377.51,1862168,702992829.25,29325,738648,39.67,377.55,379.4
7,AMBUJACEM,EQ,10-Dec-2021,377.55,377.6,381.35,376.65,377.7,377.65,378.69,1486593,562961391.05,22905,682073,45.88,377.65,377.6
8,AMBUJACEM,EQ,13-Dec-2021,377.65,382.65,382.65,378.6,379.4,379.85,380.11,2654339,1008936323.35,37345,1689566,63.65,379.85,382.65
9,AMBUJACEM,EQ,14-Dec-2021,379.85,377.9,380.85,374.0,377.4,378.55,377.44,1789446,675411117.4,40770,952569,53.23,378.55,377.9
10,AMBUJACEM,EQ,15-Dec-2021,378.55,378.6,381.9,375.3,378.15,378.9,378.63,1796520,680222530.7,29646,923864,51.43,378.9,378.6
11,AMBUJACEM,EQ,16-Dec-2021,378.9,380.0,381.6,374.6,376.5,375.7,376.18,2366346,890175174.1,48440,1536565,64.93,375.7,380.0
12,AMBUJACEM,EQ,17-Dec-2021,375.7,375.6,377.2,367.0,368.45,368.6,371.1,1784077,662078397.05,26000,914733,51.27,368.6,375.6
13,AMBUJACEM,EQ,20-Dec-2021,368.6,361.2,364.2,347.0,350.5,350.3,352.08,6661464,2345377120.8,65586,3261497,48.96,350.3,361.2
14,AMBUJACEM,EQ,21-Dec-2021,350.3,353.05,363.8,351.25,361.25,361.45,360.33,2065774,744355839.55,31024,934830,45.25,361.45,353.05
15,AMBUJACEM,EQ,22-Dec-2021,361.45,361.25,367.0,359.7,365.25,363.75,363.87,1383949,503575689.05,18457,499086,36.06,363.75,361.25
16,AMBUJACEM,EQ,23-Dec-2021,363.75,367.0,370.5,365.0,369.5,369.4,368.58,1546807,570115600.95,21645,782778,50.61,369.4,367.0
17,AMBUJACEM,EQ,24-Dec-2021,369.4,369.5,370.8,363.2,368.0,367.9,366.92,1174085,430801002.15,15208,540033,46.0,367.9,369.5
18,AMBUJACEM,EQ,27-Dec-2021,367.9,367.0,370.75,364.0,369.4,369.95,368.45,635418,234119621.95,16338,239643,37.71,369.95,367.0
19,AMBUJACEM,EQ,28-Dec-2021,369.95,370.2,381.2,368.7,381.0,380.2,377.64,2526008,953910685.05,31154,1477783,58.5,380.2,370.2
20,AMBUJACEM,EQ,29-Dec-2021,380.2,380.75,382.15,374.5,375.0,375.8,377.16,935759,352932030.7,19579,358799,38.34,375.8,380.75
21,AMBUJACEM,EQ,30-Dec-2021,375.8,375.7,377.95,369.6,371.0,370.95,372.0,2179706,810839801.25,22239,958928,43.99,370.95,375.7
