,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,ADANIENT,EQ,01-Apr-2022,2014.75,2018.0,2049.0,2013.05,2038.0,2043.65,2033.05,1267111,2576094904.75,35975,306940,24.22,2043.65,2018.0
1,1,1,1,1,ADANIENT,EQ,04-Apr-2022,2043.65,2050.0,2075.5,2032.0,2064.5,2065.85,2059.9,1334265,2748449458.35,38268,293705,22.01,2065.85,2050.0
2,2,2,2,2,ADANIENT,EQ,05-Apr-2022,2065.85,2078.0,2189.8,2067.6,2131.0,2139.85,2135.7,4970260,10615007504.4,141587,559337,11.25,2139.85,2078.0
3,3,3,3,3,ADANIENT,EQ,06-Apr-2022,2139.85,2153.75,2182.85,2124.2,2154.95,2160.0,2160.56,2259018,4880749859.65,66425,310768,13.76,2160.0,2153.75
4,4,4,4,4,ADANIENT,EQ,07-Apr-2022,2160.0,2165.95,2214.95,2081.25,2102.0,2099.05,2148.44,3499044,7517483776.75,104450,633650,18.11,2099.05,2165.95
5,5,5,5,5,ADANIENT,EQ,08-Apr-2022,2099.05,2115.0,2176.0,2105.25,2172.0,2170.95,2145.17,1924054,4127426182.3,58553,224085,11.65,2170.95,2115.0
6,6,6,6,6,ADANIENT,EQ,11-Apr-2022,2170.95,2181.85,2200.0,2158.5,2180.0,2180.2,2179.03,1615715,3520693051.45,53060,339708,21.03,2180.2,2181.85
7,7,7,7,7,ADANIENT,EQ,12-Apr-2022,2180.2,2188.0,2219.0,2155.0,2198.5,2196.95,2192.02,2632324,5770098811.6,81123,385213,14.63,2196.95,2188.0
8,8,8,8,8,ADANIENT,EQ,13-Apr-2022,2196.95,2210.0,2217.15,2173.45,2196.0,2199.45,2198.49,992512,2182023564.45,32919,154668,15.58,2199.45,2210.0
9,9,9,9,9,ADANIENT,EQ,18-Apr-2022,2199.45,2179.8,2240.0,2156.75,2233.8,2233.85,2203.38,1747434,3850262896.9,60523,337138,19.29,2233.85,2179.8
10,10,10,10,10,ADANIENT,EQ,19-Apr-2022,2233.85,2245.0,2255.0,2140.1,2145.0,2168.3,2216.45,1639219,3633248074.5,50660,342646,20.9,2168.3,2245.0
11,11,11,11,11,ADANIENT,EQ,20-Apr-2022,2168.3,2178.0,2207.95,2161.9,2194.0,2183.95,2186.63,1119025,2446888140.85,36160,116564,10.42,2183.95,2178.0
12,12,12,12,12,ADANIENT,EQ,21-Apr-2022,2183.95,2216.0,2293.55,2203.9,2289.9,2286.35,2259.66,2243636,5069859315.25,67163,404223,18.02,2286.35,2216.0
13,13,13,13,13,ADANIENT,EQ,22-Apr-2022,2286.35,2297.0,2306.0,2265.0,2271.15,2273.3,2287.31,1786042,4085231753.0,54304,301227,16.87,2273.3,2297.0
14,14,14,14,14,ADANIENT,EQ,25-Apr-2022,2273.3,2259.95,2295.0,2242.6,2286.0,2284.2,2270.87,1683622,3823282490.0,46767,331478,19.69,2284.2,2259.95
15,15,15,15,15,ADANIENT,EQ,26-Apr-2022,2284.2,2297.0,2413.9,2295.1,2394.0,2395.3,2369.18,3199358,7579861222.7,102957,372775,11.65,2395.3,2297.0
16,16,16,16,16,ADANIENT,EQ,27-Apr-2022,2395.3,2404.95,2420.95,2325.0,2338.0,2334.1,2368.2,2559876,6062305737.45,79776,572416,22.36,2334.1,2404.95
17,17,17,17,17,ADANIENT,EQ,28-Apr-2022,2334.1,2359.85,2389.9,2336.3,2380.0,2378.55,2367.65,1679893,3977394643.9,54350,314050,18.69,2378.55,2359.85
