Date,Expiry,Strike,Returns,OV,OV-Mean,Ratio
13-Jun-2022,30-Jun-2022,2100,60.609299839657936,-3.4322033898305087,43.18073800326912,-0.07948459309728945
16-Jun-2022,30-Jun-2022,2100,10.405904059040587,-2.6741573033707864,16.626704523508934,-0.1608350770647139
17-Jun-2022,30-Jun-2022,2100,-34.28920073215375,-0.7299465240641396,16.879386552328842,-0.04324484908270729
20-Jun-2022,30-Jun-2022,2100,51.645768025078375,-2.6151849448410243,7.118957260773715,-0.36735505623147907
21-Jun-2022,30-Jun-2022,2100,-37.383720930232556,15.51464435146448,-2.0064295907586502,-7.732463886558932
22-Jun-2022,30-Jun-2022,2100,-0.9482758620689606,-1.308099924299795,4.056504294186438,-0.32246974967449016
