,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,ADANIENT,EQ,01-Feb-2022,1714.95,1727.95,1765.1,1699.15,1746.0,1746.9,1735.03,1574361,2731556560.45,36800,186852,11.87,1746.9,1727.95
1,1,1,1,1,ADANIENT,EQ,02-Feb-2022,1746.9,1755.0,1786.0,1747.0,1777.95,1779.35,1768.9,1405276,2485787504.6,31246,379426,27.0,1779.35,1755.0
2,2,2,2,2,ADANIENT,EQ,03-Feb-2022,1779.35,1771.95,1787.0,1746.4,1748.5,1751.85,1767.83,588866,1041016409.55,19672,113916,19.34,1751.85,1771.95
3,3,3,3,3,ADANIENT,EQ,04-Feb-2022,1751.85,1758.0,1770.0,1733.7,1754.4,1757.3,1755.46,855996,1502669464.35,22314,162686,19.01,1757.3,1758.0
4,4,4,4,4,ADANIENT,EQ,07-Feb-2022,1757.3,1765.0,1765.5,1722.1,1730.0,1731.8,1744.43,854871,1491262604.75,27482,122732,14.36,1731.8,1765.0
5,5,5,5,5,ADANIENT,EQ,08-Feb-2022,1731.8,1739.4,1747.0,1677.05,1712.0,1716.0,1716.43,1480201,2540660056.25,38936,326424,22.05,1716.0,1739.4
6,6,6,6,6,ADANIENT,EQ,09-Feb-2022,1716.0,1724.6,1791.9,1718.1,1784.0,1783.15,1766.82,1674022,2957692071.65,44563,315114,18.82,1783.15,1724.6
7,7,7,7,7,ADANIENT,EQ,10-Feb-2022,1783.15,1799.0,1809.0,1766.0,1781.0,1786.1,1788.91,1747943,3126920870.75,44387,396828,22.7,1786.1,1799.0
8,8,8,8,8,ADANIENT,EQ,11-Feb-2022,1786.1,1764.0,1774.9,1743.35,1758.95,1764.3,1760.67,1196002,2105767863.35,34655,331716,27.74,1764.3,1764.0
9,9,9,9,9,ADANIENT,EQ,14-Feb-2022,1764.3,1736.3,1737.9,1653.0,1660.0,1663.95,1698.44,1919476,3260114039.2,52289,497956,25.94,1663.95,1736.3
10,10,10,10,10,ADANIENT,EQ,15-Feb-2022,1663.95,1636.0,1751.4,1627.85,1739.9,1744.25,1690.94,2261554,3824161198.45,63405,359169,15.88,1744.25,1636.0
11,11,11,11,11,ADANIENT,EQ,16-Feb-2022,1744.25,1744.25,1776.0,1730.0,1734.0,1738.1,1756.26,1663614,2921737009.0,38159,360485,21.67,1738.1,1744.25
12,12,12,12,12,ADANIENT,EQ,17-Feb-2022,1738.1,1750.0,1762.0,1724.0,1731.0,1730.95,1749.78,1075487,1881867072.05,27297,274747,25.55,1730.95,1750.0
13,13,13,13,13,ADANIENT,EQ,18-Feb-2022,1730.95,1739.0,1754.6,1725.0,1735.35,1736.3,1744.39,945100,1648622667.2,23552,205950,21.79,1736.3,1739.0
14,14,14,14,14,ADANIENT,EQ,21-Feb-2022,1736.3,1738.8,1738.8,1671.3,1679.0,1685.2,1700.68,1449291,2464773645.35,37180,368276,25.41,1685.2,1738.8
15,15,15,15,15,ADANIENT,EQ,22-Feb-2022,1685.2,1636.1,1678.9,1630.0,1666.0,1667.7,1656.5,1717579,2845162822.7,46698,367919,21.42,1667.7,1636.1
16,16,16,16,16,ADANIENT,EQ,23-Feb-2022,1667.7,1682.0,1717.5,1670.0,1692.0,1688.7,1698.31,1285012,2182351680.5,34509,292236,22.74,1688.7,1682.0
17,17,17,17,17,ADANIENT,EQ,24-Feb-2022,1688.7,1626.0,1648.6,1528.8,1555.0,1543.95,1597.12,2798065,4468832162.1,88960,617885,22.08,1543.95,1626.0
