,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,0,ADANIENT,EQ,03-Jan-2022,1709.45,1713.0,1733.0,1711.2,1715.0,1717.15,1722.25,1094708,1885363642.3,20578,374691,34.23,1717.15,1713.0
1,1,1,1,1,ADANIENT,EQ,04-Jan-2022,1717.15,1725.75,1728.0,1700.0,1718.0,1719.0,1716.12,1191189,2044228395.4,20693,479909,40.29,1719.0,1725.75
2,2,2,2,2,ADANIENT,EQ,05-Jan-2022,1719.0,1722.0,1744.65,1702.55,1714.0,1715.45,1721.84,1583598,2726699448.3,35561,485359,30.65,1715.45,1722.0
3,3,3,3,3,ADANIENT,EQ,06-Jan-2022,1715.45,1710.0,1723.85,1675.6,1711.0,1713.1,1696.85,1615375,2741046013.05,33277,496678,30.75,1713.1,1710.0
4,4,4,4,4,ADANIENT,EQ,07-Jan-2022,1713.1,1719.9,1730.8,1689.5,1694.9,1699.1,1712.34,1295933,2219076794.1,29195,411355,31.74,1699.1,1719.9
5,5,5,5,5,ADANIENT,EQ,10-Jan-2022,1699.1,1707.55,1766.0,1699.1,1762.5,1752.6,1732.9,1670551,2894891390.5,34104,676531,40.5,1752.6,1707.55
6,6,6,6,6,ADANIENT,EQ,11-Jan-2022,1752.6,1758.0,1850.0,1737.0,1850.0,1843.9,1799.11,5126019,9222254746.3,132637,903214,17.62,1843.9,1758.0
7,7,7,7,7,ADANIENT,EQ,12-Jan-2022,1843.9,1873.0,1873.0,1808.3,1826.9,1830.1,1836.84,2518912,4626834808.6,78815,470358,18.67,1830.1,1873.0
8,8,8,8,8,ADANIENT,EQ,13-Jan-2022,1830.1,1834.0,1863.0,1808.0,1845.0,1853.35,1841.12,1881069,3463275284.3,52663,333842,17.75,1853.35,1834.0
9,9,9,9,9,ADANIENT,EQ,14-Jan-2022,1853.35,1850.0,1890.45,1831.1,1868.95,1870.25,1867.37,2357616,4402539546.4,58570,301343,12.78,1870.25,1850.0
10,10,10,10,10,ADANIENT,EQ,17-Jan-2022,1870.25,1876.0,1901.4,1855.65,1875.0,1877.8,1881.03,1700525,3198741288.25,48854,244930,14.4,1877.8,1876.0
11,11,11,11,11,ADANIENT,EQ,18-Jan-2022,1877.8,1885.0,1908.5,1830.05,1836.0,1840.95,1881.13,2294146,4315593294.45,68183,340755,14.85,1840.95,1885.0
12,12,12,12,12,ADANIENT,EQ,19-Jan-2022,1840.95,1839.8,1857.0,1811.25,1847.95,1849.3,1836.13,1544606,2836089872.5,41220,298153,19.3,1849.3,1839.8
13,13,13,13,13,ADANIENT,EQ,20-Jan-2022,1849.3,1855.0,1880.35,1843.7,1863.0,1865.85,1862.91,1252017,2332400633.75,35179,187872,15.01,1865.85,1855.0
14,14,14,14,14,ADANIENT,EQ,21-Jan-2022,1865.85,1860.85,1873.0,1810.75,1824.95,1828.35,1840.16,1929667,3550894319.4,50974,425624,22.06,1828.35,1860.85
15,15,15,15,15,ADANIENT,EQ,24-Jan-2022,1828.35,1822.0,1827.45,1696.55,1702.0,1715.8,1748.62,2381112,4163669086.45,60825,342757,24.09,1715.8,1822.0
16,16,16,16,16,ADANIENT,EQ,25-Jan-2022,1715.8,1668.0,1750.55,1668.0,1725.0,1741.4,1733.27,1817963,3151022642.2,44654,412434,22.69,1741.4,1668.0
17,17,17,17,17,ADANIENT,EQ,27-Jan-2022,1741.4,1718.0,1725.55,1654.5,1677.0,1686.0,1696.29,3549583,6021126275.2,63855,1408231,39.67,1686.0,1718.0
