,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ADANIENT,EQ,01-Apr-2019,146.75,147.45,153.2,145.1,150.25,151.45,149.4,7938713,1186070752.65,46237,1240358,15.62,151.45,147.45
1,1,1,1,ADANIENT,EQ,02-Apr-2019,151.45,151.7,153.3,148.35,150.75,151.65,151.27,6228254,942141593.15,37723,870424,13.98,151.65,151.7
2,2,2,2,ADANIENT,EQ,03-Apr-2019,151.65,150.3,152.65,146.6,147.05,147.55,149.96,3416023,512276086.9,20604,716179,20.97,147.55,150.3
3,3,3,3,ADANIENT,EQ,04-Apr-2019,147.55,147.95,150.3,145.45,147.4,147.5,147.95,3963980,586466222.2,26648,527366,13.3,147.5,147.95
4,4,4,4,ADANIENT,EQ,05-Apr-2019,147.5,148.0,149.2,146.2,146.85,146.9,147.41,2004719,295506165.0,13247,349525,17.44,146.9,148.0
5,5,5,5,ADANIENT,EQ,08-Apr-2019,146.9,147.5,148.65,141.1,141.5,141.95,144.0,4399839,633572319.95,24011,900063,20.46,141.95,147.5
6,6,6,6,ADANIENT,EQ,09-Apr-2019,141.95,142.3,147.0,137.45,145.3,146.0,142.8,8432342,1204169366.0,51465,1671203,19.82,146.0,142.3
7,7,7,7,ADANIENT,EQ,10-Apr-2019,146.0,145.75,147.4,142.05,142.45,142.85,144.02,4356153,627382040.25,29551,1231911,28.28,142.85,145.75
8,8,8,8,ADANIENT,EQ,11-Apr-2019,142.85,142.75,143.15,138.6,139.95,141.0,140.95,3535449,498317590.7,24126,958026,27.1,141.0,142.75
9,9,9,9,ADANIENT,EQ,12-Apr-2019,141.0,140.8,144.45,139.2,140.8,141.4,141.56,5769634,816739997.25,30386,1122619,19.46,141.4,140.8
10,10,10,10,ADANIENT,EQ,15-Apr-2019,141.4,141.0,145.15,140.55,142.5,142.95,142.82,4375074,624827383.8,24852,904371,20.67,142.95,141.0
11,11,11,11,ADANIENT,EQ,16-Apr-2019,142.95,142.2,145.35,142.2,142.6,143.05,143.76,3648947,524562369.05,21447,990183,27.14,143.05,142.2
12,12,12,12,ADANIENT,EQ,18-Apr-2019,143.05,143.1,144.45,137.65,137.9,138.6,139.71,3954004,552400028.5,26105,786932,19.9,138.6,143.1
13,13,13,13,ADANIENT,EQ,22-Apr-2019,138.6,138.0,138.65,134.35,134.6,135.15,136.59,3189574,435650073.4,21548,437883,13.73,135.15,138.0
14,14,14,14,ADANIENT,EQ,23-Apr-2019,135.15,135.4,136.3,131.55,132.7,132.5,133.88,4084835,546870158.15,19093,802670,19.65,132.5,135.4
15,15,15,15,ADANIENT,EQ,24-Apr-2019,132.5,132.75,137.1,132.1,135.75,136.15,134.67,4329268,583015506.75,18780,575966,13.3,136.15,132.75
16,16,16,16,ADANIENT,EQ,25-Apr-2019,136.15,135.1,137.0,133.85,134.75,134.75,135.39,2112063,285956968.45,12112,286120,13.55,134.75,135.1
