,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,ADANIENT,EQ,02-May-2019,127.05,126.0,130.0,124.8,126.35,126.65,127.15,3754433,477367644.65,17721,599560,15.97,126.65,126.0
1,1,ADANIENT,EQ,03-May-2019,126.65,124.0,129.0,123.0,127.7,128.3,126.72,6222801,788539461.85,33375,960387,15.43,128.3,124.0
2,2,ADANIENT,EQ,06-May-2019,128.3,125.75,127.4,125.05,125.15,125.6,126.14,1996014,251777303.95,10237,486219,24.36,125.6,125.75
3,3,ADANIENT,EQ,07-May-2019,125.6,126.4,127.0,120.05,121.85,122.35,124.37,4593214,571259198.05,27660,1281976,27.91,122.35,126.4
4,4,ADANIENT,EQ,08-May-2019,122.35,121.8,123.65,120.4,121.1,120.9,121.89,2661345,324388610.3,15803,547750,20.58,120.9,121.8
5,5,ADANIENT,EQ,09-May-2019,120.9,121.9,122.2,119.15,120.6,120.1,120.39,2907774,350059630.6,13797,581403,19.99,120.1,121.9
6,6,ADANIENT,EQ,10-May-2019,120.1,121.0,122.3,119.25,119.95,120.0,120.73,2835247,342313141.35,13435,344081,12.14,120.0,121.0
7,7,ADANIENT,EQ,13-May-2019,120.0,120.7,120.9,116.65,117.3,117.6,118.87,2124122,252488710.45,10899,457471,21.54,117.6,120.7
8,8,ADANIENT,EQ,14-May-2019,117.6,116.35,124.55,115.0,123.75,123.35,120.49,4548264,548014070.15,30320,627161,13.79,123.35,116.35
9,9,ADANIENT,EQ,15-May-2019,123.35,124.2,124.95,116.1,117.0,117.4,119.3,3659017,436516152.85,26828,742624,20.3,117.4,124.2
10,10,ADANIENT,EQ,16-May-2019,117.4,118.1,119.5,113.0,118.45,118.8,117.12,5368281,628713585.3,32052,543632,10.13,118.8,118.1
11,11,ADANIENT,EQ,17-May-2019,118.8,117.75,120.55,116.1,118.7,119.3,118.53,4631007,548907535.6,31960,461293,9.96,119.3,117.75
12,12,ADANIENT,EQ,20-May-2019,119.3,131.2,154.9,128.1,153.85,151.95,142.46,37670288,5366622157.3,193641,4676044,12.41,151.95,131.2
13,13,ADANIENT,EQ,21-May-2019,151.95,154.7,158.95,148.45,155.0,154.65,153.75,39732349,6108947866.75,207105,1882418,4.74,154.65,154.7
14,14,ADANIENT,EQ,22-May-2019,154.65,155.05,158.8,152.8,158.15,157.95,156.34,13565092,2120740531.9,81562,1554145,11.46,157.95,155.05
15,15,ADANIENT,EQ,23-May-2019,157.95,169.5,180.8,157.7,160.85,161.05,169.74,61334483,10410635216.8,330692,4622716,7.54,161.05,169.5
16,16,ADANIENT,EQ,24-May-2019,161.05,162.35,163.75,151.85,159.15,156.4,155.82,19435041,3028279547.7,107575,1333535,6.86,156.4,162.35
17,17,ADANIENT,EQ,27-May-2019,156.4,159.1,160.7,155.15,157.0,157.2,157.71,9664810,1524194070.35,50796,770394,7.97,157.2,159.1
18,18,ADANIENT,EQ,28-May-2019,157.2,157.1,160.35,156.05,157.85,157.65,157.83,5456461,861168561.8,34877,978874,17.94,157.65,157.1
19,19,ADANIENT,EQ,29-May-2019,157.65,157.95,158.4,151.75,157.0,155.15,154.95,12993604,2013319205.7,77069,1083961,8.34,155.15,157.95
20,20,ADANIENT,EQ,30-May-2019,155.15,158.1,159.4,155.1,158.05,158.1,157.18,6740283,1059433609.0,37195,940688,13.96,158.1,158.1
