,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,ADANIENT,EQ,01-Nov-2019,199.65,199.0,202.4,196.2,199.85,200.45,199.4,3522957,702469075.2,20646,336864,9.56,200.45,199.0
1,1,ADANIENT,EQ,04-Nov-2019,200.45,200.95,203.9,198.25,199.5,200.9,201.05,3965499,797281263.35,21529,496752,12.53,200.9,200.95
2,2,ADANIENT,EQ,05-Nov-2019,200.9,200.0,201.5,197.7,200.0,200.55,199.69,2326138,464497562.1,16451,225594,9.7,200.55,200.0
3,3,ADANIENT,EQ,06-Nov-2019,200.55,199.0,209.7,198.6,207.2,207.55,205.94,6220311,1281001743.45,38205,449450,7.23,207.55,199.0
4,4,ADANIENT,EQ,07-Nov-2019,207.55,207.9,210.4,205.5,209.25,209.15,208.35,3959490,824965103.6,26887,322988,8.16,209.15,207.9
5,5,ADANIENT,EQ,08-Nov-2019,209.15,208.7,212.0,206.2,207.25,208.05,209.64,4057743,850681983.5,23951,466257,11.49,208.05,208.7
6,6,ADANIENT,EQ,11-Nov-2019,208.05,206.95,212.25,206.05,210.8,210.85,209.85,2907157,610068301.9,20360,330667,11.37,210.85,206.95
7,7,ADANIENT,EQ,13-Nov-2019,210.85,209.0,210.75,194.3,197.5,198.2,199.61,9836594,1963502356.15,63382,1099266,11.18,198.2,209.0
8,8,ADANIENT,EQ,14-Nov-2019,198.2,196.25,203.15,194.05,201.6,202.3,200.54,4141184,830455493.8,28224,351910,8.5,202.3,196.25
9,9,ADANIENT,EQ,15-Nov-2019,202.3,202.0,205.0,200.8,203.1,203.6,203.43,3314555,674275624.0,19200,460367,13.89,203.6,202.0
10,10,ADANIENT,EQ,18-Nov-2019,203.6,203.8,205.6,200.1,200.15,201.15,203.22,2041767,414918973.95,13388,282548,13.84,201.15,203.8
11,11,ADANIENT,EQ,19-Nov-2019,201.15,202.0,202.6,196.25,198.45,199.7,199.77,2954848,590302461.1,19218,265583,8.99,199.7,202.0
12,12,ADANIENT,EQ,20-Nov-2019,199.7,198.5,207.45,198.1,204.4,205.7,203.66,3488019,710357907.8,21164,401555,11.51,205.7,198.5
13,13,ADANIENT,EQ,21-Nov-2019,205.7,206.9,209.0,201.95,204.45,205.5,206.17,4409698,909161105.9,24824,471967,10.7,205.5,206.9
14,14,ADANIENT,EQ,22-Nov-2019,205.5,204.75,206.3,200.1,202.0,203.45,203.24,2545651,517367034.15,16109,478352,18.79,203.45,204.75
15,15,ADANIENT,EQ,25-Nov-2019,203.45,201.9,216.25,201.6,215.5,215.2,211.2,6805228,1437242094.75,39031,710935,10.45,215.2,201.9
16,16,ADANIENT,EQ,26-Nov-2019,215.2,214.75,217.7,207.15,210.0,210.6,211.75,5247790,1111216465.4,33673,644142,12.27,210.6,214.75
17,17,ADANIENT,EQ,27-Nov-2019,210.6,209.9,215.2,208.5,212.0,213.55,212.69,4051404,861702880.5,25843,503006,12.42,213.55,209.9
18,18,ADANIENT,EQ,28-Nov-2019,213.55,212.8,216.2,210.5,211.95,213.1,213.89,4234343,905687060.75,39098,498378,11.77,213.1,212.8
