,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,0,0,ADANIENT,EQ,01-Jan-2019,161.0,160.9,162.35,155.45,157.05,157.25,158.02,4726656,746902542.0,26782,656893,13.9,157.25,160.9
1,1,1,1,ADANIENT,EQ,02-Jan-2019,157.25,157.0,157.85,152.5,154.5,154.85,155.46,2735262,425224680.05,15331,478706,17.5,154.85,157.0
2,2,2,2,ADANIENT,EQ,03-Jan-2019,154.85,154.9,156.1,150.3,152.0,152.5,153.22,2758876,422705192.5,14426,648341,23.5,152.5,154.9
3,3,3,3,ADANIENT,EQ,04-Jan-2019,152.5,152.1,154.0,150.0,151.0,152.55,151.94,2777308,421971343.85,15629,305088,10.99,152.55,152.1
4,4,4,4,ADANIENT,EQ,07-Jan-2019,152.55,152.9,154.45,150.25,150.8,151.25,152.09,2714218,412803060.9,13982,448867,16.54,151.25,152.9
5,5,5,5,ADANIENT,EQ,08-Jan-2019,151.25,150.5,154.3,149.65,153.1,153.45,151.93,2791866,424156560.0,16925,605039,21.67,153.45,150.5
6,6,6,6,ADANIENT,EQ,09-Jan-2019,153.45,153.6,154.45,147.6,149.0,149.35,149.69,4054809,606944837.95,21522,847969,20.91,149.35,153.6
7,7,7,7,ADANIENT,EQ,10-Jan-2019,149.35,151.0,151.8,148.5,151.5,151.1,150.34,3534546,531379659.1,21904,454351,12.85,151.1,151.0
8,8,8,8,ADANIENT,EQ,11-Jan-2019,151.1,151.1,152.6,149.1,150.35,151.5,150.79,2254999,340027487.45,11453,331332,14.69,151.5,151.1
9,9,9,9,ADANIENT,EQ,14-Jan-2019,151.5,151.0,151.15,147.0,148.2,148.35,148.28,2624582,389176387.2,13599,347850,13.25,148.35,151.0
10,10,10,10,ADANIENT,EQ,15-Jan-2019,148.35,148.5,149.95,147.25,148.3,148.65,148.63,1805678,268371831.6,10461,268386,14.86,148.65,148.5
11,11,11,11,ADANIENT,EQ,16-Jan-2019,148.65,148.2,150.7,148.0,148.5,148.45,148.87,1574176,234346815.3,11340,265243,16.85,148.45,148.2
12,12,12,12,ADANIENT,EQ,17-Jan-2019,148.45,148.4,151.25,146.35,148.5,149.0,148.99,2618859,390194876.65,18145,268436,10.25,149.0,148.4
13,13,13,13,ADANIENT,EQ,18-Jan-2019,149.0,149.7,149.8,144.55,146.55,146.75,147.01,2306520,339079219.5,12648,378588,16.41,146.75,149.7
14,14,14,14,ADANIENT,EQ,21-Jan-2019,146.75,146.5,148.0,144.25,144.3,145.95,146.0,1763205,257422094.85,10284,164144,9.31,145.95,146.5
15,15,15,15,ADANIENT,EQ,22-Jan-2019,145.95,145.4,146.65,141.7,145.6,145.7,144.39,2261667,326568620.2,11604,208696,9.23,145.7,145.4
16,16,16,16,ADANIENT,EQ,23-Jan-2019,145.7,145.5,146.5,142.05,142.2,143.0,143.88,2322990,334232958.6,11100,534065,22.99,143.0,145.5
17,17,17,17,ADANIENT,EQ,24-Jan-2019,143.0,143.0,144.05,141.1,142.95,142.55,142.44,1678843,239131538.9,8688,239528,14.27,142.55,143.0
18,18,18,18,ADANIENT,EQ,25-Jan-2019,142.55,142.85,145.45,136.15,137.0,137.35,140.96,3297651,464830762.35,17143,482712,14.64,137.35,142.85
19,19,19,19,ADANIENT,EQ,28-Jan-2019,137.35,138.0,141.0,118.95,138.0,136.4,133.62,9404485,1256603126.9,45870,512287,5.45,136.4,138.0
20,20,20,20,ADANIENT,EQ,29-Jan-2019,136.4,136.45,143.8,133.6,139.65,140.8,138.55,4301493,595967759.6,29415,315218,7.33,140.8,136.45
21,21,21,21,ADANIENT,EQ,30-Jan-2019,140.8,140.9,141.5,136.5,138.9,139.9,138.76,3102926,430573232.4,19542,197483,6.36,139.9,140.9
22,22,22,22,ADANIENT,EQ,31-Jan-2019,139.9,139.5,141.75,135.0,136.0,137.15,137.9,3498642,482472334.2,19195,683640,19.54,137.15,139.5
